"ID","Trait.name","Method","SNP","Chromosome","Position","P.value"
1,"GHW_1","mrMLM","NsiI.TP825923",6,52448208,0.00000691071527208757
2,"GHW_1","FASTmrMLM","NsiI.TP257077",1,6103539,0
3,"GHW_1","FASTmrMLM","NsiI.TP102967",1,6105258,0
4,"GHW_1","FASTmrMLM","PstI.TP662300",1,9383388,0
5,"GHW_1","FASTmrMLM","NsiI.TP736839",1,11973561,0
6,"GHW_1","FASTmrMLM","NsiI.TP425431",1,29611471,0
7,"GHW_1","FASTmrMLM","NsiI.TP30868",1,51136397,0
8,"GHW_1","FASTmrMLM","PstI.TP929267",1,63290479,0
9,"GHW_1","FASTmrMLM","NsiI.TP222587",1,73275339,0
10,"GHW_1","FASTmrMLM","PstI.TP134743",1,73610397,0
11,"GHW_1","FASTmrMLM","PstI.TP640960",1,80209769,0
12,"GHW_1","FASTmrMLM","PstI.TP360841",2,2832783,0
13,"GHW_1","FASTmrMLM","NsiI.TP205114",2,58611885,0
14,"GHW_1","FASTmrMLM","PstI.TP210905",2,72650615,0
15,"GHW_1","FASTmrMLM","PstI.TP40160",2,77518912,0
16,"GHW_1","FASTmrMLM","NsiI.TP436966",3,208286,0
17,"GHW_1","FASTmrMLM","PstI.TP1264009",3,2578481,0
18,"GHW_1","FASTmrMLM","PstI.TP968973",3,2980616,0
19,"GHW_1","FASTmrMLM","PstI.TP278960",3,5435168,0
20,"GHW_1","FASTmrMLM","PstI.TP312198",3,8384639,0
21,"GHW_1","FASTmrMLM","PstI.TP740179",3,8414014,0
22,"GHW_1","FASTmrMLM","NsiI.TP775735",3,13550015,0
23,"GHW_1","FASTmrMLM","PstI.TP661215",3,54129611,0
24,"GHW_1","FASTmrMLM","NsiI.TP215974",3,56338222,0
25,"GHW_1","FASTmrMLM","PstI.TP513949",3,61369495,0
26,"GHW_1","FASTmrMLM","PstI.TP964683",3,64769478,0
27,"GHW_1","FASTmrMLM","GFSSContig11128_893",3,69715214,0
28,"GHW_1","FASTmrMLM","PstI.TP568461",3,74315454,0
29,"GHW_1","FASTmrMLM","PstI.TP621994",3,74383503,0
30,"GHW_1","FASTmrMLM","PstI.TP532669",4,3498516,0
31,"GHW_1","FASTmrMLM","NsiI.TP34695",4,6508508,0
32,"GHW_1","FASTmrMLM","PstI.TP876839",4,6887064,0
33,"GHW_1","FASTmrMLM","NsiI.TP821811",4,48427329,0
34,"GHW_1","FASTmrMLM","NsiI.TP324593",4,54954569,0
35,"GHW_1","FASTmrMLM","NsiI.TP205267",4,64749548,0
36,"GHW_1","FASTmrMLM","PstI.TP935651",4,66370793,0
37,"GHW_1","FASTmrMLM","PstI.TP325669",4,67124681,0
38,"GHW_1","FASTmrMLM","PstI.TP1014148",5,51656308,0
39,"GHW_1","FASTmrMLM","NsiI.TP245163",5,55180573,0
40,"GHW_1","FASTmrMLM","NsiI.TP604676",5,62326679,0
41,"GHW_1","FASTmrMLM","PstI.TP133136",5,65324990,0
42,"GHW_1","FASTmrMLM","PstI.TP1052140",6,19137861,0
43,"GHW_1","FASTmrMLM","NsiI.TP211131",6,32284894,0
44,"GHW_1","FASTmrMLM","NsiI.TP614958",6,45639721,0
45,"GHW_1","FASTmrMLM","NsiI.TP825923",6,52448208,0
46,"GHW_1","FASTmrMLM","PstI.TP705829",6,58061911,0
47,"GHW_1","FASTmrMLM","PstI.TP852912",6,60106545,0
48,"GHW_1","FASTmrMLM","NsiI.TP810192",8,2563502,0
49,"GHW_1","FASTmrMLM","PstI.TP1282314",9,15059279,0
50,"GHW_1","FASTmrMLM","PstI.TP1192081",9,48933732,0
51,"GHW_1","FASTmrMLM","NsiI.TP151058",9,52613984,0
52,"GHW_1","FASTmrMLM","PstI.TP256775",9,55929912,0
53,"GHW_1","FASTmrMLM","NsiI.TP616446",9,56031936,0
54,"GHW_1","FASTmrMLM","NsiI.TP610495",10,2254926,0
55,"GHW_1","FASTmrMLM","NsiI.TP422808",10,5343480,0
56,"GHW_1","FASTmrMLM","PstI.TP1264238",10,5451657,0
57,"GHW_1","FASTmrMLM","PstI.TP1256552",10,47768031,0
