"ID","Trait.name","Method","SNP","Chromosome","Position","P.value"
1,"HD_50","mrMLM","NsiI.TP30868",1,51136397,0.0000397013248869815
2,"HD_50","mrMLM","PstI.TP572438",3,71178778,0.00000000240590790999319
3,"HD_50","mrMLM","PstI.TP622176",3,65129470,0.00000000314276566650403
4,"HD_50","mrMLM","NsiI.TP821811",4,48427329,0.0000000219491142951491
5,"HD_50","mrMLM","NsiI.TP825923",6,52448208,0.0000000000000947019670921418
6,"HD_50","FASTmrMLM","PstI.TP210905",2,72650615,0.0000415719120675218
7,"HD_50","FASTmrMLM","PstI.TP312198",3,8384639,0.0000000231206479017559
8,"HD_50","FASTmrMLM","PstI.TP661215",3,54129611,0.0000375750874490488
9,"HD_50","FASTmrMLM","PstI.TP622176",3,65129470,0.0000164475039739146
10,"HD_50","FASTmrMLM","NsiI.TP821811",4,48427329,0.0000000185054648979471
11,"HD_50","FASTmrMLM","NsiI.TP324593",4,54954569,0.0000000431817262623727
12,"HD_50","FASTmrMLM","PstI.TP133136",5,65324990,0.0000575837574486839
13,"HD_50","FASTmrMLM","PstI.TP125419",10,50424324,0.0000383001081226448
14,"HD_50","FASTmrMLM","PstI.TP1020545",11,7078,0.0000537155466748664
15,"HD_50","pLARmEB","PstI.TP1295242",1,70821690,0.0000000465371732565491
16,"HD_50","pLARmEB","NsiI.TP324593",4,54954569,0.000115584606815622
17,"HD_50","pLARmEB","PstI.TP133136",5,65324990,0.0000000151635190078729
18,"HD_50","pLARmEB","PstI.TP1052140",6,19137861,0.0000150799534180179
19,"HD_50","pLARmEB","PstI.TP187918",11,1532,0.0000018638029723462
20,"HD_50","pLARmEB","PstI.TP497572",11,3771,0.000000724269171733694
21,"HD_50","pLARmEB","NsiI.TP705689",11,17810,0.00000242884611514222
22,"HD_50","pLARmEB","NsiI.TP767179",11,18585,0.000011091748152624
23,"HD_50","FarmCPU","NsiI.TP212267",1,1974353,0.00000118285349153151
24,"HD_50","FarmCPU","NsiI.TP632002",1,70863814,0.000000000000000351570179672485
25,"HD_50","FarmCPU","NsiI.TP728788",11,18071,0.00000000000310118430686628
