"ID","Trait.name","Method","SNP","Chromosome","Position","P.value"
1,"GHW_1","SUPER","NsiI.TP412045",1,2102732,0.0000493213143111541
2,"GHW_1","SUPER","PstI.TP637101",1,3390212,0.000182823802088467
3,"GHW_1","SUPER","PstI.TP677745",1,5751851,0.0000496634030885129
4,"GHW_1","SUPER","NsiI.TP476261",1,6164220,0.0000254903350593182
5,"GHW_1","SUPER","NsiI.TP174370",1,6704694,0.00000393275232188007
6,"GHW_1","SUPER","NsiI.TP750756",1,6898016,0.0000311610601937244
7,"GHW_1","SUPER","PstI.TP402756",1,8332613,0.000262397510026886
8,"GHW_1","SUPER","NsiI.TP757835",1,9414257,0.000197688299400601
9,"GHW_1","SUPER","PstI.TP91211",1,10530796,0.0000769471728783497
10,"GHW_1","SUPER","NsiI.TP750615",1,12653027,0.000106142368549326
11,"GHW_1","SUPER","NsiI.TP195180",1,12857502,0.000107766663958159
12,"GHW_1","SUPER","PstI.TP726878",1,13263594,0.000164914269108281
13,"GHW_1","SUPER","NsiI.TP146220",1,13426299,0.000287445812946893
14,"GHW_1","SUPER","PstI.TP211414",1,13593203,0.0000998171625860096
15,"GHW_1","SUPER","PstI.TP486350",1,53986066,0.000170408958302484
16,"GHW_1","SUPER","PstI.TP1021663",1,55052456,0.0000537394225291152
17,"GHW_1","SUPER","NsiI.TP241069",1,56195369,0.000198267412459333
18,"GHW_1","SUPER","PstI.TP178720",1,58289912,0.0000238197465494897
19,"GHW_1","SUPER","NsiI.TP123778",1,60586278,0.0000588860522474934
20,"GHW_1","SUPER","NsiI.TP516245",1,62087738,0.000257055895418198
21,"GHW_1","SUPER","PstI.TP477722",1,65237049,0.0000670234206854249
22,"GHW_1","SUPER","NsiI.TP674601",1,69112506,0.000215531345971751
23,"GHW_1","SUPER","PstI.TP1026778",1,69284392,0.000161884808770145
24,"GHW_1","SUPER","NsiI.TP632002",1,70863814,0.000027355434779311
25,"GHW_1","SUPER","PstI.TP1052870",1,71227822,0.0000686295371606526
26,"GHW_1","SUPER","NsiI.TP607427",1,72380263,0.0000875680080394748
27,"GHW_1","SUPER","NsiI.TP469911",1,72682614,0.00000379926817399739
28,"GHW_1","SUPER","PstI.TP315020",1,77386737,0.000214005042481356
29,"GHW_1","SUPER","PstI.TP6990",1,79172378,0.000124420846097283
30,"GHW_1","SUPER","PstI.TP1031077",10,689016,0.000155124932503449
31,"GHW_1","SUPER","PstI.TP1044533",10,781197,0.000204374115232952
32,"GHW_1","SUPER","NsiI.TP237545",10,5377137,0.000307049919653939
33,"GHW_1","SUPER","NsiI.TP433359",10,6012505,0.000313790617696239
34,"GHW_1","SUPER","NsiI.TP440694",10,6482395,0.000291723135591262
35,"GHW_1","SUPER","PstI.TP1104477",10,9762760,0.0000827877637601334
36,"GHW_1","SUPER","NsiI.TP4741",10,11063964,0.000282864955982378
37,"GHW_1","SUPER","NsiI.TP790895",10,43096227,0.000144663658623839
38,"GHW_1","SUPER","NsiI.TP791431",10,43096232,0.0000794956612863532
39,"GHW_1","SUPER","NsiI.TP790761",10,43096236,0.00023180974537091
40,"GHW_1","SUPER","NsiI.TP523957",10,43623816,0.0000140967930882138
41,"GHW_1","SUPER","PstI.TP84709",10,53386370,0.000207447525707978
42,"GHW_1","SUPER","PstI.TP202284",10,56175041,0.000106626118142223
43,"GHW_1","SUPER","PstI.TP100020",11,817,0.000291079240780547
44,"GHW_1","SUPER","PstI.TP124053",11,1030,0.000166111970777684
45,"GHW_1","SUPER","PstI.TP136362",11,1134,0.0000712720005283962
46,"GHW_1","SUPER","PstI.TP158011",11,1295,0.00022692660239645
47,"GHW_1","SUPER","PstI.TP168319",11,1380,0.000226585409377902
48,"GHW_1","SUPER","PstI.TP189070",11,1540,0.00000456107388183214
49,"GHW_1","SUPER","PstI.TP191473",11,1566,0.0000921197999778802
50,"GHW_1","SUPER","PstI.TP268577",11,2179,0.000237389798019868
51,"GHW_1","SUPER","PstI.TP323391",11,2564,0.000164285304892009
52,"GHW_1","SUPER","PstI.TP344604",11,2716,0.0000113015311179404
53,"GHW_1","SUPER","PstI.TP366962",11,2898,0.000134136433845764
54,"GHW_1","SUPER","PstI.TP434344",11,3329,0.0000609005130731896
55,"GHW_1","SUPER","PstI.TP438663",11,3360,0.000206460064725398
56,"GHW_1","SUPER","PstI.TP460830",11,3521,0.0000932810217605731
57,"GHW_1","SUPER","PstI.TP480563",11,3643,0.000177189027473345
58,"GHW_1","SUPER","PstI.TP492157",11,3737,0.0000600375863189721
59,"GHW_1","SUPER","PstI.TP543485",11,4036,0.0000673874506991385
60,"GHW_1","SUPER","PstI.TP588590",11,4212,0.000276718541858474
61,"GHW_1","SUPER","PstI.TP632245",11,4440,0.000110483450772836
62,"GHW_1","SUPER","PstI.TP662789",11,4624,0.000276840696045791
63,"GHW_1","SUPER","PstI.TP685319",11,4739,0.0000680496365943793
64,"GHW_1","SUPER","PstI.TP687504",11,4751,0.0000260488943847851
65,"GHW_1","SUPER","PstI.TP719900",11,4970,0.0000990763942592886
66,"GHW_1","SUPER","PstI.TP754021",11,5204,0.000245281662829566
67,"GHW_1","SUPER","PstI.TP760074",11,5247,0.000275216452130063
68,"GHW_1","SUPER","PstI.TP764114",11,5274,0.000165334448990803
69,"GHW_1","SUPER","PstI.TP836762",11,5799,0.0000286705800713527
70,"GHW_1","SUPER","PstI.TP854160",11,5944,0.0000939607947899066
71,"GHW_1","SUPER","PstI.TP885027",11,6185,0.000308779597532691
72,"GHW_1","SUPER","PstI.TP926161",11,6485,0.000142276856068601
73,"GHW_1","SUPER","PstI.TP941024",11,6587,0.0000797593415147842
74,"GHW_1","SUPER","PstI.TP989816",11,6875,0.0000267282175776963
75,"GHW_1","SUPER","PstI.TP1016686",11,7060,0.0000169956918426423
76,"GHW_1","SUPER","PstI.TP1105906",11,7747,0.000276111143456735
77,"GHW_1","SUPER","PstI.TP1109285",11,7769,0.000265091057026525
78,"GHW_1","SUPER","PstI.TP1188882",11,8398,0.000036200658348453
79,"GHW_1","SUPER","NsiI.TP1783",11,9157,0.0002305412203431
80,"GHW_1","SUPER","NsiI.TP13900",11,9274,0.0000390581103250418
81,"GHW_1","SUPER","NsiI.TP38756",11,9586,0.000179332026277296
82,"GHW_1","SUPER","NsiI.TP43842",11,9677,0.000289081838830109
83,"GHW_1","SUPER","NsiI.TP63305",11,9874,0.000195695652702585
84,"GHW_1","SUPER","NsiI.TP84023",11,10066,0.000041169771434968
85,"GHW_1","SUPER","NsiI.TP91546",11,10135,0.00010760003950881
86,"GHW_1","SUPER","NsiI.TP107770",11,10275,0.000261872220657491
87,"GHW_1","SUPER","NsiI.TP115990",11,10376,0.0000277007956663805
88,"GHW_1","SUPER","NsiI.TP152255",11,10814,0.00018538397122612
89,"GHW_1","SUPER","NsiI.TP185826",11,11195,0.0000166412442541885
90,"GHW_1","SUPER","NsiI.TP196221",11,11304,0.000228490987018493
91,"GHW_1","SUPER","NsiI.TP208407",11,11453,0.00014027158999676
92,"GHW_1","SUPER","NsiI.TP208628",11,11458,0.0000590831189097256
93,"GHW_1","SUPER","NsiI.TP230244",11,11712,0.000194987765662416
94,"GHW_1","SUPER","NsiI.TP234912",11,11767,0.00018493112768325
95,"GHW_1","SUPER","NsiI.TP257521",11,12015,0.000105047269149371
96,"GHW_1","SUPER","NsiI.TP288843",11,12324,0.000157453559355819
97,"GHW_1","SUPER","NsiI.TP318460",11,12617,0.000018132384207594
98,"GHW_1","SUPER","NsiI.TP319204",11,12621,0.0000388508712503794
99,"GHW_1","SUPER","NsiI.TP348696",11,12959,0.000280896332538572
100,"GHW_1","SUPER","NsiI.TP384887",11,13387,0.0000626923584148493
101,"GHW_1","SUPER","NsiI.TP426523",11,13953,0.0000325224694117084
102,"GHW_1","SUPER","NsiI.TP427131",11,13977,0.00024663984723203
103,"GHW_1","SUPER","NsiI.TP433644",11,14118,0.0000248023720053251
104,"GHW_1","SUPER","NsiI.TP441664",11,14308,0.000278279221687132
105,"GHW_1","SUPER","NsiI.TP442306",11,14326,0.0000567364059987405
106,"GHW_1","SUPER","NsiI.TP446863",11,14405,0.000135203682615249
107,"GHW_1","SUPER","NsiI.TP466452",11,14696,0.000275904793090941
108,"GHW_1","SUPER","NsiI.TP484589",11,14960,0.000179990493815585
109,"GHW_1","SUPER","NsiI.TP491951",11,15090,0.000206392567917325
110,"GHW_1","SUPER","NsiI.TP503326",11,15286,0.000051017189295111
111,"GHW_1","SUPER","NsiI.TP512263",11,15456,0.000202405646057124
112,"GHW_1","SUPER","NsiI.TP520721",11,15540,0.000255548745540586
113,"GHW_1","SUPER","NsiI.TP555631",11,16003,0.000181004110800369
114,"GHW_1","SUPER","NsiI.TP559974",11,16066,0.000246820661963886
115,"GHW_1","SUPER","NsiI.TP609571",11,16656,0.0000449722042273511
116,"GHW_1","SUPER","NsiI.TP610850",11,16672,0.0000717005642137106
117,"GHW_1","SUPER","NsiI.TP613708",11,16706,0.000120912679008664
118,"GHW_1","SUPER","NsiI.TP621298",11,16809,0.000127716640537376
119,"GHW_1","SUPER","NsiI.TP644167",11,17110,0.0000883536988594156
120,"GHW_1","SUPER","NsiI.TP671476",11,17388,0.000226622523510281
121,"GHW_1","SUPER","NsiI.TP675510",11,17441,0.0000232025340789465
122,"GHW_1","SUPER","NsiI.TP684422",11,17565,0.00027295321650761
123,"GHW_1","SUPER","NsiI.TP689875",11,17622,0.00000315477802247927
124,"GHW_1","SUPER","NsiI.TP692508",11,17652,0.000280271885857736
125,"GHW_1","SUPER","NsiI.TP701971",11,17760,0.0000214171752450056
126,"GHW_1","SUPER","NsiI.TP777080",11,18691,0.000132233965672867
127,"GHW_1","SUPER","PstI.TP1065484",2,9592436,0.00014045088391059
128,"GHW_1","SUPER","PstI.TP374085",2,9617733,0.000232638897460328
129,"GHW_1","SUPER","PstI.TP706479",2,14264983,0.00014296770777566
130,"GHW_1","SUPER","PstI.TP671098",2,54577903,0.000133815360474814
131,"GHW_1","SUPER","PstI.TP359942",2,60451936,0.000115552375188783
132,"GHW_1","SUPER","GFSSContig11619_923",2,63686436,0.0000505142563233054
133,"GHW_1","SUPER","PstI.TP177807",2,68900132,0.000163923310487854
134,"GHW_1","SUPER","PstI.TP875140",2,72930521,0.0000103720735979298
135,"GHW_1","SUPER","PstI.TP749093",2,74477521,0.000136346908762268
136,"GHW_1","SUPER","NsiI.TP167396",2,75013814,0.000119535896381621
137,"GHW_1","SUPER","PstI.TP875104",3,1447825,0.000134447852322439
138,"GHW_1","SUPER","PstI.TP444619",3,2190567,0.0000465446118627765
139,"GHW_1","SUPER","PstI.TP33762",3,2698512,0.000116953007585814
140,"GHW_1","SUPER","PstI.TP1080621",3,3657091,0.000275809038513283
141,"GHW_1","SUPER","GFSSContig16256_300",3,5453936,0.000107193722242795
142,"GHW_1","SUPER","NsiI.TP462576",3,7449896,0.000225688439008164
143,"GHW_1","SUPER","PstI.TP166748",3,7900736,0.0000328015448155872
144,"GHW_1","SUPER","PstI.TP1098048",3,8729042,0.000164315762307729
145,"GHW_1","SUPER","NsiI.TP411037",3,46590356,0.000255939015713346
146,"GHW_1","SUPER","PstI.TP1005487",3,49717109,0.000157535278203159
147,"GHW_1","SUPER","PstI.TP1236277",3,57259501,0.000166560171986058
148,"GHW_1","SUPER","PstI.TP892247",3,57467578,0.0000143174039073274
149,"GHW_1","SUPER","NsiI.TP146180",3,58570743,0.000125844070381102
150,"GHW_1","SUPER","PstI.TP21924",3,59388087,0.00022818025344083
151,"GHW_1","SUPER","NsiI.TP756830",3,59816618,0.000177722936202815
152,"GHW_1","SUPER","PstI.TP136422",3,60253262,0.000185329851811163
153,"GHW_1","SUPER","NsiI.TP579782",3,63115213,0.000188284403225607
154,"GHW_1","SUPER","PstI.TP218170",3,63210084,0.000242014505564912
155,"GHW_1","SUPER","PstI.TP1128716",3,65668248,0.0000432998202637248
156,"GHW_1","SUPER","PstI.TP318338",3,67023794,0.0000240006841133379
157,"GHW_1","SUPER","NsiI.TP370880",3,68111215,0.0000397021514744051
158,"GHW_1","SUPER","PstI.TP410209",3,69602329,0.000015035118873448
159,"GHW_1","SUPER","NsiI.TP659581",3,70887842,0.000290063182965402
160,"GHW_1","SUPER","NsiI.TP376338",3,73019311,0.0000109129932674522
161,"GHW_1","SUPER","PstI.TP1250993",4,666401,0.000111153203150483
162,"GHW_1","SUPER","NsiI.TP340042",4,1007876,0.0000252002712504802
163,"GHW_1","SUPER","PstI.TP1069273",4,1570159,0.000187148006222024
164,"GHW_1","SUPER","PstI.TP314326",4,1792445,0.000176067295581561
165,"GHW_1","SUPER","PstI.TP297382",4,4364885,0.0000300721867853044
166,"GHW_1","SUPER","PstI.TP408444",4,9160208,0.00005657236090018
167,"GHW_1","SUPER","PstI.TP978122",4,14930204,0.000166127843758928
168,"GHW_1","SUPER","PstI.TP1194303",4,15320890,0.000106577911219639
