"ID","Trait.name","Method","SNP","Chromosome","Position","P.value"
1,"GS","CMLM","PstI.TP1286999",1,9623485,0.000000000920699441993035
2,"GS","CMLM","PstI.TP787741",1,13021367,0.00000494203688138028
3,"GS","CMLM","NsiI.TP545512",1,65564544,0.0000000893466842514736
4,"GS","CMLM","NsiI.TP693777",1,69767711,0.0000133381719524255
5,"GS","CMLM","PstI.TP735061",1,72976269,0.000000452225268146422
6,"GS","CMLM","PstI.TP1185402",10,5448657,0.00000459481844207066
7,"GS","CMLM","PstI.TP1133587",10,42973263,0.0000000194576143985806
8,"GS","CMLM","PstI.TP753228",10,47979677,0.00000339542100398029
9,"GS","CMLM","PstI.TP914537",10,57752412,0.00000347068874967224
10,"GS","CMLM","PstI.TP925206",10,58730377,0.000000101131391301156
11,"GS","CMLM","PstI.TP48643",11,411,0.000000755484101784385
12,"GS","CMLM","PstI.TP83978",11,701,0.000000512372640154215
13,"GS","CMLM","PstI.TP168281",11,1379,0.0000176310895120701
14,"GS","CMLM","PstI.TP181916",11,1495,0.0000015227067689571
15,"GS","CMLM","PstI.TP293832",11,2331,0.00000188192510368484
16,"GS","CMLM","PstI.TP471886",11,3583,0.00000347630749225886
17,"GS","CMLM","PstI.TP511311",11,3855,0.00000658501779617495
18,"GS","CMLM","PstI.TP530069",11,3952,0.0000000147537702352301
19,"GS","CMLM","PstI.TP538260",11,4008,0.00000211310581299917
20,"GS","CMLM","PstI.TP716571",11,4957,0.0000140762794623764
21,"GS","CMLM","PstI.TP780329",11,5383,0.00000565035333890464
22,"GS","CMLM","PstI.TP863191",11,6019,0.000000017309913114132
23,"GS","CMLM","PstI.TP958383",11,6682,0.0000119716032789885
24,"GS","CMLM","PstI.TP1031387",11,7167,0.00000163426542551761
25,"GS","CMLM","NsiI.TP73196",11,9976,0.00000052072977979399
26,"GS","CMLM","NsiI.TP82066",11,10042,0.0000129957143295415
27,"GS","CMLM","NsiI.TP90756",11,10130,0.000000604615653582281
28,"GS","CMLM","NsiI.TP92066",11,10140,0.000000805694631969887
29,"GS","CMLM","NsiI.TP106835",11,10269,0.000000944391819460393
30,"GS","CMLM","NsiI.TP149692",11,10781,0.00000794235691019789
31,"GS","CMLM","NsiI.TP171256",11,11026,0.00000500971749718716
32,"GS","CMLM","NsiI.TP176373",11,11091,0.00001764408231978
33,"GS","CMLM","NsiI.TP210231",11,11469,0.00000727081451100111
34,"GS","CMLM","NsiI.TP337434",11,12851,0.00000114054651490933
35,"GS","CMLM","NsiI.TP353473",11,13012,0.00000160579403514198
36,"GS","CMLM","NsiI.TP503099",11,15282,0.00000854360052309351
37,"GS","CMLM","NsiI.TP696722",11,17702,0.000000049395680839939
38,"GS","CMLM","NsiI.TP704052",11,17783,0.0000128877955955782
39,"GS","CMLM","NsiI.TP747164",11,18278,0.0000104813617972463
40,"GS","CMLM","NsiI.TP829280",11,19304,0.0000177557071279623
41,"GS","CMLM","NsiI.TP487965",2,5838121,0.0000000021114561658544
42,"GS","CMLM","PstI.TP1264070",2,7827620,0.0000000335316241759883
43,"GS","CMLM","PstI.TP674426",2,67595892,0.0000087991423180646
44,"GS","CMLM","NsiI.TP25279",2,69225463,0.0000011819568924779
45,"GS","CMLM","NsiI.TP530279",2,72212478,0.0000004392290092189
46,"GS","CMLM","PstI.TP1071759",2,72760203,0.00000000935723084558443
47,"GS","CMLM","PstI.TP761602",3,3266703,0.0000053728989675682
48,"GS","CMLM","NsiI.TP430145",3,5430441,0.0000106234230017245
49,"GS","CMLM","PstI.TP1266759",3,52149252,0.00000903221089634376
50,"GS","CMLM","PstI.TP1176205",3,68891880,0.000008365398178049
51,"GS","CMLM","PstI.TP403553",4,8282587,0.00001210549896481
52,"GS","CMLM","PstI.TP1231044",4,59447790,0.000000326869697185603
53,"GS","CMLM","PstI.TP329049",4,61906990,0.000000770115915348686
54,"GS","CMLM","PstI.TP907753",4,63007722,0.0000127190549967479
55,"GS","CMLM","PstI.TP523812",5,18073563,0.0000163500309425142
56,"GS","CMLM","PstI.TP991736",5,66915728,0.000000354818703712637
57,"GS","CMLM","PstI.TP1044360",6,46082788,0.0000110647279229452
58,"GS","CMLM","NsiI.TP212183",6,50043944,0.00000793608524724476
59,"GS","CMLM","PstI.TP995004",6,51365761,0.00000111955059523585
60,"GS","CMLM","PstI.TP65187",6,51685319,0.000000676966791147414
61,"GS","CMLM","NsiI.TP459094",6,54308423,0.00000934546026642551
62,"GS","CMLM","NsiI.TP20067",6,57479677,0.0000000690944680741441
63,"GS","CMLM","PstI.TP179766",8,2802335,0.0000131436037199334
64,"GS","CMLM","NsiI.TP741538",8,59582552,0.0000000786493580997651
65,"GS","CMLM","PstI.TP635651",9,14689398,0.000000274243215601158
66,"GS","CMLM","PstI.TP160468",9,49412675,0.0000131362926228015
67,"GS","SUPER","PstI.TP751807",1,5899520,0.000000000000000000000110283975875366
68,"GS","SUPER","PstI.TP82406",1,21456943,0.000000000000000000000356310631825725
69,"GS","SUPER","NsiI.TP442212",1,25199008,0.00000000000000000000000000180653084732036
70,"GS","SUPER","PstI.TP1128427",1,67833322,0.000000000000000000000320600110194055
71,"GS","SUPER","PstI.TP478568",10,1035796,0.000000000000000000000218759331124926
