SNP,Chromosome,Position ,P.value,maf,nobs,Rsquare.of.Model.without.SNP,Rsquare.of.Model.with.SNP,effect
PstI.TP85647,10,60886778,0.000161178956026275,0.0532786885245902,122,0.429163815784379,0.506216246824309,0.0259823598160076
PstI.TP1107519,9, 3315165,0.00060157952278549,0.0450819672131147,122,0.429163815784379,0.492157345507995,0.0249909207687681
PstI.TP308053,1, 8330660,0.000726773888049884,0.10655737704918,122,0.429163815784379,0.49017794937714,-0.0205433771808936
PstI.TP350552,11,    2761,0.00147769180650664,0.0532786885245902,122,0.429163815784379,0.482839293885708,0.0254975666322214
NsiI.TP66747,11,    9923,0.00152503764706799,0.0409836065573771,122,0.429163815784379,0.482516560447664,0.0264937285032118
NsiI.TP560012,11,   16067,0.0024535685435304,0.311475409836066,122,0.429163815784379,0.477687054059402,-0.0106270548765663
PstI.TP29613,3,56968925,0.00246106517634471,0.168032786885246,122,0.429163815784379,0.477656296087867,0.0131029769462488
PstI.TP1124649,11,    7892,0.00271910436513422,0.0778688524590164,122,0.429163815784379,0.476652643844967,-0.018914360850917
PstI.TP139749,2,13559614,0.00295185209751567,0.262295081967213,122,0.429163815784379,0.47582830845048,-0.0102252762241356
PstI.TP1001032,4, 6463834,0.0031049702081768,0.221311475409836,122,0.429163815784379,0.475321806720722,-0.0128095019736852
PstI.TP1234552,10,60231357,0.00310671853228933,0.229508196721311,122,0.429163815784379,0.475316173453924,0.0100928834391965
PstI.TP437672,11,    3353,0.00342005280898131,0.069672131147541,122,0.429163815784379,0.474356090856252,0.0189243491864242
PstI.TP639463,6,60717357,0.0040255133794381,0.163934426229508,122,0.429163815784379,0.472734444949339,-0.0115865307297212
PstI.TP532426,7,64966356,0.00429118384370318,0.487704918032787,122,0.429163815784379,0.47210102665334,0.00787039945108574
PstI.TP1057124,9, 9148132,0.00434138973699814,0.377049180327869,122,0.429163815784379,0.471985890880265,-0.00851075449029975
PstI.TP535893,1,73975816,0.00467045245388478,0.0450819672131147,122,0.429163815784379,0.471263758942703,0.0213174913018712
NsiI.TP252602,1,68982448,0.0048304789658895,0.0327868852459017,122,0.429163815784379,0.470931389027811,0.0246851032288112
PstI.TP205765,8,46363312,0.00540584076578435,0.0532786885245902,122,0.429163815784379,0.46982401402646,0.0192065616880497
PstI.TP1062021,9,59189842,0.00584069528249283,0.0942622950819672,122,0.429163815784379,0.469065241861841,0.0140663043123494
PstI.TP532669,4, 3498516,0.00590088218283566,0.491803278688525,122,0.429163815784379,0.468964858505414,0.00910346194261547
PstI.TP1019197,11,    7072,0.00665358082967851,0.0327868852459016,122,0.429163815784379,0.467792148427257,0.0254421212302568
PstI.TP109054,11,     901,0.00724171021739965,0.069672131147541,122,0.429163815784379,0.466967899694846,0.0149916893914237
PstI.TP746826,5, 1609271,0.00731167358481582,0.0286885245901639,122,0.429163815784379,0.46687450323102,0.0286170134214596
PstI.TP352846,1,71717994,0.0079858613601401,0.266393442622951,122,0.429163815784379,0.466019339960973,0.00879725476195573
PstI.TP269566,3,63644939,0.0080450241757329,0.290983606557377,122,0.429163815784379,0.465947906570736,0.00816211179800379
PstI.TP163375,2,71379619,0.00838619428719179,0.0573770491803278,122,0.429163815784379,0.46554633960548,-0.0248313838788481
PstI.TP762971,11,    5268,0.0087474648233834,0.0901639344262295,122,0.429163815784379,0.46513921414502,0.0168241098109303
NsiI.TP436966,3,  208286,0.00877529757385604,0.0983606557377049,122,0.429163815784379,0.465108577126196,0.014273729922258
NsiI.TP351136,2,61077854,0.00896123946150762,0.0368852459016393,122,0.429163815784379,0.46490645733889,-0.0212862234732837
PstI.TP41452,4,57358774,0.00902462749558034,0.0614754098360656,122,0.429163815784379,0.464838549455738,-0.0138545293133293
PstI.TP576366,2,  375350,0.00933595990942083,0.0409836065573771,122,0.429163815784379,0.46451206217205,0.0209640378164667
PstI.TP9255,11,      64,0.00934976420640666,0.102459016393443,122,0.429163815784379,0.464497849263523,-0.0108772420605329
PstI.TP41440,3,59899767,0.00948887075899053,0.0737704918032787,122,0.429163815784379,0.464355831551663,-0.0155929249318202
PstI.TP1086009,9,47254131,0.00972862598236627,0.0737704918032787,122,0.429163815784379,0.464116068800301,-0.0211899649518641
PstI.TP1136661,1, 6752030,0.00975679939488933,0.0245901639344262,122,0.429163815784379,0.464088299008169,-0.0252083719125438
PstI.TP188641,3, 6088178,0.00984650405141777,0.139344262295082,122,0.429163815784379,0.464000432145464,-0.0120901245643963
NsiI.TP622507,11,   16837,0.0099709557738347,0.0942622950819673,122,0.429163815784379,0.46387990000711,-0.0187390724144679
NsiI.TP533643,3,  471619,0.0100241406898768,0.0737704918032787,122,0.429163815784379,0.463828866942309,0.0263326162793833
NsiI.TP66114,9,57265279,0.0106675673699483,0.069672131147541,122,0.429163815784379,0.463232895278228,0.0154483808912968
PstI.TP807327,11,    5594,0.0108082696300609,0.0286885245901639,122,0.429163815784379,0.463107562987915,0.0261250710090005
PstI.TP337951,4,40615943,0.0108709800286336,0.336065573770492,122,0.429163815784379,0.463052249460014,0.0102428457027048
PstI.TP1000873,7,57426488,0.0113509162969689,0.0532786885245902,122,0.429163815784379,0.462639620943422,-0.0177966735039936
PstI.TP661482,4,64403950,0.0116872109933298,0.0163934426229508,122,0.429163815784379,0.462361182102357,0.0380848850272335
PstI.TP585913,8,55579533,0.0120425689098642,0.151639344262295,122,0.429163815784379,0.462075893575582,-0.0115219506768891
PstI.TP912712,2,58773993,0.0124161299311491,0.0368852459016393,122,0.429163815784379,0.461785305331962,-0.0216142870305591
PstI.TP897375,11,    6255,0.0132872725595228,0.0614754098360656,122,0.429163815784379,0.461141648239468,-0.0146390773636839
PstI.TP788586,6,57442567,0.0135767242796215,0.336065573770492,122,0.429163815784379,0.460937492949655,0.0121856045623992
PstI.TP570804,4, 4364673,0.0139633649486241,0.344262295081967,122,0.429163815784379,0.460671768657306,0.0117802966405353
PstI.TP1005240,7,57259216,0.0139672359466767,0.25,122,0.429163815784379,0.460669147286759,-0.00924087477663012
NsiI.TP179941,8,55948810,0.0141077763855787,0.0491803278688525,122,0.429163815784379,0.460574486230329,-0.0179867677566677
PstI.TP856852,1, 1153760,0.0153965064144314,0.188524590163934,122,0.429163815784379,0.459749806294308,-0.01389192445741
