SNP,Chromosome,Position,P.value,effect,maf,nobs
PstI.TP820348,1,64116607,0.00102733529942767,NA,0.0163934426229508,122
PstI.TP720017,11,4972,0.00105325548242142,NA,0.0655737704918032,122
PstI.TP360841,2,2832783,0.00111813900443049,NA,0.39344262295082,122
NsiI.TP436966,3,208286,0.0012573744871109,NA,0.0983606557377049,122
PstI.TP935651,4,66370793,0.00227132667122179,NA,0.19672131147541,122
PstI.TP1100905,3,73743770,0.00267268593866361,NA,0.0737704918032787,122
PstI.TP532669,4,3498516,0.00356368753101663,NA,0.491803278688525,122
NsiI.TP533643,3,471619,0.00369252317213941,NA,0.0737704918032787,122
NsiI.TP66747,11,9923,0.00381173584115488,NA,0.0409836065573771,122
NsiI.TP529124,3,63127607,0.00441294564440376,NA,0.131147540983607,122
PstI.TP457393,1,60097068,0.00452351524739739,NA,0.233606557377049,122
PstI.TP325958,3,54129415,0.00468672441846142,NA,0.327868852459016,122
PstI.TP1086009,9,47254131,0.00471446501171154,NA,0.0737704918032787,122
PstI.TP288641,1,27158173,0.00532623638733537,NA,0.0532786885245902,122
NsiI.TP179941,8,55948810,0.00755036250446628,NA,0.0491803278688525,122
PstI.TP568461,3,74315454,0.00853666815433725,NA,0.0245901639344263,122
PstI.TP569914,5,1262747,0.00873458670220545,NA,0.290983606557377,122
PstI.TP308053,1,8330660,0.00873757420455639,NA,0.10655737704918,122
PstI.TP1107519,9,3315165,0.00895700951549323,NA,0.0450819672131147,122
PstI.TP809778,10,8543510,0.00902371738165241,NA,0.0327868852459016,122
PstI.TP1124649,11,7892,0.00939414152217399,NA,0.0778688524590164,122
NsiI.TP550633,11,15924,0.0102280229962082,NA,0.0245901639344263,122
PstI.TP1268585,1,2988383,0.0102674862351047,NA,0.364754098360656,122
PstI.TP982139,4,41445278,0.0111098598807491,NA,0.0983606557377049,122
PstI.TP269566,3,63644939,0.0111719828645473,NA,0.290983606557377,122
PstI.TP85647,10,60886778,0.0116091744256337,NA,0.0532786885245902,122
PstI.TP535893,1,73975816,0.0120248382816713,NA,0.0450819672131147,122
PstI.TP576366,2,375350,0.0126259039157771,NA,0.0409836065573771,122
PstI.TP94114,1,68081418,0.012771639200838,NA,0.0532786885245902,122
PstI.TP762971,11,5268,0.0144372835387977,NA,0.0901639344262295,122
PstI.TP532426,7,64966356,0.0148108954792215,NA,0.487704918032787,122
PstI.TP374544,3,63699323,0.0149756316784271,NA,0.0204918032786885,122
PstI.TP719659,10,54993631,0.0155911837241033,NA,0.405737704918033,122
PstI.TP504809,4,5155593,0.0156282594729009,NA,0.401639344262295,122
PstI.TP318872,4,54744673,0.0160950809961145,NA,0.483606557377049,122
PstI.TP383705,9,46040507,0.0162247221861897,NA,0.0286885245901639,122
PstI.TP530837,1,65836675,0.016841397040948,NA,0.10655737704918,122
NsiI.TP388907,2,71256645,0.0171494232780682,NA,0.262295081967213,122
PstI.TP118856,3,37389858,0.0180458541696112,NA,0.0163934426229508,122
PstI.TP850689,6,49449385,0.0181615871789833,NA,0.0245901639344262,122
PstI.TP704666,4,61217735,0.019097985552906,NA,0.0204918032786885,122
PstI.TP643379,3,5147929,0.0195601170145767,NA,0.0737704918032787,122
NsiI.TP457503,11,14566,0.019985090748433,NA,0.040983606557377,122
PstI.TP41440,3,59899767,0.020254632976309,NA,0.0737704918032787,122
PstI.TP724939,3,66915295,0.020964744971418,NA,0.0655737704918032,122
PstI.TP1199997,1,3471828,0.02146568811594,NA,0.0245901639344262,122
PstI.TP459896,11,3510,0.0222031584262088,NA,0.0860655737704918,122
PstI.TP437672,11,3353,0.0224097099752581,NA,0.069672131147541,122
PstI.TP352846,1,71717994,0.0226775327786392,NA,0.266393442622951,122
PstI.TP527171,11,3934,0.0229390732173579,NA,0.0163934426229508,122
