"","SNP","Chromosome","Position","P.value","maf","nobs","Rsquare.of.Model.without.SNP","Rsquare.of.Model.with.SNP","FDR_Adjusted_P.values","effect","filename"
"20432","NsiI.TP267424",2,445451,5.18701673516912e-07,0.0305532570234134,114,NA,NA,0.0187189059938783,NA,"GAPIT.SUPER.CmDW_g.GWAS.Results.csv"
"127","PstI.TP1294494",1,1663938,0.000356655462545415,0.286428362637733,114,NA,NA,0.0439282673458666,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"432","PstI.TP920636",1,4777048,1.23389028476988e-06,0.0557127005589715,114,NA,NA,0.00050032171457051,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"526","PstI.TP716030",1,5777867,1.59821399044575e-05,0.0485200785962219,114,NA,NA,0.00345367344234769,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"578","PstI.TP850835",1,6117705,1.46832087278134e-05,0.107843137254902,114,NA,NA,0.00327091133684772,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"678","PstI.TP485051",1,7260226,8.06436113824974e-07,0.169934640522876,114,NA,NA,0.000398666664050899,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"701","NsiI.TP182523",1,7448300,1.21288362211695e-06,0.265418582903243,114,NA,NA,0.00050032171457051,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"757","NsiI.TP681203",1,8181678,9.88192188074663e-07,0.0529834565818746,114,NA,NA,0.000447067655108907,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"767","PstI.TP1246915",1,8333935,0.000264743964206093,0.0338523049847299,114,NA,NA,0.0352549084142786,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"821","NsiI.TP370563",1,9097286,9.17097446094112e-06,0.0332473085412621,114,NA,NA,0.00230787769685932,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"888","SSk40ctg20422_195",1,9699984,4.05960932389896e-06,0.0522875816993464,114,NA,NA,0.00122175904076972,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"911","NsiI.TP303399",1,9939496,0.000229916981502394,0.342430898591018,114,NA,NA,0.0314450977641843,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"962","NsiI.TP676929",1,10800684,2.1492554571927e-06,0.0337346474912965,114,NA,NA,0.000745791643645868,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"1077","PstI.TP308387",1,12249163,1.32864373239855e-07,0.0293013235761055,114,NA,NA,0.000143247322608168,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"1096","NsiI.TP162883",1,12569712,0.000280146579165502,0.0888211705761364,114,NA,NA,0.0366301802497269,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"1142","PstI.TP1284224",1,13151334,1.02052564047058e-05,0.0431085133468403,114,NA,NA,0.00244207484827231,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"1147","PstI.TP726878",1,13263594,7.23981175275709e-06,0.0424836601307189,114,NA,NA,0.00194977855622013,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"1159","NsiI.TP146220",1,13426299,6.85908853927551e-06,0.0323103766098741,114,NA,NA,0.00187523323640435,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"1393","NsiI.TP694874",1,18437145,8.42004052941641e-07,0.0301827998062828,114,NA,NA,0.000410624895439972,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"1529","PstI.TP31166",1,21535414,2.05089278601283e-06,0.0337617546466333,114,NA,NA,0.000725613910408148,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"1820","PstI.TP486350",1,53986066,0.000213061806716062,0.0368573526331736,114,NA,NA,0.0295729787721894,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"1924","NsiI.TP521487",1,56983060,9.36348106659766e-06,0.0358567466455009,114,NA,NA,0.00230787769685932,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"1980","NsiI.TP489836",1,57849492,1.1417226394493e-05,0.0622036886458337,114,NA,NA,0.00265822494273847,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"2129","NsiI.TP370868",1,60850564,5.79113770923773e-05,0.0695379313471299,114,NA,NA,0.00985804611561184,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"2238","PstI.TP332665",1,62857264,9.06042313358867e-07,0.0294117647058824,114,NA,NA,0.000424639675383049,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"2296","PstI.TP528403",1,64043429,0.000301592870929415,0.0305491111185223,114,NA,NA,0.0391506601658299,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"2556","NsiI.TP172212",1,67605060,4.06259933751845e-06,0.303087400705283,114,NA,NA,0.00122175904076972,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"2729","PstI.TP1026778",1,69284392,1.44536218706953e-05,0.0532026793629449,114,NA,NA,0.00323976587620902,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"2740","NsiI.TP444157",1,69418722,0.00014350061020218,0.291815075547962,114,NA,NA,0.0215557067128769,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"2814","PstI.TP395640",1,70357867,0.000363920698584105,0.0424836601307189,114,NA,NA,0.0443688181435919,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"2986","PstI.TP1212724",1,72123046,7.76290626551945e-09,0.0768461384592277,114,NA,NA,5.60295522620132e-05,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"3128","PstI.TP354576",1,73254845,6.47301861967428e-07,0.0465763614036903,114,NA,NA,0.000343526905804126,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"3163","NsiI.TP222046",1,73576744,2.05904196447612e-05,0.111299231255401,114,NA,NA,0.00419811900644148,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"3190","PstI.TP735774",1,73800485,0.000273730253414098,0.0356757589836622,114,NA,NA,0.0360686442744613,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"3297","NsiI.TP465791",1,74820948,1.88217141475253e-06,0.130657542060579,114,NA,NA,0.000686099010258479,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"3378","NsiI.TP426452",1,75617475,2.6615096672374e-08,0.0431856524257082,114,NA,NA,8.59051211673388e-05,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"3425","PstI.TP373008",1,76115111,9.34266706564814e-08,0.0196078431372549,114,NA,NA,0.000117588049430516,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"3659","PstI.TP1027179",1,78340749,0.000326974666377884,0.0264503182089573,114,NA,NA,0.041106909975098,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"3681","NsiI.TP429188",1,78510261,0.000154594712755982,0.405075410196549,114,NA,NA,0.0227714856895424,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"3774","PstI.TP138600",1,79203439,5.77436352972801e-05,0.0568673077142077,114,NA,NA,0.00985804611561184,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"3943","NsiI.TP525011",10,450727,8.85815248787042e-05,0.241465380140867,114,NA,NA,0.0141448233177995,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"4073","NsiI.TP207262",10,2214360,0.000275375922591149,0.197832576186411,114,NA,NA,0.0361373319798887,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"4151","PstI.TP977650",10,3236503,1.05694565758573e-06,0.0508533923224965,114,NA,NA,0.000470901912233997,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"4228","PstI.TP1294713",10,4269426,0.000242812343561415,0.177713985717727,114,NA,NA,0.0328187709904283,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"4464","PstI.TP429801",10,8035175,2.61628181370753e-05,0.0767706320280622,114,NA,NA,0.00507614935984287,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"4588","PstI.TP77980",10,10346907,0.000174936910627401,0.35286566250646,114,NA,NA,0.0249530562479116,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"4593","PstI.TP683701",10,10614565,0.000144311720486873,0.356408530263806,114,NA,NA,0.0215557067128769,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"4712","PstI.TP1160897",10,17579080,3.61177618805859e-05,0.152202716603307,114,NA,NA,0.00665009076911522,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"4776","PstI.TP886120",10,27922100,0.00037150149934681,0.0402075162000487,114,NA,NA,0.0449951194380648,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"5074","NsiI.TP423891",10,51417287,1.56089760191734e-05,0.0611187594992073,114,NA,NA,0.00341391955502988,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"5098","PstI.TP260371",10,52056932,1.69504383410156e-05,0.33770202360249,114,NA,NA,0.00364111558839626,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"5208","NsiI.TP561668",10,53807106,9.14306863854351e-06,0.0564799713110588,114,NA,NA,0.00230787769685932,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"5243","PstI.TP891669",10,54262693,1.89856537918142e-07,0.0370022444667581,114,NA,NA,0.000159338203264882,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"5422","PstI.TP740299",10,56585445,0.000115983243178296,0.0417051349029711,114,NA,NA,0.0180413934474929,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"5680","PstI.TP311752",10,59788353,9.08730912689801e-05,0.0406261971460294,114,NA,NA,0.014446819901828,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"5989","PstI.TP30419",11,232,4.98097398662609e-07,0.070682317649456,114,NA,NA,0.00029467768726125,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"6112","PstI.TP45703",11,389,0.00031041753665206,0.0662165163462349,114,NA,NA,0.0395842687727898,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"6263","PstI.TP69599",11,579,3.81385515287106e-05,0.0500722327774504,114,NA,NA,0.0069163017465734,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"6472","PstI.TP103499",11,844,0.000193676589185621,0.295349726626175,114,NA,NA,0.0270907005834522,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"6718","PstI.TP139250",11,1151,5.07441072343938e-07,0.0765492376525633,114,NA,NA,0.000295363442237871,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"6736","PstI.TP140756",11,1171,1.064434919189e-05,0.258108131560138,114,NA,NA,0.0024943719067333,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"6759","PstI.TP143038",11,1201,2.49551709496396e-05,0.0463291170514543,114,NA,NA,0.004868011941787,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"6976","PstI.TP181252",11,1488,0.000252224406603828,0.293854085478812,114,NA,NA,0.0338374512472823,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"7052","PstI.TP192620",11,1575,6.11638503398275e-07,0.171574713106774,114,NA,NA,0.000334436519858135,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"7247","PstI.TP221463",11,1817,0.000156716794189263,0.122920897813132,114,NA,NA,0.0229902262955371,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"7314","PstI.TP230626",11,1904,1.31240570481935e-06,0.0382116861461996,114,NA,NA,0.000520462605225504,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"7330","PstI.TP234053",11,1921,9.74631058615964e-05,0.42541359912781,114,NA,NA,0.0154265287909355,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
