"","SNP","Chromosome","Position","P.value","maf","nobs","Rsquare.of.Model.without.SNP","Rsquare.of.Model.with.SNP","FDR_Adjusted_P.values","effect","filename"
"30","NsiI.TP755662",1,447763,1.40188726687459e-06,0.0208355938739913,124,0.421166390409897,0.542396643237216,0.000554347091522499,0.0433200088367921,"GAPIT.MLM.GS.GWAS.Results.csv"
"92","PstI.TP919568",1,1369588,0.00016427702148703,0.0184682808957239,124,0.421166390409897,0.492346483252448,0.019655077575661,0.000518959990851282,"GAPIT.MLM.GS.GWAS.Results.csv"
"486","NsiI.TP433049",1,6132851,0.000253099268274988,0.095562988771493,124,0.421166390409897,0.488048382296337,0.0249526556042935,-0.259484766577464,"GAPIT.MLM.GS.GWAS.Results.csv"
"499","PstI.TP1242505",1,6406612,0.000207820742656467,0.100999374107133,124,0.421166390409897,0.490003133665618,0.0226272705565056,0.0162332174389122,"GAPIT.MLM.GS.GWAS.Results.csv"
"522","PstI.TP780576",1,6680636,5.27288815898317e-07,0.0183369185864505,124,0.421166390409897,0.553257087904968,0.000291210016457766,-5.51556182905961,"GAPIT.MLM.GS.GWAS.Results.csv"
"656","PstI.TP944743",1,8504253,1.00448986127582e-06,0.495231435975434,124,0.421166390409897,0.546076766139507,0.000457495614705297,-0.100594812968453,"GAPIT.MLM.GS.GWAS.Results.csv"
"726","NsiI.TP793729",1,9458454,3.84681459854615e-07,0.0877481439645665,124,0.421166390409897,0.556801516859659,0.000222124799226658,-0.0864298353411359,"GAPIT.MLM.GS.GWAS.Results.csv"
"729","PstI.TP974726",1,9504539,0.000260062634014136,0.0766129032258065,124,0.421166390409897,0.487779919615206,0.0254067836740638,0.0833311778126635,"GAPIT.MLM.GS.GWAS.Results.csv"
"1020","PstI.TP308922",1,14021607,7.47882507515189e-07,0.0607507956390978,124,0.421166390409897,0.549352638217054,0.000372065794546441,0.0699513109208493,"GAPIT.MLM.GS.GWAS.Results.csv"
"1038","PstI.TP220389",1,14347637,2.0893944367208e-08,0.043044464246338,124,0.421166390409897,0.590519092917422,2.70258991600963e-05,0.00412126246860245,"GAPIT.MLM.GS.GWAS.Results.csv"
"1183","NsiI.TP684609",1,18211048,9.46009196800538e-08,0.0527581376295513,124,0.421166390409897,0.572818132525099,9.55971856154343e-05,0.0507768965501175,"GAPIT.MLM.GS.GWAS.Results.csv"
"1275","PstI.TP119299",1,20256212,9.40863324902129e-05,0.118738348358232,124,0.421166390409897,0.497950852308637,0.0126769572239001,0.0442761305646088,"GAPIT.MLM.GS.GWAS.Results.csv"
"1300","PstI.TP432432",1,21126724,3.83137608049907e-07,0.0871603113344627,124,0.421166390409897,0.556846851207623,0.000222124799226658,-0.0452984567433801,"GAPIT.MLM.GS.GWAS.Results.csv"
"1308","NsiI.TP367135",1,21509838,0.000314647576693981,0.0621635888044199,124,0.421166390409897,0.485900082621074,0.0293333252645598,0.0260030848579124,"GAPIT.MLM.GS.GWAS.Results.csv"
"1429","NsiI.TP360136",1,26093175,0.000162119070753964,0.0227332246337362,124,0.421166390409897,0.492478643371419,0.019561359667802,-0.457997441328377,"GAPIT.MLM.GS.GWAS.Results.csv"
"1435","NsiI.TP291854",1,26319231,0.000185925333988261,0.0274185241637556,124,0.421166390409897,0.491111152278886,0.0208231303745381,0.0397040783580877,"GAPIT.MLM.GS.GWAS.Results.csv"
"1601","NsiI.TP808101",1,55581036,0.000630920409398081,0.0754420662107804,124,0.421166390409897,0.47910846524491,0.0470093854348058,-0.113630164051106,"GAPIT.MLM.GS.GWAS.Results.csv"
"1765","NsiI.TP170158",1,59168840,0.000440240857386453,0.0784445429568212,124,0.421166390409897,0.482606967647743,0.0369768015722226,0.577775222948365,"GAPIT.MLM.GS.GWAS.Results.csv"
"1874","NsiI.TP20339",1,61641800,0.000393985708382102,0.105978770467221,124,0.421166390409897,0.483692425914844,0.0342481608923442,-0.030743270993963,"GAPIT.MLM.GS.GWAS.Results.csv"
"1907","PstI.TP855562",1,62407408,3.26219054097872e-09,0.0131870143555082,124,0.421166390409897,0.612942912941935,5.86052530686828e-06,0.00908919259271716,"GAPIT.MLM.GS.GWAS.Results.csv"
