"","SNP","Chromosome","Position","P.value","maf","nobs","Rsquare.of.Model.without.SNP","Rsquare.of.Model.with.SNP","FDR_Adjusted_P.values","effect","filename"
"539","PstI.TP751807",1,5899520,1.04629734296144e-05,0.0556324984247754,124,0.518519077544681,0.601307086171649,0.00914213021215439,-0.540908991953424,"GAPIT.CMLM.GS.GWAS.Results.csv"
"883","PstI.TP1286999",1,9623485,7.25897459344639e-09,0.0207155029809305,124,0.518519077544681,0.669933023153932,8.73206250427645e-05,1.59995255259599,"GAPIT.CMLM.GS.GWAS.Results.csv"
"1641","NsiI.TP442212",1,25199008,1.65521592038455e-05,0.0708084697865884,124,0.518519077544681,0.597285815597718,0.0117124376734976,-0.560025038703235,"GAPIT.CMLM.GS.GWAS.Results.csv"
"1747","PstI.TP20869",1,39514067,2.18447485256377e-05,0.0234155456522303,124,0.518519077544681,0.594871335976485,0.0145987645332076,1.25179871951425,"GAPIT.CMLM.GS.GWAS.Results.csv"
"1903","NsiI.TP195507",1,56731722,8.43672521509386e-05,0.01719089958993,124,0.518519077544681,0.583308035061049,0.0354000987638241,0.956988044386532,"GAPIT.CMLM.GS.GWAS.Results.csv"
"2391","NsiI.TP545512",1,65564544,7.08372611249282e-07,0.0241691252366669,124,0.518519077544681,0.62564896660558,0.00170425005298427,1.01012314869682,"GAPIT.CMLM.GS.GWAS.Results.csv"
"2668","PstI.TP985998",1,68708312,2.87674055276268e-05,0.0459080512744617,124,0.518519077544681,0.592489095918074,0.0182133005382631,0.999578037165804,"GAPIT.CMLM.GS.GWAS.Results.csv"
"3085","PstI.TP735061",1,72976269,6.53004416819139e-06,0.23770539046379,124,0.518519077544681,0.605478427677456,0.00636908740382948,0.438163697912746,"GAPIT.CMLM.GS.GWAS.Results.csv"
"3126","PstI.TP827589",1,73240480,0.000109207075374997,0.0329371914923479,124,0.518519077544681,0.581137143156202,0.0394106493613288,0.538052041802818,"GAPIT.CMLM.GS.GWAS.Results.csv"
"4088","PstI.TP5324",10,2342904,3.75742481322509e-05,0.0504861242790666,124,0.518519077544681,0.590190728506525,0.0205451434332829,-0.0788058215119433,"GAPIT.CMLM.GS.GWAS.Results.csv"
"4127","NsiI.TP249293",10,3006315,1.0639810156021e-05,0.0556822519176837,124,0.518519077544681,0.60115950143509,0.00914213021215439,0.0274944671321431,"GAPIT.CMLM.GS.GWAS.Results.csv"
"4307","PstI.TP1185402",10,5448657,0.000140398684197081,0.0202553288635568,124,0.518519077544681,0.579035482015309,0.0448381213743741,-0.00938436737326873,"GAPIT.CMLM.GS.GWAS.Results.csv"
"4795","NsiI.TP698768",10,41665601,6.00084245373816e-06,0.0283631447884835,124,0.518519077544681,0.606230312013771,0.00601551117973618,0.0484712445153907,"GAPIT.CMLM.GS.GWAS.Results.csv"
"4820","PstI.TP1133587",10,42973263,1.83062375863636e-09,0.058171140934787,124,0.518519077544681,0.683968508926634,3.30317751008344e-05,0.0967800377951587,"GAPIT.CMLM.GS.GWAS.Results.csv"
"4984","PstI.TP753228",10,47979677,1.62176138394443e-06,0.0688036076612671,124,0.518519077544681,0.61802793962527,0.00266027840108121,-0.0234998592942262,"GAPIT.CMLM.GS.GWAS.Results.csv"
"5500","PstI.TP914537",10,57752412,1.10012700556836e-06,0.0675956287517027,124,0.518519077544681,0.621583985007686,0.00202852920401073,0.00445284331658832,"GAPIT.CMLM.GS.GWAS.Results.csv"
"5588","PstI.TP925206",10,58730377,2.85315572028093e-06,0.0164894403877317,124,0.518519077544681,0.612897944734561,0.0035505063321896,0.172894646611511,"GAPIT.CMLM.GS.GWAS.Results.csv"
"5593","NsiI.TP511109",10,58780153,8.45737737069537e-05,0.0873448351272479,124,0.518519077544681,0.583287410940151,0.0354000987638241,0.02749317409938,"GAPIT.CMLM.GS.GWAS.Results.csv"
"5740","PstI.TP320330",10,60557051,8.63225640439071e-05,0.0243843709989473,124,0.518519077544681,0.583114804404558,0.0354000987638241,0.102206504348643,"GAPIT.CMLM.GS.GWAS.Results.csv"
"6131","PstI.TP48643",11,411,8.098220922347e-07,0.0425839004461818,124,0.518519077544681,0.624409502431071,0.00171257290743166,0.143120565497624,"GAPIT.CMLM.GS.GWAS.Results.csv"
"6359","PstI.TP83978",11,701,2.71847172796954e-06,0.0175758867088575,124,0.518519077544681,0.613334914754983,0.00350372170424874,-0.0534581389927539,"GAPIT.CMLM.GS.GWAS.Results.csv"
"6934","PstI.TP175236",11,1438,0.000165902923806122,0.0203711361581155,124,0.518519077544681,0.577645697840087,0.0498128002029246,0.0144515554092081,"GAPIT.CMLM.GS.GWAS.Results.csv"
"7193","PstI.TP214637",11,1753,0.000131933301462567,0.103173893248424,124,0.518519077544681,0.579554616023333,0.0429039651323286,-0.2356174250421,"GAPIT.CMLM.GS.GWAS.Results.csv"
"7260","PstI.TP223261",11,1831,4.73925228524131e-05,0.0972670350904035,124,0.518519077544681,0.588203306612212,0.0244328766385412,0.0423087319839184,"GAPIT.CMLM.GS.GWAS.Results.csv"
"7507","PstI.TP265163",11,2153,0.000130056110584501,0.0251584147520709,124,0.518519077544681,0.579674343519709,0.0429039651323286,0.0217525444010841,"GAPIT.CMLM.GS.GWAS.Results.csv"
"7647","PstI.TP293832",11,2331,1.44976492445972e-05,0.150729066132499,124,0.518519077544681,0.598443944750024,0.0111047421904942,-0.00704305132839139,"GAPIT.CMLM.GS.GWAS.Results.csv"
"7836","PstI.TP324057",11,2570,2.36330940057849e-06,0.0652106291310473,124,0.518519077544681,0.614602367833514,0.00328027344800294,0.0603422498713254,"GAPIT.CMLM.GS.GWAS.Results.csv"
"8079","PstI.TP364192",11,2876,2.79310138860914e-05,0.0347427395048548,124,0.518519077544681,0.592743786892948,0.0179995433771655,0.29500066576615,"GAPIT.CMLM.GS.GWAS.Results.csv"
"8648","PstI.TP471886",11,3583,1.29003733426762e-05,0.0930918865772764,124,0.518519077544681,0.599466555508109,0.0105806516634204,0.122295237618972,"GAPIT.CMLM.GS.GWAS.Results.csv"
"8876","PstI.TP511311",11,3855,1.40491625768423e-05,0.0253766639636699,124,0.518519077544681,0.59871899630283,0.0111047421904942,0.023977422661934,"GAPIT.CMLM.GS.GWAS.Results.csv"
"8950","PstI.TP530069",11,3952,3.44066740343489e-08,0.0292690254820777,124,0.518519077544681,0.654481900022616,0.000206944675425264,-0.272864989761193,"GAPIT.CMLM.GS.GWAS.Results.csv"
"8999","PstI.TP538260",11,4008,4.96496265538584e-06,0.0455493270474025,124,0.518519077544681,0.607920660450791,0.0051193020659304,0.103853990352218,"GAPIT.CMLM.GS.GWAS.Results.csv"
"9028","PstI.TP545718",11,4042,6.14713038578802e-05,0.0236271898737977,124,0.518519077544681,0.585988017313815,0.0299780596435565,0.019735521962931,"GAPIT.CMLM.GS.GWAS.Results.csv"
