"","SNP","Chromosome","Position","P.value","maf","nobs","Rsquare.of.Model.without.SNP","Rsquare.of.Model.with.SNP","FDR_Adjusted_P.values","effect","filename"
"539","PstI.TP751807",1,5899520,5.11244731405221e-06,0.0556324984247754,124,0.489148833330628,0.583726417029614,0.00439280949213133,-0.583222347961308,"GAPIT.CMLM.GS.GWAS.Results.csv"
"883","PstI.TP1286999",1,9623485,1.63150056356051e-08,0.0207155029809305,124,0.489148833330628,0.641210591098225,0.000147193980844429,1.54305287093169,"GAPIT.CMLM.GS.GWAS.Results.csv"
"1641","NsiI.TP442212",1,25199008,8.51563919281741e-06,0.0708084697865884,124,0.489148833330628,0.578915205694385,0.00640234139979989,-0.59367390197365,"GAPIT.CMLM.GS.GWAS.Results.csv"
"1747","PstI.TP20869",1,39514067,6.35727124171943e-05,0.0234155456522303,124,0.489148833330628,0.560430563092972,0.0249370874533881,1.19481810256842,"GAPIT.CMLM.GS.GWAS.Results.csv"
"1856","NsiI.TP45485",1,55585048,0.00017598768313364,0.0527088870080966,124,0.489148833330628,0.551362180618632,0.0456909604958762,-0.541457860894861,"GAPIT.CMLM.GS.GWAS.Results.csv"
"2391","NsiI.TP545512",1,65564544,2.51860030486998e-07,0.0241691252366669,124,0.489148833330628,0.613084121613717,0.000639194903872675,1.13954029468048,"GAPIT.CMLM.GS.GWAS.Results.csv"
"2668","PstI.TP985998",1,68708312,5.08003119385218e-05,0.0459080512744617,124,0.489148833330628,0.562455051677448,0.0208327461049702,0.994672536305981,"GAPIT.CMLM.GS.GWAS.Results.csv"
"2915","PstI.TP588686",1,71389933,2.42261438355153e-05,0.116935483870968,124,0.489148833330628,0.569206850652539,0.0126706243295084,-0.535669554766951,"GAPIT.CMLM.GS.GWAS.Results.csv"
"3085","PstI.TP735061",1,72976269,2.08796057476657e-06,0.23770539046379,124,0.489148833330628,0.592285993987375,0.00228478768176129,0.503622407372148,"GAPIT.CMLM.GS.GWAS.Results.csv"
"3126","PstI.TP827589",1,73240480,7.69668172426014e-05,0.0329371914923479,124,0.489148833330628,0.558712411153793,0.0280563484914242,0.573591010835242,"GAPIT.CMLM.GS.GWAS.Results.csv"
"3476","NsiI.TP385607",1,76681155,0.000169330271890403,0.0645161290322581,124,0.489148833330628,0.55170190476655,0.0446043127881814,-0.422310413329498,"GAPIT.CMLM.GS.GWAS.Results.csv"
"4088","PstI.TP5324",10,2342904,7.11919142115375e-05,0.0504861242790666,124,0.489148833330628,0.559412472388689,0.0270439347375365,-0.079662114113831,"GAPIT.CMLM.GS.GWAS.Results.csv"
"4127","NsiI.TP249293",10,3006315,1.02625044340229e-05,0.0556822519176837,124,0.489148833330628,0.577167705861832,0.00712217807721189,0.0307358405945881,"GAPIT.CMLM.GS.GWAS.Results.csv"
"4475","PstI.TP1081624",10,8144011,2.17256627679719e-05,0.136414296957173,124,0.489148833330628,0.570208899386245,0.0117020256413518,-0.378087630000454,"GAPIT.CMLM.GS.GWAS.Results.csv"
"4795","NsiI.TP698768",10,41665601,2.58339218948147e-06,0.0283631447884835,124,0.489148833330628,0.590237537475517,0.00266369878097164,0.0488025078109736,"GAPIT.CMLM.GS.GWAS.Results.csv"
"4817","PstI.TP702993",10,42907827,0.000199454384916254,0.0257141054210053,124,0.489148833330628,0.550261518441807,0.0495963493743282,-0.00197902919809433,"GAPIT.CMLM.GS.GWAS.Results.csv"
"4820","PstI.TP1133587",10,42973263,4.50839145554418e-10,0.058171140934787,124,0.489148833330628,0.680208221105698,1.62698830847678e-05,0.104146703180545,"GAPIT.CMLM.GS.GWAS.Results.csv"
"4984","PstI.TP753228",10,47979677,1.12182713513492e-06,0.0688036076612671,124,0.489148833330628,0.59831012432297,0.00161937990610996,-0.0326210644937918,"GAPIT.CMLM.GS.GWAS.Results.csv"
"5500","PstI.TP914537",10,57752412,6.8264024332061e-07,0.0675956287517027,124,0.489148833330628,0.603177762381752,0.00111977823186155,0.0144914183028174,"GAPIT.CMLM.GS.GWAS.Results.csv"
"5588","PstI.TP925206",10,58730377,5.07820132144272e-07,0.0164894403877317,124,0.489148833330628,0.606098089659997,0.00101812294049014,0.174738688365395,"GAPIT.CMLM.GS.GWAS.Results.csv"
"5593","NsiI.TP511109",10,58780153,2.56857509599717e-05,0.0873448351272479,124,0.489148833330628,0.568669630504897,0.0128742691756036,0.00936367095554824,"GAPIT.CMLM.GS.GWAS.Results.csv"
"5740","PstI.TP320330",10,60557051,0.000113131614974691,0.0243843709989473,124,0.489148833330628,0.555272484151533,0.0352757093539384,0.122295570605348,"GAPIT.CMLM.GS.GWAS.Results.csv"
"6131","PstI.TP48643",11,411,1.68289170675901e-07,0.0425839004461818,124,0.489148833330628,0.617141428018345,0.00052785783155,0.141901894016521,"GAPIT.CMLM.GS.GWAS.Results.csv"
"6359","PstI.TP83978",11,701,6.74430109448639e-07,0.0175758867088575,124,0.489148833330628,0.603296891398224,0.00111977823186155,-0.0679457317630693,"GAPIT.CMLM.GS.GWAS.Results.csv"
"6444","PstI.TP98016",11,807,0.000200650271798158,0.015923006544941,124,0.489148833330628,0.550209032112441,0.0495963493743282,-0.0338423117499191,"GAPIT.CMLM.GS.GWAS.Results.csv"
"6643","PstI.TP125880",11,1053,0.000113814820395135,0.0671518763138946,124,0.489148833330628,0.555218943047288,0.0352757093539384,0.338662418767509,"GAPIT.CMLM.GS.GWAS.Results.csv"
"6934","PstI.TP175236",11,1438,0.000143920121407663,0.0203711361581155,124,0.489148833330628,0.553137536363918,0.0396472468806086,0.0212923576529522,"GAPIT.CMLM.GS.GWAS.Results.csv"
"7193","PstI.TP214637",11,1753,7.2854770763525e-05,0.103173893248424,124,0.489148833330628,0.559205112018511,0.0271049790444751,-0.330067229218792,"GAPIT.CMLM.GS.GWAS.Results.csv"
"7260","PstI.TP223261",11,1831,2.78355570054921e-05,0.0972670350904035,124,0.489148833330628,0.567932600323972,0.0133937277495227,0.0462539084913032,"GAPIT.CMLM.GS.GWAS.Results.csv"
