"Trait ID","Trait name","Method","RS#","Chromosome","Marker Position (bp)","SNP effect","-log10(P)","Genotype for code 1"
"1","Trait1","mrMLM","PstI.TP506588","1","80675","-5.0387e-06","0.001","C"
"1","Trait1","mrMLM","PstI.TP863331","1","161269","-1.6762e-05","0.0034","A"
"1","Trait1","mrMLM","PstI.TP424788","1","263370","2.1677e-05","0.0044","A"
"1","Trait1","mrMLM","PstI.TP931820","1","284314","-9.4752e-06","0.0019","A"
"1","Trait1","mrMLM","NsiI.TP148773","1","285352","-3.6524e-05","0.0074","A"
"1","Trait1","mrMLM","PstI.TP1106845","1","416796","-6.4603e-06","0.0013","A"
"1","Trait1","mrMLM","PstI.TP999740","1","569491","2.5135e-05","0.0051","A"
"1","Trait1","mrMLM","NsiI.TP585976","1","829048","1.2041e-05","0.0024","C"
"1","Trait1","mrMLM","PstI.TP1152021","1","865447","2.2379e-05","0.0045","A"
"1","Trait1","mrMLM","PstI.TP716618","1","918921","0.1665","0.8613","G"
"1","Trait1","mrMLM","PstI.TP1246584","1","1015480","-0.0696","1.077","C"
"1","Trait1","mrMLM","PstI.TP354591","1","1050082","-1.0928e-06","2e-04","C"
"1","Trait1","mrMLM","PstI.TP856852","1","1153760","0.0129","0.1631","G"
"1","Trait1","mrMLM","PstI.TP775725","1","1175417","-0.1904","1.8827","A"
"1","Trait1","mrMLM","NsiI.TP72077","1","1422420","-0.0018","0.0501","A"
"1","Trait1","mrMLM","PstI.TP929619","1","1952038","8.1018e-06","0.0016","A"
"1","Trait1","mrMLM","PstI.TP417865","1","2030761","7.241e-06","0.0015","C"
"1","Trait1","mrMLM","PstI.TP885267","1","2084430","-0.0822","0.5414","A"
"1","Trait1","mrMLM","PstI.TP56795","1","2315051","-0.1402","0.5363","G"
"1","Trait1","mrMLM","PstI.TP966432","1","2596832","-8.8829e-06","0.0018","A"
"1","Trait1","mrMLM","PstI.TP441536","1","2816855","-0.0622","1.0569","C"
"1","Trait1","mrMLM","PstI.TP1085601","1","2820903","1.5733e-05","0.0032","A"
"1","Trait1","mrMLM","PstI.TP525202","1","2884119","-2.7008e-05","0.0055","A"
"1","Trait1","mrMLM","PstI.TP1268585","1","2988383","3.715e-05","0.0075","C"
"1","Trait1","mrMLM","PstI.TP59735","1","3027630","0.0057","0.0619","A"
