"SNP.N","Trait.name","Method","SNP","Chromosome","Position","P.value"
"106","HW_50","mrMLM","PstI.TP332845",3,68039381,1.674885026548e-05
"106","HW_50","mrMLM","PstI.TP1052140",6,19137861,1.00170767196787e-05
"106","HW_50","mrMLM","PstI.TP532426",7,64966356,1.38363965383641e-05
"106","HW_50","mrMLM","PstI.TP1159423",11,8140,7.66085072489902e-06
"106","HW_50","FASTmrEMMA","PstI.TP1052140",6,19137861,1.47197352897795e-05
"106","HW_50","FASTmrEMMA","PstI.TP1159423",11,8140,9.51042664157393e-05
"106","HW_50","pLARmEB","PstI.TP308053",1,8330660,4.75116376377562e-05
"106","HW_50","pLARmEB","PstI.TP541575",2,74276308,6.65273156201742e-05
"106","HW_50","pLARmEB","PstI.TP1052140",6,19137861,0.000180467914655672
"106","HW_50","pLARmEB","NsiI.TP819458",11,19172,3.69743033498097e-06
"106","HW_50","ISIS EM-BLASSO","PstI.TP332845",3,68039381,2.93021845983128e-05
"106","HW_50","FarmCPU","PstI.TP1052140",6,19137861,5.54526602752909e-07
"106","HW_50","FarmCPU","PstI.TP1159423",11,8140,1.01258180954297e-06
