"SNP.N","Trait.name","Method","SNP","Chromosome","Position","P.value"
"106","FW_1","mrMLM","PstI.TP1052140",6,19137861,7.55069625370325e-05
"106","FW_1","FASTmrEMMA","PstI.TP1159423",11,8140,1.82137763710478e-05
"106","FW_1","pLARmEB","PstI.TP476949",1,5536792,5.05591774766218e-09
"106","FW_1","pLARmEB","PstI.TP288641",1,27158173,3.48257116638654e-12
"106","FW_1","pLARmEB","PstI.TP968463",1,57418406,1.40993794935872e-13
"106","FW_1","pLARmEB","PstI.TP530837",1,65836675,4.57088189614875e-07
"106","FW_1","pLARmEB","PstI.TP352846",1,71717994,4.7522578856219e-10
"106","FW_1","pLARmEB","NsiI.TP454231",1,75616421,3.21958577579011e-13
"106","FW_1","pLARmEB","PstI.TP576366",2,375350,1.04351813272862e-14
"106","FW_1","pLARmEB","PstI.TP972096",2,3042190,7.79112191113093e-07
"106","FW_1","pLARmEB","NsiI.TP7764",2,8133534,7.64715688438834e-07
"106","FW_1","pLARmEB","PstI.TP133700",2,57163911,3.95639824004252e-09
"106","FW_1","pLARmEB","PstI.TP249296",2,57415075,5.08276464068373e-08
"106","FW_1","pLARmEB","PstI.TP738881",2,57512325,1.22123713016531e-15
"106","FW_1","pLARmEB","PstI.TP13843",2,57967122,1.27350308101666e-06
"106","FW_1","pLARmEB","PstI.TP772632",2,65920887,6.66192900223457e-16
"106","FW_1","pLARmEB","NsiI.TP436966",3,208286,3.86901131655109e-08
"106","FW_1","pLARmEB","PstI.TP246329",3,29389536,0
"106","FW_1","pLARmEB","PstI.TP908813",3,71853833,9.6560609854155e-06
"106","FW_1","pLARmEB","PstI.TP568461",3,74315454,0
"106","FW_1","pLARmEB","PstI.TP532669",4,3498516,3.2839761925048e-07
"106","FW_1","pLARmEB","PstI.TP115113",4,61331043,5.9456590329584e-11
"106","FW_1","pLARmEB","PstI.TP875866",4,64992383,9.72971232891648e-11
"106","FW_1","pLARmEB","PstI.TP166492",6,2200069,3.13184312511164e-05
"106","FW_1","pLARmEB","PstI.TP487745",6,47618306,8.82266928217718e-11
"106","FW_1","pLARmEB","PstI.TP942201",6,51864974,1.65424564505773e-14
"106","FW_1","pLARmEB","NsiI.TP579169",7,40226521,3.5424195826165e-09
"106","FW_1","pLARmEB","PstI.TP780884",7,54360893,1.22011284703193e-08
"106","FW_1","pLARmEB","PstI.TP838226",7,56380657,2.55328915153389e-15
"106","FW_1","pLARmEB","PstI.TP1254872",7,56573064,2.52173821564492e-07
"106","FW_1","pLARmEB","PstI.TP1281273",9,52305676,4.0448274538e-06
"106","FW_1","pLARmEB","NsiI.TP663012",9,52480175,9.89236198851424e-14
"106","FW_1","pLARmEB","PstI.TP1156107",10,4914081,0
"106","FW_1","pLARmEB","NsiI.TP123409",10,8686160,7.26775033810323e-05
"106","FW_1","pLARmEB","PstI.TP85647",10,60886778,0
"106","FW_1","pLARmEB","PstI.TP9218",11,63,6.1066074047883e-15
"106","FW_1","pLARmEB","PstI.TP38986",11,318,5.25049198674763e-05
"106","FW_1","pLARmEB","PstI.TP65497",11,546,1.97287695552571e-08
"106","FW_1","pLARmEB","PstI.TP527171",11,3934,0
"106","FW_1","pLARmEB","PstI.TP539015",11,4010,1.22208102232506e-09
"106","FW_1","pLARmEB","PstI.TP582448",11,4183,1.40119958494001e-12
"106","FW_1","pLARmEB","PstI.TP692748",11,4800,1.24050923004223e-09
"106","FW_1","pLARmEB","PstI.TP919648",11,6431,0
"106","FW_1","pLARmEB","PstI.TP1071296",11,7466,2.38122262327684e-07
"106","FW_1","pLARmEB","PstI.TP1141531",11,7998,3.6897759857015e-05
"106","FW_1","pLARmEB","PstI.TP1159423",11,8140,4.4411966136559e-16
"106","FW_1","pLARmEB","PstI.TP1175461",11,8280,9.20449571753172e-07
"106","FW_1","pLARmEB","NsiI.TP328982",11,12748,5.19039010197082e-11
"106","FW_1","pLARmEB","NsiI.TP560012",11,16067,0.000183569278089882
"106","FW_1","FarmCPU","NsiI.TP579169",7,40226521,1.072575806028e-06
