"SNP.N","Trait.name","Method","SNP","Chromosome","Position","P.value"
"106","GFW_50","mrMLM","PstI.TP332845",3,68039381,2.04598290175706e-05
"106","GFW_50","mrMLM","PstI.TP1052140",6,19137861,3.57448105815182e-06
"106","GFW_50","mrMLM","PstI.TP532426",7,64966356,8.72503142831139e-06
"106","GFW_50","mrMLM","PstI.TP1159423",11,8140,1.02590229179264e-05
"106","GFW_50","FASTmrEMMA","PstI.TP1159423",11,8140,0.000131673991272162
"106","GFW_50","pLARmEB","PstI.TP245404",1,79960134,0.000143846732077892
"106","GFW_50","pLARmEB","PstI.TP541575",2,74276308,3.27189983623179e-05
"106","GFW_50","pLARmEB","PstI.TP1052140",6,19137861,2.37738763733978e-05
"106","GFW_50","pLARmEB","NsiI.TP616446",9,56031936,6.34599900981287e-05
"106","GFW_50","FarmCPU","NsiI.TP481176",1,7350098,4.2559757670609e-08
"106","GFW_50","FarmCPU","PstI.TP317521",4,66042591,1.09211105757759e-06
"106","GFW_50","FarmCPU","PstI.TP1052140",6,19137861,6.7970623713561e-06
"106","GFW_50","FarmCPU","PstI.TP1100905",3,73743770,1.12853022089987e-05
