"SNP.N","Trait.name","Method","SNP","Chromosome","Position","P.value"
"106","GHW_1","mrMLM","NsiI.TP481176",1,7350098,3.48701648079168e-05
"106","GHW_1","mrMLM","PstI.TP360841",2,2832783,2.7333673344026e-05
"106","GHW_1","mrMLM","PstI.TP1052140",6,19137861,8.83753201315458e-05
"106","GHW_1","FASTmrEMMA","PstI.TP1159423",11,8140,2.34530862120027e-05
"106","GHW_1","pLARmEB","PstI.TP1031399",1,1661159,8.41201425557391e-11
"106","GHW_1","pLARmEB","PstI.TP1268585",1,2988383,0
"106","GHW_1","pLARmEB","NsiI.TP481176",1,7350098,0
"106","GHW_1","pLARmEB","PstI.TP770895",1,13263569,0
"106","GHW_1","pLARmEB","PstI.TP1126710",1,18437271,2.53104577719744e-06
"106","GHW_1","pLARmEB","NsiI.TP440927",1,20252244,0
"106","GHW_1","pLARmEB","PstI.TP288641",1,27158173,0
"106","GHW_1","pLARmEB","PstI.TP968463",1,57418406,0
"106","GHW_1","pLARmEB","NsiI.TP326794",1,58346265,1.63418040992783e-13
"106","GHW_1","pLARmEB","PstI.TP530837",1,65836675,0
"106","GHW_1","pLARmEB","NsiI.TP624683",1,68159137,0
"106","GHW_1","pLARmEB","PstI.TP901545",1,71391273,0
"106","GHW_1","pLARmEB","PstI.TP352846",1,71717994,2.10959943271119e-15
"106","GHW_1","pLARmEB","NsiI.TP499934",1,76362422,0
"106","GHW_1","pLARmEB","PstI.TP245404",1,79960134,0
"106","GHW_1","pLARmEB","PstI.TP576366",2,375350,0
"106","GHW_1","pLARmEB","PstI.TP972096",2,3042190,1.01321124241273e-11
"106","GHW_1","pLARmEB","NsiI.TP646777",2,13780108,0
"106","GHW_1","pLARmEB","PstI.TP133700",2,57163911,1.48115326414855e-13
"106","GHW_1","pLARmEB","PstI.TP249296",2,57415075,0
"106","GHW_1","pLARmEB","PstI.TP13843",2,57967122,1.31129377644093e-09
"106","GHW_1","pLARmEB","PstI.TP721827",2,58288607,0
"106","GHW_1","pLARmEB","PstI.TP548709",2,61335066,0
"106","GHW_1","pLARmEB","PstI.TP634696",2,61336578,0
"106","GHW_1","pLARmEB","PstI.TP688032",2,65120135,3.45859731510649e-10
"106","GHW_1","pLARmEB","PstI.TP772632",2,65920887,0
"106","GHW_1","pLARmEB","PstI.TP1231486",2,73904492,0
