"SNP.N","Trait.name","Method","SNP","Chromosome","Position","P.value"
"106","fprind","mrMLM","PstI.TP332845",3,68039381,1.4457926080987e-05
"106","fprind","mrMLM","PstI.TP1052140",6,19137861,1.13060785907512e-05
"106","fprind","mrMLM","PstI.TP532426",7,64966356,1.38030480558416e-05
"106","fprind","mrMLM","PstI.TP1159423",11,8140,9.91377367449851e-06
"106","fprind","FASTmrMLM","PstI.TP332845",3,68039381,7.57181509714706e-05
"106","fprind","FASTmrMLM","PstI.TP1052140",6,19137861,0.000194222705723317
"106","fprind","FASTmrEMMA","PstI.TP1052140",6,19137861,1.75670970266463e-05
"106","fprind","FASTmrEMMA","PstI.TP1159423",11,8140,0.000124968339721122
"106","fprind","ISIS EM-BLASSO","PstI.TP476949",1,5536792,9.74989637717387e-05
"106","fprind","ISIS EM-BLASSO","PstI.TP332845",3,68039381,5.34072234093761e-06
"106","fprind","ISIS EM-BLASSO","PstI.TP1052140",6,19137861,2.6079544390266e-05
"106","fprind","ISIS EM-BLASSO","PstI.TP865711",11,6040,5.29297691687475e-05
"106","fprind","FarmCPU","PstI.TP1159423",11,8140,3.0551347106045e-07
"106","fprind","FarmCPU","PstI.TP1052140",6,19137861,5.41261648679898e-07
"106","fprind","FarmCPU","PstI.TP576366",2,375350,2.52544779423138e-06
