"SNP.N","Trait.name","Method","SNP","Chromosome","Position","P.value"
"106","fprinGW","mrMLM","PstI.TP332845",3,68039381,1.32513156769784e-05
"106","fprinGW","mrMLM","PstI.TP1052140",6,19137861,8.70612703794752e-06
"106","fprinGW","mrMLM","PstI.TP532426",7,64966356,9.44948195463007e-06
"106","fprinGW","mrMLM","PstI.TP1159423",11,8140,8.45802569159631e-06
"106","fprinGW","FASTmrEMMA","PstI.TP1159423",11,8140,0.000154170045294956
"106","fprinGW","pLARmEB","PstI.TP1052140",6,19137861,1.68966263404871e-05
"106","fprinGW","pLARmEB","NsiI.TP274765",6,47625849,1.01695093511594e-05
"106","fprinGW","pLARmEB","PstI.TP1067903",9,48843269,2.71581385758833e-05
"106","fprinGW","pLARmEB","PstI.TP444076",11,3404,4.44528899122317e-05
"106","fprinGW","pLARmEB","PstI.TP1159423",11,8140,3.8618908944899e-05
"106","fprinGW","ISIS EM-BLASSO","PstI.TP332845",3,68039381,1.29359997945242e-05
