"SNP.N","Trait.name","Method","SNP","Chromosome","Position","P.value"
"106","fprinW","mrMLM","PstI.TP332845",3,68039381,1.18849401758284e-05
"106","fprinW","mrMLM","PstI.TP1052140",6,19137861,8.49069029662654e-06
"106","fprinW","mrMLM","PstI.TP532426",7,64966356,1.31747687196086e-05
"106","fprinW","mrMLM","PstI.TP1159423",11,8140,9.48370420605012e-06
"106","fprinW","FASTmrMLM","PstI.TP332845",3,68039381,6.28202991245556e-05
"106","fprinW","FASTmrMLM","PstI.TP1052140",6,19137861,0.000148559353234947
"106","fprinW","FASTmrEMMA","PstI.TP1159423",11,8140,7.61202139005718e-05
"106","fprinW","pLARmEB","PstI.TP332845",3,68039381,1.89321527577746e-05
"106","fprinW","pLARmEB","PstI.TP1052140",6,19137861,7.77678334455705e-06
"106","fprinW","pLARmEB","PstI.TP1159423",11,8140,2.60435390455169e-05
"106","fprinW","FarmCPU","NsiI.TP560012",11,16067,4.8852284655209e-09
"106","fprinW","FarmCPU","PstI.TP683907",1,4900973,1.12785124731738e-07
"106","fprinW","FarmCPU","NsiI.TP579169",7,40226521,3.42945118179717e-07
"106","fprinW","FarmCPU","PstI.TP8376",4,59384691,5.77651701533987e-07
"106","fprinW","FarmCPU","NsiI.TP426185",3,6645847,1.06196291079377e-06
"106","fprinW","FarmCPU","PstI.TP548709",2,61335066,5.46842491708975e-06
"106","fprinW","FarmCPU","PstI.TP1059365",4,3535002,1.02891368637005e-05
