SNP,Chromosome,Position ,P.value,maf,nobs,Rsquare.of.Model.without.SNP,Rsquare.of.Model.with.SNP,FDR_Adjusted_P-values,effect
PstI.TP1253448,10,49715585,7.71197224730383e-08,0.452586206896552,113,NA,NA,0.0001352829491588,NA
PstI.TP1040729,4,54844080,1.76236135440767e-07,0.237068965517241,113,NA,NA,0.0001352829491588,NA
PstI.TP890801,2,72613106,1.92254309557746e-07,0.0862068965517241,113,NA,NA,0.0001352829491588,NA
PstI.TP1071296,11,    7466,2.88091573317428e-07,0.146551724137931,113,NA,NA,0.000152040327818273,NA
PstI.TP1155086,9,50004653,5.42650033387908e-07,0.237068965517241,113,NA,NA,0.000224708615524197,NA
PstI.TP504809,4, 5155593,6.38679153550537e-07,0.40948275862069,113,NA,NA,0.000224708615524197,NA
PstI.TP457393,1,60097068,3.70865087949404e-06,0.219827586206897,113,NA,NA,0.0011184231438017,NA
PstI.TP1272828,10,59027538,5.96824309858738e-06,0.293103448275862,113,NA,NA,0.00157487014763975,NA
PstI.TP698154,11,    4823,8.31973779563465e-06,0.0646551724137931,113,NA,NA,0.0017841995433533,NA
PstI.TP9547,1, 5534818,8.75163569611037e-06,0.336206896551724,113,NA,NA,0.0017841995433533,NA
NsiI.TP689944,11,   17623,9.29710799473533e-06,0.288793103448276,113,NA,NA,0.0017841995433533,NA
PstI.TP856852,1, 1153760,1.54710951145595e-05,0.181034482758621,113,NA,NA,0.00272162348223627,NA
PstI.TP708344,1,57964831,2.220863775587e-05,0.46551724137931,113,NA,NA,0.00286680140464364,NA
PstI.TP993272,2,58286678,2.31806429194676e-05,0.469827586206897,113,NA,NA,0.00286680140464364,NA
PstI.TP745674,3,66083753,2.32675393269786e-05,0.0991379310344828,113,NA,NA,0.00286680140464364,NA
PstI.TP15637,11,     124,2.39995691588852e-05,0.413793103448276,113,NA,NA,0.00286680140464364,NA
PstI.TP834454,11,    5776,2.45569665188642e-05,0.0775862068965517,113,NA,NA,0.00286680140464364,NA
PstI.TP117081,2,45986549,2.48926037362166e-05,0.0862068965517241,113,NA,NA,0.00286680140464364,NA
PstI.TP965825,3,63530528,2.58025706718281e-05,0.0775862068965517,113,NA,NA,0.00286680140464364,NA
NsiI.TP609151,5,68282440,2.94318668142536e-05,0.0862068965517241,113,NA,NA,0.00310653354224446,NA
PstI.TP790069,2,  699673,3.21831127548239e-05,0.275862068965517,113,NA,NA,0.00323516909644921,NA
PstI.TP490779,11,    3725,3.71669738871957e-05,0.0603448275862069,113,NA,NA,0.00356634008526682,NA
NsiI.TP585976,1,  829048,4.47004854316793e-05,0.142241379310345,113,NA,NA,0.00410272716288152,NA
PstI.TP478050,3,63462498,5.18189565779128e-05,0.0560344827586207,113,NA,NA,0.00455790905566558,NA
PstI.TP413714,11,    3202,5.93454834944316e-05,0.353448275862069,113,NA,NA,0.00477675670420223,NA
PstI.TP1148558,2,62049812,6.05727859139496e-05,0.0517241379310345,113,NA,NA,0.00477675670420223,NA
PstI.TP18098,2,23769344,6.47726859637398e-05,0.0818965517241379,113,NA,NA,0.00477675670420223,NA
NsiI.TP730441,3,70813388,6.66715148485845e-05,0.0862068965517242,113,NA,NA,0.00477675670420223,NA
PstI.TP1045605,6,49825862,6.72407674061835e-05,0.297413793103448,113,NA,NA,0.00477675670420223,NA
PstI.TP31817,11,     252,6.78837996807518e-05,0.258620689655172,113,NA,NA,0.00477675670420223,NA
PstI.TP795667,8,  528900,7.21861376027499e-05,0.0775862068965517,113,NA,NA,0.00491564311223888,NA
PstI.TP938416,11,    6563,8.00256654829282e-05,0.0560344827586207,113,NA,NA,0.00527919311982692,NA
PstI.TP129649,11,    1089,9.02865400870415e-05,0.142241379310345,113,NA,NA,0.00561687796689958,NA
NsiI.TP221891,11,   11610,9.0466059154233e-05,0.487068965517241,113,NA,NA,0.00561687796689958,NA
PstI.TP806450,1, 7007771,9.60669181737027e-05,0.487068965517241,113,NA,NA,0.00565276742427373,NA
PstI.TP1227925,6,50604731,9.63996339525601e-05,0.15948275862069,113,NA,NA,0.00565276742427373,NA
PstI.TP1127198,11,    7909,0.000109608412186891,0.396551724137931,113,NA,NA,0.00594303957909103,NA
PstI.TP156491,8,62158572,0.000111293386504314,0.0905172413793104,113,NA,NA,0.00594303957909103,NA
NsiI.TP349068,3,63530177,0.000115456350474716,0.0862068965517241,113,NA,NA,0.00594303957909103,NA
PstI.TP103806,11,     849,0.000119604844151132,0.435344827586207,113,NA,NA,0.00594303957909103,NA
NsiI.TP350913,11,   12980,0.000121206817744425,0.0560344827586207,113,NA,NA,0.00594303957909103,NA
PstI.TP609001,3,50049992,0.000126888198762596,0.0732758620689655,113,NA,NA,0.00594303957909103,NA
PstI.TP807213,1,57183105,0.000127197797506552,0.0948275862068966,113,NA,NA,0.00594303957909103,NA
PstI.TP683701,10,10614565,0.000127540925593948,0.452586206896552,113,NA,NA,0.00594303957909103,NA
NsiI.TP383667,7,  419094,0.000128482798102258,0.0948275862068966,113,NA,NA,0.00594303957909103,NA
PstI.TP301119,11,    2374,0.000130477487240186,0.0732758620689655,113,NA,NA,0.00594303957909103,NA
PstI.TP469520,6,53807168,0.000132317792618322,0.163793103448276,113,NA,NA,0.00594303957909103,NA
PstI.TP1102757,3,60738907,0.000138375287137983,0.0905172413793104,113,NA,NA,0.00604003253498219,NA
PstI.TP195741,3,67699319,0.000140957651619167,0.0991379310344828,113,NA,NA,0.00604003253498219,NA
PstI.TP351473,3,62816493,0.000143060931667034,0.0732758620689655,113,NA,NA,0.00604003253498219,NA
NsiI.TP476728,3,67867988,0.00014617726823127,0.431034482758621,113,NA,NA,0.00605059241639631,NA
PstI.TP762318,2,61355207,0.00016242200101353,0.0689655172413793,113,NA,NA,0.00659370854114544,NA
PstI.TP967280,2,67346302,0.00017102188065917,0.0775862068965517,113,NA,NA,0.00681183377493413,NA
PstI.TP1248247,3,62346879,0.000176157162798201,0.0689655172413793,113,NA,NA,0.00688644019753709,NA
PstI.TP1131100,1,75760470,0.000182146017996915,0.379310344827586,113,NA,NA,0.00692881372473366,NA
PstI.TP426528,2,75226780,0.00018380557488635,0.387931034482759,113,NA,NA,0.00692881372473366,NA
PstI.TP105605,3,54845915,0.000194196433922197,0.0862068965517242,113,NA,NA,0.00719208196508346,NA
NsiI.TP555948,3,67784264,0.000223588759508466,0.0646551724137931,113,NA,NA,0.0081378598503857,NA
NsiI.TP437479,7,15545472,0.000229521203460471,0.0603448275862069,113,NA,NA,0.00821219085601788,NA
PstI.TP1201445,11,    8486,0.000237751144014921,0.426724137931034,113,NA,NA,0.00836487775025832,NA
PstI.TP398042,11,    3104,0.000257765760826851,0.375,113,NA,NA,0.00892038559189316,NA
PstI.TP459896,11,    3510,0.000277531588874068,0.0818965517241379,113,NA,NA,0.00944950296956706,NA
PstI.TP498552,11,    3782,0.000286622331616229,0.155172413793103,113,NA,NA,0.00954518596026929,NA
PstI.TP647611,4,59195320,0.000289407374302477,0.142241379310345,113,NA,NA,0.00954518596026929,NA
PstI.TP70600,9,46098921,0.00029998240874541,0.46551724137931,113,NA,NA,0.00954518596026929,NA
PstI.TP446073,7,10755390,0.000301634498483626,0.0603448275862069,113,NA,NA,0.00954518596026929,NA
