Name,Chromosome,Position,P.value,maf,effect
PstI.TP453248,1,3988,0.895327586936066,0.0785848841689776,7.6516477408127e-06
GFSSContig17137_940,1,36536,0.0185554263920744,0.0522875816993464,0.000212199846627453
PstI.TP1112203,1,63590,0.259068874232052,0.446396646729394,-3.08626409790721e-05
PstI.TP506588,1,80675,0.810723411736803,0.454910063113128,7.19539482041615e-06
PstI.TP989644,1,80828,0.144245476288037,0.0973380051171612,8.29631716839075e-05
PstI.TP312105,1,81356,0.747896436354521,0.344025241160789,-1.22549446577234e-05
PstI.TP863331,1,161269,0.547888014052194,0.280106166671024,-2.17536619119596e-05
NsiI.TP611047,1,185165,0.579617832426514,0.343332056460988,1.77881275961431e-05
NsiI.TP611046,1,185173,0.441016732416062,0.362920876357722,-2.1987759827844e-05
PstI.TP1169914,1,194807,0.976494114112253,0.440283120419251,-1.0188542717148e-06
NsiI.TP96063,1,195779,0.471815770506916,0.337966385540691,-2.44667104810597e-05
NsiI.TP521153,1,258294,0.248284712692481,0.284843040657433,-3.78821568859978e-05
PstI.TP271714,1,262844,0.394724934783807,0.248082731921141,4.13747137362377e-05
PstI.TP424788,1,263370,0.778552011424651,0.386389475836977,1.01443057582362e-05
PstI.TP811380,1,281841,0.00683094398779136,0.303650351264134,7.51627787767332e-05
PstI.TP931820,1,284314,0.352801634032098,0.152767050332588,-3.28927085930208e-05
NsiI.TP426085,1,284999,0.180515094880814,0.410201429481734,4.24650905350296e-05
NsiI.TP148773,1,285352,0.71783312211648,0.238064637855741,1.32199138282718e-05
NsiI.TP148774,1,285397,0.845527996932353,0.360032562455551,-7.65919489682955e-06
PstI.TP301730,1,298129,0.228122360574515,0.486648129442089,-4.13233223019182e-05
PstI.TP710662,1,335281,0.0675834541328979,0.0656597038638697,-0.000110715578283467
PstI.TP1043924,1,365760,0.00742304212095894,0.138040020043324,0.000106299755224794
PstI.TP1043926,1,365816,0.977819448937299,0.209482748683138,-1.12117981437651e-06
NsiI.TP414280,1,378096,0.238893019032431,0.181811266096579,3.73844564555038e-05
NsiI.TP807695,1,389941,0.404503762626092,0.159489371126316,3.34768506251868e-05
NsiI.TP687955,1,398596,0.683025172980212,0.468016230572526,-1.26928219749052e-05
PstI.TP948856,1,403321,0.311380785110745,0.472040932337234,-2.95852550655488e-05
NsiI.TP122940,1,430012,0.122467748278341,0.165447762850875,-5.61889023971241e-05
NsiI.TP703893,1,450123,0.793363358522804,0.221632673786887,8.70088450485491e-06
PstI.TP1026667,1,480929,0.667409809432104,0.488118154745073,-1.20342136290647e-05
NsiI.TP413787,1,481003,0.0587864975690844,0.171079957303948,-8.21517629968829e-05
NsiI.TP591161,1,512907,0.26367241784132,0.436085134828264,-3.17016019349748e-05
NsiI.TP260303,1,526218,0.336813567228155,0.233282963453805,3.57261960255404e-05
NsiI.TP160827,1,542721,0.678162457789307,0.128353350744706,-2.21162322878455e-05
PstI.TP425356,1,569039,0.725684483279149,0.0615379390408125,2.58088971092462e-05
PstI.TP999740,1,569491,0.614138993543757,0.386415229904582,1.66776284760458e-05
PstI.TP184304,1,572620,0.727260060524304,0.126964348061209,1.6246839181251e-05
PstI.TP1132231,1,588023,0.944331772287785,0.270307284798353,2.97916298300344e-06
PstI.TP536170,1,662254,0.521078661836024,0.237345992662631,2.28061122938683e-05
PstI.TP854736,1,683267,0.497906115382118,0.0533643308308752,4.73693349695751e-05
NsiI.TP35313,1,692280,0.529045999475774,0.268279749803546,-2.24767657990122e-05
PstI.TP83381,1,713539,0.0115034831547607,0.296567639919011,7.28932123253069e-05
PstI.TP94792,1,731905,0.0238538164568202,0.309672721776601,6.63994990029834e-05
PstI.TP968891,1,748410,0.236556044935468,0.240916045513981,4.73713160960089e-05
NsiI.TP802651,1,754114,0.227912553380966,0.13155442613899,-5.77027961694039e-05
PstI.TP1039014,1,759496,0.259504174953146,0.367928532662187,-3.52316264100475e-05
PstI.TP1248576,1,760805,0.968157667789803,0.302734045588584,-1.64889907045595e-06
NsiI.TP241552,1,773227,0.740144551969347,0.129563762987373,1.49394599918132e-05
NsiI.TP241535,1,773253,0.232125191948513,0.400059129089946,-3.53562305480514e-05
NsiI.TP282375,1,773642,0.911356571021912,0.396076492369137,-3.58476024379633e-06
NsiI.TP559422,1,781613,0.538115222731179,0.372687973889866,-1.9028921191135e-05
PstI.TP579974,1,783866,0.936038785651793,0.408154135092663,-2.75392461339949e-06
PstI.TP1090052,1,815564,0.958977642305127,0.238187395774176,-2.07630029229946e-06
PstI.TP1216290,1,817784,0.891473274893178,0.328654684119447,4.92719893162546e-06
NsiI.TP199750,1,819727,0.609231164830141,0.17360787452543,2.13639532278493e-05
NsiI.TP619705,1,820317,0.229089353909879,0.088210980778535,6.86110276628535e-05
PstI.TP537601,1,822113,0.50769637122923,0.118015374647297,-4.2209150559379e-05
NsiI.TP358960,1,864806,0.309288276385002,0.407333942947855,-3.38753555848916e-05
PstI.TP1152021,1,865447,0.112818457069971,0.436420117167654,-4.93376483405733e-05
PstI.TP139718,1,866121,0.880481202513105,0.256808658518563,5.98254341808965e-06
NsiI.TP603024,1,882892,0.604891441010125,0.378505595400774,-1.89307713589717e-05
PstI.TP2218,1,905152,0.0996026469661004,0.163785171924213,-6.52197501422545e-05
NsiI.TP410050,1,907438,0.0823641506116781,0.486935679419341,4.57964204512793e-05
NsiI.TP410051,1,907440,0.558982974722273,0.345777902280863,1.95756415839731e-05
PstI.TP716618,1,918921,0.201448634449734,0.139635294594782,-5.52167317899502e-05
PstI.TP34534,1,923689,0.655489302027579,0.118116561385931,1.97427062445217e-05
PstI.TP724910,1,925871,0.510053757180843,0.373132610686053,1.97090415395835e-05
