SNP,Chromosome,Position ,P.value,maf,nobs,Rsquare.of.Model.without.SNP,Rsquare.of.Model.with.SNP,FDR_Adjusted_P-values,effect
PstI.TP789647,3,69354547,0.00281392174453429,0.36,125,0.332321165739761,0.386011543360715,0.964254059092982,0.179649128121903
PstI.TP961110,1,65184135,0.00360195984585539,0.144,125,0.332321165739761,0.38320272673044,0.964254059092982,0.243752652946929
PstI.TP547023,2,75564773,0.00469284189545997,0.0679999999999999,125,0.332321165739761,0.380218126886426,0.964254059092982,0.301239443998388
PstI.TP774963,6, 1911989,0.00516213133374702,0.16,125,0.332321165739761,0.379149446113105,0.964254059092982,-0.252022665767298
PstI.TP384804,2,65029446,0.00662393717006797,0.42,125,0.332321165739761,0.376370678962912,0.964254059092982,-0.195539189043207
PstI.TP433234,11,    3320,0.00798200092998443,0.164,125,0.332321165739761,0.374308783882623,0.964254059092982,-0.212570992227609
PstI.TP411848,11,    3188,0.00810099222496596,0.436,125,0.332321165739761,0.374145809209228,0.964254059092982,-0.16820210927274
PstI.TP1256120,3,48694888,0.00845821688405322,0.088,125,0.332321165739761,0.373671077889238,0.964254059092982,-0.255214503424739
PstI.TP299726,9, 2970040,0.00862810219926456,0.0639999999999999,125,0.332321165739761,0.373452568983465,0.964254059092982,-0.299753451555984
PstI.TP117081,2,45986549,0.00909627422636965,0.092,125,0.332321165739761,0.372872785932036,0.964254059092982,0.426138008429245
PstI.TP858902,4,66143706,0.00952617728634666,0.316,125,0.332321165739761,0.372367092034738,0.964254059092982,0.190695548012155
PstI.TP459121,1,78162835,0.0107006845609285,0.068,125,0.332321165739761,0.371098049775206,0.964254059092982,-0.324845501794381
PstI.TP433679,11,    3324,0.0107008094431222,0.136,125,0.332321165739761,0.371097922677226,0.964254059092982,0.188469272043028
PstI.TP457393,1,60097068,0.0111429712789703,0.248,125,0.332321165739761,0.37065738854894,0.964254059092982,-0.226862178586727
PstI.TP844985,2,58637331,0.0120183772609872,0.096,125,0.332321165739761,0.369836532526702,0.964254059092982,-0.333963862568828
PstI.TP454285,2,63153549,0.0137723906578476,0.0679999999999999,125,0.332321165739761,0.368364590021359,0.964254059092982,0.346793838920098
NsiI.TP213158,2,67720379,0.0152009475065245,0.272,125,0.332321165739761,0.367303723065984,0.964254059092982,-0.169136942731567
NsiI.TP827851,4,12330408,0.0159177046618818,0.056,125,0.332321165739761,0.366810072518899,0.964254059092982,0.373558232660582
NsiI.TP661879,3,73421724,0.0171856822598197,0.492,125,0.332321165739761,0.365991203044772,0.964254059092982,0.141526172535444
PstI.TP733771,11,    5061,0.0175661758051435,0.076,125,0.332321165739761,0.365757777714923,0.964254059092982,0.306396275081706
PstI.TP1158265,11,    8131,0.0186927727922983,0.232,125,0.332321165739761,0.365096495928542,0.964254059092982,0.215754747805155
PstI.TP831544,10, 5137704,0.0189660231821095,0.184,125,0.332321165739761,0.364942398618822,0.964254059092982,0.18726676028584
PstI.TP401749,7, 8817658,0.0196893795692678,0.156,125,0.332321165739761,0.364545446961259,0.964254059092982,0.223178028175842
PstI.TP619311,11,    4342,0.0206264099631581,0.108,125,0.332321165739761,0.364053402318648,0.964254059092982,0.193855277098428
PstI.TP794569,2, 3715278,0.0209636744804507,0.0600000000000001,125,0.332321165739761,0.363882020182866,0.964254059092982,0.271804347169744
PstI.TP150789,2,64840814,0.0216346174659744,0.1,125,0.332321165739761,0.363549530156846,0.964254059092982,-0.220450905046586
PstI.TP205765,8,46363312,0.0226707330111395,0.052,125,0.332321165739761,0.36305678982236,0.964254059092982,0.281969913738363
PstI.TP84880,1,63680478,0.0231209869791973,0.128,125,0.332321165739761,0.362849999343313,0.964254059092982,-0.260247483340918
PstI.TP867146,11,    6048,0.0237769984943136,0.108,125,0.332321165739761,0.362556169669351,0.964254059092982,-0.20524628397468
PstI.TP1027273,3, 4274869,0.0239734775443137,0.0679999999999999,125,0.332321165739761,0.362469823048428,0.964254059092982,-0.272865727643291
PstI.TP326062,4,62667190,0.0246680275619985,0.08,125,0.332321165739761,0.362170456160008,0.964254059092982,-0.236765476008297
PstI.TP797415,11,    5520,0.0250467884612357,0.188,125,0.332321165739761,0.362010919653801,0.964254059092982,0.177236524746558
PstI.TP1123778,2,61958273,0.0253153638153512,0.096,125,0.332321165739761,0.36189932575709,0.964254059092982,-0.229959377701687
PstI.TP10552,11,      79,0.0253627914308164,0.168,125,0.332321165739761,0.361879748752205,0.964254059092982,-0.156342397665307
PstI.TP710432,2,62555401,0.0270538498957193,0.052,125,0.332321165739761,0.361205854794879,0.964254059092982,-0.261677535625072
PstI.TP710636,6,45894338,0.027584432281426,0.188,125,0.332321165739761,0.361003543042013,0.964254059092982,0.202772958206623
NsiI.TP28119,11,    9435,0.0277069900875035,0.356,125,0.332321165739761,0.360957395204122,0.964254059092982,-0.176416541177857
PstI.TP229147,2, 3390758,0.0278068055253473,0.056,125,0.332321165739761,0.360919970009444,0.964254059092982,0.355576127449103
PstI.TP834454,11,    5776,0.0278390917639343,0.076,125,0.332321165739761,0.360907894270378,0.964254059092982,-0.314413224751048
PstI.TP856013,11,    5962,0.0298063622163285,0.056,125,0.332321165739761,0.360198736710939,0.964254059092982,0.355337523100557
PstI.TP110898,10, 9880843,0.0301797921608067,0.052,125,0.332321165739761,0.360069723937417,0.964254059092982,0.251800623325733
NsiI.TP488601,1, 6409370,0.0302381241097584,0.3,125,0.332321165739761,0.360049723920129,0.964254059092982,0.143939095731421
NsiI.TP529124,3,63127607,0.0302599126099045,0.136,125,0.332321165739761,0.360042263605808,0.964254059092982,0.198161697918609
PstI.TP881941,11,    6157,0.0307927303285284,0.468,125,0.332321165739761,0.35986157579745,0.964254059092982,0.13280415630143
PstI.TP835676,4, 8640214,0.0310904217228926,0.124,125,0.332321165739761,0.359762057765627,0.964254059092982,0.188501495831687
PstI.TP452173,2,10527282,0.0326532644755206,0.472,125,0.332321165739761,0.359255616542272,0.964254059092982,-0.135182730012845
PstI.TP1225179,6,56654494,0.0334069974450583,0.08,125,0.332321165739761,0.359020468500581,0.964254059092982,0.222430701619949
PstI.TP1218439,9,53101439,0.0335123809485058,0.14,125,0.332321165739761,0.358988039180459,0.964254059092982,0.196776089805478
PstI.TP57846,4, 4201581,0.0339945793438353,0.228,125,0.332321165739761,0.358841021146117,0.964254059092982,0.195951577470861
PstI.TP54880,8, 1461814,0.035542899363017,0.076,125,0.332321165739761,0.358383481046502,0.964254059092982,-0.242893887357943
PstI.TP1252197,1, 5912854,0.0355645502249529,0.088,125,0.332321165739761,0.358377234347993,0.964254059092982,0.207627861270281
PstI.TP774504,4, 7549373,0.0374140953533259,0.312,125,0.332321165739761,0.357857960258282,0.964254059092982,-0.132256382007974
PstI.TP724037,10, 1796215,0.037897756864066,0.0679999999999999,125,0.332321165739761,0.357726660070672,0.964254059092982,-0.295876511719663
PstI.TP350443,10,53018412,0.0379653886474169,0.172,125,0.332321165739761,0.357708442771584,0.964254059092982,-0.161831531310837
PstI.TP1193013,6,60825902,0.0381404910563621,0.1,125,0.332321165739761,0.357661435977553,0.964254059092982,0.319413680626883
PstI.TP1147160,7,44396170,0.0403845287499771,0.436,125,0.332321165739761,0.357078553389004,0.964254059092982,0.284964165625624
PstI.TP95450,1,74768149,0.0404783934458643,0.14,125,0.332321165739761,0.357054928744018,0.964254059092982,-0.151158258509887
PstI.TP1201445,11,    8486,0.041712168091867,0.448,125,0.332321165739761,0.356749715566556,0.964254059092982,0.148726939605424
PstI.TP901855,6,42551665,0.0417253254013627,0.052,125,0.332321165739761,0.356746512742381,0.964254059092982,0.277991631013626
PstI.TP995236,3,63809440,0.0418291352524979,0.372,125,0.332321165739761,0.35672128049354,0.964254059092982,-0.135151370540494
PstI.TP622318,7,63611772,0.0423134413863619,0.132,125,0.332321165739761,0.356604438623413,0.964254059092982,-0.186053634765778
PstI.TP673282,4,65067106,0.0427047767968909,0.0679999999999999,125,0.332321165739761,0.356511062778572,0.964254059092982,-0.242355619257034
PstI.TP731868,3,62811145,0.0430192494162871,0.428,125,0.332321165739761,0.356436686883372,0.964254059092982,-0.130350367013886
PstI.TP774033,7,64851531,0.0437827423754301,0.072,125,0.332321165739761,0.35625849728529,0.964254059092982,0.240548917105318
PstI.TP21889,1, 3705780,0.0442142734921774,0.216,125,0.332321165739761,0.356159244677405,0.964254059092982,0.142614394481111
PstI.TP350262,8, 2905616,0.0458458389540965,0.488,125,0.332321165739761,0.355793109568874,0.964254059092982,0.135661930180971
PstI.TP476886,2,55394288,0.0459776885757258,0.208,125,0.332321165739761,0.35576413164472,0.964254059092982,-0.168563030308411
PstI.TP997652,1,64799296,0.0460502194478814,0.256,125,0.332321165739761,0.355748228553634,0.964254059092982,0.14742298372173
PstI.TP589466,11,    4216,0.0462395333732797,0.2,125,0.332321165739761,0.35570684544973,0.964254059092982,-0.164820970807946
PstI.TP15780,9,56211895,0.0482620494488112,0.168,125,0.332321165739761,0.355275714605553,0.964254059092982,-0.151882231715355
PstI.TP780145,9,54592677,0.0484090109240097,0.112,125,0.332321165739761,0.355245143684461,0.964254059092982,0.190439089792052
PstI.TP315072,8, 3139123,0.0498011049586416,0.372,125,0.332321165739761,0.354960397731622,0.964254059092982,0.120781296611742
PstI.TP798665,11,    5530,0.05017543691846,0.212,125,0.332321165739761,0.354885282503267,0.964254059092982,0.152456209164053
PstI.TP132499,9,56107884,0.0508327865635806,0.08,125,0.332321165739761,0.354754818359863,0.964254059092982,-0.286198572256027
PstI.TP6058,11,      37,0.050953835318791,0.08,125,0.332321165739761,0.35473099001285,0.964254059092982,0.252609302490458
PstI.TP81008,11,     677,0.0518221766414016,0.396,125,0.332321165739761,0.354561824392806,0.964254059092982,-0.113470650599186
PstI.TP434461,2,66813498,0.0526068613018164,0.436,125,0.332321165739761,0.354411550116032,0.964254059092982,-0.126133693178041
PstI.TP664215,11,    4634,0.0528132656096073,0.088,125,0.332321165739761,0.354372421153539,0.964254059092982,-0.206392019593427
PstI.TP301480,11,    2383,0.053605767386509,0.084,125,0.332321165739761,0.354223692735246,0.964254059092982,-0.194763861517726
PstI.TP770204,3,67523376,0.0539221053587365,0.0600000000000001,125,0.332321165739761,0.354164984447937,0.964254059092982,0.201472822975111
PstI.TP503391,2,73095782,0.0541526006089875,0.288,125,0.332321165739761,0.354122439803478,0.964254059092982,0.131353923837115
PstI.TP841498,5,69228848,0.0544133314872243,0.104,125,0.332321165739761,0.35407454800339,0.964254059092982,0.201922075050345
PstI.TP751721,9,50513395,0.0548247828901186,0.152,125,0.332321165739761,0.35399947011347,0.964254059092982,0.1513232072369
PstI.TP975023,2,61638010,0.0551359239863034,0.088,125,0.332321165739761,0.35394309694191,0.964254059092982,0.220378752192571
PstI.TP1000965,6,57296544,0.0552461094887263,0.08,125,0.332321165739761,0.353923215157231,0.964254059092982,-0.182683947514369
