SNP,Chromosome,Position,P.value,maf,effect
GFSSContig15931_175,1,74820300,0.00107694480197635,NA,-0.187314558947222
PstI.TP45584,11,     388,0.00185694314810613,NA,-0.678014475378295
PstI.TP49463,1,68578559,0.00698414161352367,NA,-0.410695853498659
PstI.TP78983,11,     660,0.00146685182903723,NA,0.214867470447863
PstI.TP91767,11,     778,0.00967306936708204,NA,-0.143388222607866
PstI.TP94792,1,  731905,0.00143283164250324,NA,-0.110023427140774
PstI.TP96410,3, 4423816,0.00433532471284688,NA,0.174535268659302
PstI.TP104876,2,58864116,0.00107636253884958,NA,-0.197670188307042
PstI.TP128322,10,54480297,0.00595051895337426,NA,-0.166694259988641
PstI.TP131166,7,58269471,0.00965635003059793,NA,0.181950345902469
PstI.TP139915,11,    1160,0.0097456555314118,NA,-0.269265669931572
PstI.TP155487,1,60996990,0.00788198876258092,NA,-0.313403974232473
PstI.TP157839,1,73315567,0.00992893958346058,NA,-4.82169080664891
PstI.TP158844,11,    1302,0.00877294801775245,NA,-0.2662861449363
PstI.TP160620,11,    1319,2.69211251987574e-05,NA,0.361205354951528
PstI.TP164254,11,    1354,0.00527317072739637,NA,-0.507084835663066
PstI.TP172569,11,    1414,0.00857750152977846,NA,-0.320417941338871
PstI.TP252769,11,    2056,0.009465291229956,NA,4.33170434836115
PstI.TP288641,1,27158173,3.28895587811501e-05,NA,0.433845116753999
PstI.TP309206,3,45627127,0.00492254830555676,NA,-0.454216317003288
PstI.TP313718,1,76482776,0.00598152166649039,NA,6.349535255378
PstI.TP325811,3,54129392,0.00987556482137649,NA,-0.207909078433849
PstI.TP353147,6,56747520,0.00797878308483561,NA,-0.78423072624075
PstI.TP369771,6,59498070,0.00574660008400821,NA,0.511035313252162
PstI.TP413226,2, 6616612,4.67182214602279e-05,NA,0.367212899166552
PstI.TP433679,11,    3324,0.00615792445383968,NA,0.194480730753755
PstI.TP446790,11,    3429,0.00422872205770468,NA,0.177267708159368
PstI.TP451152,10,53319182,0.00660096921600748,NA,-0.773897079081687
PstI.TP478975,10, 1822489,0.00326073047624095,NA,-1.17867344278885
PstI.TP483931,10,44671427,0.00636701575962505,NA,-0.14724889389218
PstI.TP491206,11,    3728,0.00331490484853966,NA,0.250140801004093
PstI.TP507408,2, 7561605,0.00807760722154733,NA,-0.290195908408168
PstI.TP510764,8,17982257,0.00991113434251958,NA,-6.66453569953502
PstI.TP515339,11,    3882,0.00490582984603764,NA,-0.199006105136225
PstI.TP523465,2,75496167,0.00842483390757052,NA,0.33338342659512
PstI.TP570071,11,    4102,0.0031824761699066,NA,-0.242850278465407
PstI.TP584552,2,59081475,0.00237449511637082,NA,0.333169232954542
PstI.TP588220,11,    4211,0.00573966221461453,NA,0.156539042668026
PstI.TP621859,1,13917133,0.00939657139523292,NA,0.137566657981435
PstI.TP645452,4,46698558,0.00043379424309137,NA,0.396243891737205
PstI.TP647358,9,59273127,0.00877733736406666,NA,0.237385945122197
PstI.TP661203,4,57100807,0.00655251084840262,NA,-0.219204290370471
PstI.TP663223,1,23095352,0.00617341866286175,NA,0.262387789752544
PstI.TP676875,3, 3702504,0.00644143927252756,NA,0.175566144836323
PstI.TP682618,1,77950613,0.00830316159624041,NA,0.210352020288039
