SNP,Chromosome,Position,P.value,maf,effect
GFSSContig64_325,1, 8871969,0.00828085119906787,NA,-0.0942227109254806
GFSSContig11128_893,3,69715214,0.00942704462691231,NA,0.105866782182356
GFSSContig18297_1609,8,60382973,0.00479682598202263,NA,0.107484227325341
PstI.TP4797,3,55551419,0.00869491743851154,NA,-0.12342261200543
PstI.TP13203,1, 8804120,0.008770923909769,NA,-1.32599669410413
PstI.TP18130,4, 3460810,1.62644897812291e-08,NA,-0.472412530773768
PstI.TP21876,10, 1989773,0.00385245819107956,NA,-0.115018868557939
PstI.TP34873,11,     284,0.00981042168104737,NA,0.154780453592996
PstI.TP40093,4,55013388,0.00761744661085444,NA,0.0936370440459818
PstI.TP45563,5,71604519,0.00303988164084453,NA,0.213871308298773
PstI.TP49225,11,     417,0.00023903161332552,NA,0.788409929273581
PstI.TP53914,11,     447,0.00913225071211744,NA,0.0985724151366416
PstI.TP55565,11,     461,0.00435843243420536,NA,-0.111379031858903
PstI.TP57303,11,     476,3.16742621264459e-07,NA,-3.72343163533098
PstI.TP73792,1,16408882,0.00472729682325944,NA,-0.229533664869369
PstI.TP85717,11,     720,0.00948580699707604,NA,-0.107519654165527
PstI.TP110030,1,60421130,0.00440154765244332,NA,-0.111072270121143
PstI.TP120638,4,35323656,0.0024783594450308,NA,-0.13307746255327
PstI.TP131472,1, 7412958,0.00570195393513596,NA,0.165514803458239
PstI.TP185939,11,    1524,0.00150982877545311,NA,-0.123182290831593
PstI.TP198419,7, 2405340,0.00145209704445076,NA,-0.122659660134883
PstI.TP203273,10, 5396538,0.00882380232931823,NA,0.275103432102247
PstI.TP204536,4,63925016,0.000625999662750795,NA,-0.121700119584552
PstI.TP210851,10,60214653,0.00553600530198336,NA,-0.0987348937052575
PstI.TP237971,11,    1950,0.00680211795040721,NA,-0.149717638463146
PstI.TP249357,11,    2027,0.000844126044822775,NA,-0.129260706841055
PstI.TP278960,3, 5435168,9.1355024655836e-06,NA,-0.16798927894313
