SNP,Chromosome,Position,P.value,maf,effect
PstI.TP12740,3, 9502386,0.00708372414467721,NA,3.14185245337376
PstI.TP15960,11,     128,0.00322135353319657,NA,-4.0237089782433
PstI.TP26149,9, 2884350,0.00955126852314367,NA,-88.4051614931259
PstI.TP33156,11,     271,0.00916578841696373,NA,3.82321040589986
PstI.TP43961,9, 9052425,0.00117456596580768,NA,17.2807920440243
PstI.TP68478,2, 5243180,0.00088851178399847,NA,-6.20188382786271
PstI.TP70629,9,49718801,0.000577177572971526,NA,-3.22244488847373
PstI.TP80571,4,56807073,0.00923276847529013,NA,4.92229716831484
PstI.TP97883,11,     803,0.000294496190564917,NA,-13.2967751024678
PstI.TP123409,1, 4154658,0.00464483633584191,NA,-33.2311236250323
PstI.TP123976,11,    1029,0.00352014746116861,NA,5.02590325535807
PstI.TP172399,8, 4581710,0.00332439976954926,NA,2.9043988615879
PstI.TP182489,11,    1499,0.00168447414568977,NA,-5.52518897587669
PstI.TP183034,3, 9973059,7.35165948862198e-07,NA,-8.84849854577944
PstI.TP216873,11,    1767,0.00116440327532082,NA,-5.71853424604557
PstI.TP242731,3,28459042,0.00453734847759274,NA,8.27201279286134
PstI.TP244086,11,    1990,0.00962915222593385,NA,-4.91718668885368
PstI.TP287897,11,    2285,0.00298167588169708,NA,-3.88014567077181
PstI.TP316604,2, 7089684,0.00129439891277704,NA,-3.03539316124953
PstI.TP324907,2,67222605,0.00879200886015239,NA,-8.48203546909774
PstI.TP417186,4, 4327410,0.0030142270843436,NA,7.80275869000362
PstI.TP434972,1,52873107,0.00515965185006613,NA,4.80029107956105
PstI.TP478844,11,    3635,0.00684277022650349,NA,-3.91239809628164
PstI.TP478908,2,14478233,0.00866463691362286,NA,-2.63613231900894
PstI.TP501218,6,56728483,0.00453389118826811,NA,4.65207738471368
PstI.TP572581,11,    4118,0.00333273519788678,NA,4.96515973439676
PstI.TP582642,1,58557655,0.0081559002297341,NA,-11.6943879074064
PstI.TP675084,11,    4690,0.000618629027052693,NA,4.04202673347671
PstI.TP682301,2,65662699,0.00484551990877559,NA,-6.10195122128975
PstI.TP727161,2,72532686,0.0039195110187735,NA,3.33419663481917
PstI.TP728732,7,37735277,5.74952336065466e-06,NA,5.34014678698137
PstI.TP732464,3,74132330,0.000846636031552697,NA,-3.40580227458555
PstI.TP738286,2,23745418,0.00330683154671295,NA,-4.66398596157068
PstI.TP756164,11,    5222,0.0096325996639163,NA,-2.12665566305592
PstI.TP766823,5,41255601,0.00920240053540986,NA,8.57023963136135
PstI.TP767870,7,63639615,0.00651780993728003,NA,-4.35981426057581
PstI.TP781083,3,60635010,0.00203756430674948,NA,-4.11141036964523
PstI.TP785151,2, 4069035,0.00884731734843889,NA,3.38899549784974
PstI.TP812906,4, 2889246,0.00684490087541049,NA,2.86872549761647
PstI.TP860055,7,64719148,0.00171529395993174,NA,5.01477508615814
PstI.TP867863,1,75084001,1.45405363902407e-05,NA,3.90276955341553
PstI.TP883521,1,60919432,0.00175936534563148,NA,3.03121035572735
PstI.TP884163,3,60121398,0.00922968594191298,NA,5.00256341238709
PstI.TP901498,10,59750699,0.00252149077598903,NA,-3.67934150948918
PstI.TP937088,8,59762667,0.00678611621090353,NA,3.89250690662896
PstI.TP940968,7,61142166,0.00676333482818253,NA,-10.7636464050346
PstI.TP982503,4,55764847,0.00101083988328034,NA,4.44654432237675
PstI.TP1006562,3, 4149154,0.0003688492392782,NA,-2.60627378141245
PstI.TP1022538,10, 9427594,0.00357611678199214,NA,3.00182327923372
PstI.TP1034264,2, 6135831,0.00231547560654752,NA,-5.49995034337898
PstI.TP1045192,4,15594452,0.0089151901111376,NA,-10.1632882558033
