SNP,Chromosome,Position,P.value,effect,maf,nobs
NsiI.TP620354,1,2563,0.98896278878783,NA,0.0316310067508572,116
GFSSContig17137_940,1,36536,0.920085272962493,NA,0.0862068965517241,116
PstI.TP989644,1,80828,0.828677064340621,NA,0.197347521229474,116
PstI.TP312105,1,81356,0.30886913790828,NA,0.416654523137352,116
NsiI.TP481742,1,154583,0.739176970096732,NA,0.314065648638316,116
PstI.TP863331,1,161269,0.506414475564767,NA,0.0689655172413793,116
NsiI.TP71772,1,180079,0.420380585977891,NA,0.235079883364109,116
NsiI.TP611047,1,185165,0.635697911607861,NA,0.0474137931034483,116
NsiI.TP611046,1,185173,0.819448435992695,NA,0.113765334933049,116
PstI.TP1169914,1,194807,0.267442160448448,NA,0.0369608788572729,116
NsiI.TP96063,1,195779,0.10831225490951,NA,0.372521720180341,116
PstI.TP1189410,1,250990,0.96263192004256,NA,0.0983447602436185,116
NsiI.TP521153,1,258294,0.394879022027478,NA,0.0641483491150984,116
PstI.TP271714,1,262844,0.0593100367270282,NA,0.0732758620689655,116
PstI.TP931820,1,284314,0.630216932340012,NA,0.0301724137931034,116
NsiI.TP426085,1,284999,0.121049835020874,NA,0.0231826733331344,116
NsiI.TP148773,1,285352,0.334867201657688,NA,0.129310344827586,116
PstI.TP710662,1,335281,0.253623280735997,NA,0.0357978758501183,116
NsiI.TP579900,1,335878,0.404848604734957,NA,0.021681667330146,116
NsiI.TP443857,1,339059,0.354068414651674,NA,0.0601959898348295,116
PstI.TP1043926,1,365816,0.763235570369459,NA,0.127965515918372,116
NsiI.TP414280,1,378096,0.897398595270382,NA,0.278978342135483,116
NsiI.TP807695,1,389941,0.294368203874123,NA,0.228449042336767,116
NsiI.TP701463,1,396123,0.422401976353486,NA,0.0211981151948635,116
PstI.TP585790,1,399151,0.434087905888469,NA,0.0368307975714259,116
NsiI.TP622255,1,399695,0.536100984886092,NA,0.00111552302323059,116
PstI.TP948856,1,403321,0.592012295987007,NA,0.421720192204402,116
PstI.TP1037554,1,403777,0.268133060761399,NA,0.0603448275862069,116
