SNP,Chromosome,Position,P.value,maf,effect
GFSSContig20558_410,1,66632040,0.00541476084215507,NA,0.0570953114175538
GFSSContig16978_83,4,55080043,0.00497413079302136,NA,-0.0544106765353028
PstI.TP18130,4, 3460810,4.9348911167651e-09,NA,-0.165020144191875
PstI.TP21876,10, 1989773,0.000234649738357589,NA,-0.0494749190355404
PstI.TP22678,10, 7915405,0.00631096611693709,NA,-0.155196157419788
PstI.TP34873,11,     284,0.00586230926388132,NA,0.0613417357323586
PstI.TP40093,4,55013388,0.000681305361321491,NA,0.0395154953715102
PstI.TP56692,11,     471,0.00456060604105933,NA,0.053182492760528
PstI.TP57303,11,     476,1.20640968628654e-05,NA,-1.02356369243979
PstI.TP101889,11,     835,0.00212156561025937,NA,-0.0504461177962058
PstI.TP131472,1, 7412958,1.97397568625655e-05,NA,0.0610853119961617
PstI.TP131841,3,64461399,0.00474954109447892,NA,0.0443540972544146
PstI.TP137179,4,57159505,0.00807618313916357,NA,-0.0727578253361134
PstI.TP187975,1,78022358,0.000905972126407197,NA,-0.0909322973971022
PstI.TP237971,11,    1950,0.00948019023532722,NA,-0.0501622577810395
PstI.TP249357,11,    2027,0.00619648192151307,NA,-0.0360571177537072
PstI.TP278960,3, 5435168,0.000114594210107812,NA,-0.0576394276494563
PstI.TP292366,1,56035164,0.00671498085691349,NA,-0.054292168031151
PstI.TP302415,11,    2390,0.00477402498786881,NA,0.0453117457163683
PstI.TP305125,11,    2416,0.00872588888083271,NA,-0.0362531952645405
PstI.TP325811,3,54129392,0.000407141863874834,NA,0.0567126651814735
PstI.TP373371,6,54361174,0.00408681925790895,NA,0.0368031718305091
PstI.TP388798,4,34703211,0.000434018740605867,NA,-0.0802344480931343
PstI.TP402598,7, 8718958,0.00575723149180419,NA,0.0387514115774227
PstI.TP405108,11,    3148,0.00802636665857313,NA,0.0508453885327091
PstI.TP407752,4,55527280,0.00362395167432145,NA,-0.0616433365751904
PstI.TP441536,1, 2816855,0.00745097240674533,NA,0.0264520688848154
PstI.TP464241,11,    3535,0.00991970283253694,NA,-0.0309598220038149
PstI.TP478931,2,50018891,0.00574746340862133,NA,-0.0939242073396817
PstI.TP509764,11,    3850,0.00492631611169158,NA,-0.0460058672112269
PstI.TP602730,6,60118411,0.00841111050428295,NA,0.0272050125640732
PstI.TP638277,6,53197341,0.00788965099458762,NA,0.0457158577201136
PstI.TP638777,4,52947129,0.00298706223040343,NA,0.204408823268807
PstI.TP661215,3,54129611,0.000766801530914165,NA,0.0472857685023002
PstI.TP693499,11,    4804,0.00198327144935916,NA,-0.0486905025520903
