SNP,Chromosome,Position ,P.value,maf,nobs,Rsquare.of.Model.without.SNP,Rsquare.of.Model.with.SNP,FDR_Adjusted_P-values,effect
PstI.TP720017,11,4972,0.000576786868175426,NA,0.0655737704918032,NA,NA,0.577563465540235,NA
PstI.TP360841,2,2832783,0.000784200224766103,NA,0.39344262295082,NA,NA,0.577563465540235,NA
NsiI.TP436966,3,208286,0.00172678860387572,NA,0.0983606557377049,NA,NA,0.610092234203285,NA
PstI.TP1100905,3,73743770,0.00223849039794427,NA,0.0737704918032787,NA,NA,0.610092234203285,NA
PstI.TP325958,3,54129415,0.0032651011936376,NA,0.327868852459016,NA,NA,0.610092234203285,NA
PstI.TP935651,4,66370793,0.00333978840019171,NA,0.19672131147541,NA,NA,0.610092234203285,NA
NsiI.TP533643,3,471619,0.00345447474886572,NA,0.0737704918032787,NA,NA,0.610092234203285,NA
PstI.TP457393,1,60097068,0.00372805736785631,NA,0.233606557377049,NA,NA,0.610092234203285,NA
PstI.TP1086009,9,47254131,0.00412323316766308,NA,0.0737704918032787,NA,NA,0.610092234203285,NA
NsiI.TP529124,3,63127607,0.00442917721258669,NA,0.131147540983607,NA,NA,0.610092234203285,NA
PstI.TP532669,4,3498516,0.00455601804225128,NA,0.491803278688525,NA,NA,0.610092234203285,NA
PstI.TP288641,1,27158173,0.00560568957618755,NA,0.0532786885245902,NA,NA,0.688098395477022,NA
PstI.TP569914,5,1262747,0.0072845137020654,NA,0.290983606557377,NA,NA,0.817451812228277,NA
PstI.TP308053,1,8330660,0.00776939943733597,NA,0.10655737704918,NA,NA,0.817451812228277,NA
PstI.TP1268585,1,2988383,0.00861775456263794,NA,0.364754098360656,NA,NA,0.846263498051046,NA
PstI.TP94114,1,68081418,0.0098841245485462,NA,0.0532786885245902,NA,NA,0.881404496061056,NA
PstI.TP318872,4,54744673,0.0111723597774296,NA,0.483606557377049,NA,NA,0.881404496061056,NA
PstI.TP982139,4,41445278,0.0114571597961861,NA,0.0983606557377049,NA,NA,0.881404496061056,NA
PstI.TP504809,4,5155593,0.0129031449153201,NA,0.401639344262295,NA,NA,0.881404496061056,NA
PstI.TP85647,10,60886778,0.0130003860976006,NA,0.0532786885245902,NA,NA,0.881404496061056,NA
PstI.TP1124649,11,7892,0.01525856143841,NA,0.0778688524590164,NA,NA,0.881404496061056,NA
PstI.TP719659,10,54993631,0.0154236461527153,NA,0.405737704918033,NA,NA,0.881404496061056,NA
PstI.TP269566,3,63644939,0.0156566199252661,NA,0.290983606557377,NA,NA,0.881404496061056,NA
PstI.TP530837,1,65836675,0.0167817211712368,NA,0.10655737704918,NA,NA,0.881404496061056,NA
PstI.TP532426,7,64966356,0.0169510801824972,NA,0.487704918032787,NA,NA,0.881404496061056,NA
NsiI.TP39740,2,186613,0.0171145215856054,NA,0.0778688524590164,NA,NA,0.881404496061056,NA
PstI.TP762971,11,5268,0.0175698771334448,NA,0.0901639344262295,NA,NA,0.881404496061056,NA
PstI.TP724939,3,66915295,0.0185905240405727,NA,0.0655737704918032,NA,NA,0.881404496061056,NA
PstI.TP459896,11,3510,0.0206427763397889,NA,0.0860655737704918,NA,NA,0.881404496061056,NA
PstI.TP643379,3,5147929,0.021410082306655,NA,0.0737704918032787,NA,NA,0.881404496061056,NA
PstI.TP1027226,10,5400847,0.0216115171281678,NA,0.270491803278688,NA,NA,0.881404496061056,NA
NsiI.TP388907,2,71256645,0.0216705346300673,NA,0.262295081967213,NA,NA,0.881404496061056,NA
PstI.TP548709,2,61335066,0.0224335181543444,NA,0.0573770491803279,NA,NA,0.881404496061056,NA
PstI.TP41440,3,59899767,0.0224872482635035,NA,0.0737704918032787,NA,NA,0.881404496061056,NA
PstI.TP352846,1,71717994,0.023292566276887,NA,0.266393442622951,NA,NA,0.881404496061056,NA
NsiI.TP502976,3,7719502,0.0233383673117645,NA,0.069672131147541,NA,NA,0.881404496061056,NA
PstI.TP437672,11,3353,0.0236110468404444,NA,0.069672131147541,NA,NA,0.881404496061056,NA
PstI.TP207042,3,68906982,0.0242601776316808,NA,0.0532786885245902,NA,NA,0.881404496061056,NA
PstI.TP172804,1,79485436,0.024553502037863,NA,0.0942622950819673,NA,NA,0.881404496061056,NA
PstI.TP788586,6,57442567,0.0276001155275595,NA,0.336065573770492,NA,NA,0.881404496061056,NA
PstI.TP749310,2,9525754,0.0277827389236028,NA,0.258196721311475,NA,NA,0.881404496061056,NA
PstI.TP1181476,5,2299991,0.0282223907758561,NA,0.254098360655738,NA,NA,0.881404496061056,NA
NsiI.TP360999,1,10465743,0.0282689934516422,NA,0.0901639344262295,NA,NA,0.881404496061056,NA
PstI.TP756560,6,30981137,0.0289410091802489,NA,0.442622950819672,NA,NA,0.881404496061056,NA
NsiI.TP45036,3,389776,0.0298234784787539,NA,0.0573770491803279,NA,NA,0.881404496061056,NA
PstI.TP1216346,7,1189753,0.030976359643717,NA,0.0655737704918033,NA,NA,0.881404496061056,NA
NsiI.TP560012,11,16067,0.0312569455118746,NA,0.311475409836066,NA,NA,0.881404496061056,NA
PstI.TP731882,3,19716780,0.0315427076999329,NA,0.0614754098360656,NA,NA,0.881404496061056,NA
PstI.TP1015835,1,6514843,0.0316878409129675,NA,0.188524590163934,NA,NA,0.881404496061056,NA
PstI.TP513843,3,2577255,0.032278227611765,NA,0.30327868852459,NA,NA,0.881404496061056,NA
PstI.TP976293,2,66188757,0.0325358727512457,NA,0.122950819672131,NA,NA,0.881404496061056,NA
PstI.TP1231486,2,73904492,0.0330193100561154,NA,0.25,NA,NA,0.881404496061056,NA
NsiI.TP663012,9,52480175,0.0334680005643202,NA,0.348360655737705,NA,NA,0.881404496061056,NA
NsiI.TP66114,9,57265279,0.033938972134181,NA,0.069672131147541,NA,NA,0.881404496061056,NA
PstI.TP778881,9,48260943,0.0339668063455484,NA,0.0860655737704918,NA,NA,0.881404496061056,NA
PstI.TP716101,6,47677795,0.0345042665385976,NA,0.209016393442623,NA,NA,0.881404496061056,NA
PstI.TP579186,1,19637965,0.035065494916064,NA,0.454918032786885,NA,NA,0.881404496061056,NA
PstI.TP180894,11,1482,0.0361329705611527,NA,0.0778688524590164,NA,NA,0.881404496061056,NA
NsiI.TP181198,8,55572072,0.0364805194131799,NA,0.14344262295082,NA,NA,0.881404496061056,NA
NsiI.TP509771,7,63795912,0.0367255269852092,NA,0.311475409836066,NA,NA,0.881404496061056,NA
PstI.TP641744,2,61738293,0.0370945415517917,NA,0.225409836065574,NA,NA,0.881404496061056,NA
PstI.TP685673,9,53035339,0.0370991709136357,NA,0.0614754098360656,NA,NA,0.881404496061056,NA
NsiI.TP502909,2,58325149,0.0392131542176597,NA,0.0737704918032787,NA,NA,0.907803370898723,NA
PstI.TP972953,1,7984963,0.0401315762333313,NA,0.44672131147541,NA,NA,0.907803370898723,NA
PstI.TP318422,3,54362877,0.0403588555319224,NA,0.479508196721311,NA,NA,0.907803370898723,NA
PstI.TP533375,11,3989,0.0407502800995273,NA,0.118852459016393,NA,NA,0.907803370898723,NA
PstI.TP350552,11,2761,0.0412918030211911,NA,0.0532786885245902,NA,NA,0.907803370898723,NA
PstI.TP446782,4,63627667,0.0436728049932316,NA,0.0942622950819672,NA,NA,0.923615815032607,NA
PstI.TP365645,1,61353360,0.0445197033489024,NA,0.114754098360656,NA,NA,0.923615815032607,NA
PstI.TP973605,1,7933170,0.0447135293420815,NA,0.0778688524590164,NA,NA,0.923615815032607,NA
PstI.TP457434,4,15595824,0.0448225320691348,NA,0.0983606557377049,NA,NA,0.923615815032607,NA
PstI.TP546331,1,59140499,0.0456809241966655,NA,0.0573770491803278,NA,NA,0.923615815032607,NA
PstI.TP985838,3,58380810,0.0457732209758183,NA,0.0737704918032787,NA,NA,0.923615815032607,NA
PstI.TP897375,11,6255,0.0477213280640719,NA,0.0614754098360656,NA,NA,0.936045815593282,NA
PstI.TP1234552,10,60231357,0.0486694985370078,NA,0.229508196721311,NA,NA,0.936045815593282,NA
NsiI.TP499934,1,76362422,0.0497528182474052,NA,0.19672131147541,NA,NA,0.936045815593282,NA
PstI.TP1001032,4,6463834,0.0499242150864817,NA,0.221311475409836,NA,NA,0.936045815593282,NA
NsiI.TP225884,3,62210775,0.050024862264062,NA,0.069672131147541,NA,NA,0.936045815593282,NA
PstI.TP444076,11,3404,0.0513127407826479,NA,0.172131147540984,NA,NA,0.936045815593282,NA
NsiI.TP282888,2,675031,0.0515466456162956,NA,0.0614754098360656,NA,NA,0.936045815593282,NA
PstI.TP9255,11,64,0.0522866858398903,NA,0.102459016393443,NA,NA,0.936045815593282,NA
PstI.TP757921,1,26848011,0.0526369932395367,NA,0.397540983606557,NA,NA,0.936045815593282,NA
PstI.TP993272,2,58286678,0.0527439257937831,NA,0.459016393442623,NA,NA,0.936045815593282,NA
PstI.TP189885,1,77223222,0.0543920840250261,NA,0.0737704918032787,NA,NA,0.939239514640781,NA
PstI.TP334931,2,51848838,0.055366661942004,NA,0.127049180327869,NA,NA,0.939239514640781,NA
PstI.TP106875,3,64830008,0.0553938793205311,NA,0.069672131147541,NA,NA,0.939239514640781,NA
PstI.TP69823,1,70805200,0.0562638718926095,NA,0.237704918032787,NA,NA,0.939239514640781,NA
PstI.TP549798,2,23212519,0.0576412902403949,NA,0.233606557377049,NA,NA,0.939239514640781,NA
PstI.TP337951,4,40615943,0.0581835162597624,NA,0.336065573770492,NA,NA,0.939239514640781,NA
PstI.TP243328,2,58674737,0.0585237303586715,NA,0.430327868852459,NA,NA,0.939239514640781,NA
PstI.TP898033,11,6259,0.0593317333263737,NA,0.069672131147541,NA,NA,0.939239514640781,NA
PstI.TP1150046,4,55510631,0.0597804493978133,NA,0.155737704918033,NA,NA,0.939239514640781,NA
PstI.TP1274931,7,61404400,0.0605345594918675,NA,0.385245901639344,NA,NA,0.939239514640781,NA
PstI.TP1009563,10,56175139,0.062191188797927,NA,0.0655737704918032,NA,NA,0.939239514640781,NA
PstI.TP160752,11,1322,0.0625943445674028,NA,0.295081967213115,NA,NA,0.939239514640781,NA
PstI.TP818076,11,5661,0.0629091279368053,NA,0.0983606557377049,NA,NA,0.939239514640781,NA
PstI.TP602287,7,10755063,0.0630812800033955,NA,0.413934426229508,NA,NA,0.939239514640781,NA
PstI.TP661203,4,57100807,0.0631172444751795,NA,0.307377049180328,NA,NA,0.939239514640781,NA
PstI.TP115576,3,61364669,0.0633892822043138,NA,0.0942622950819673,NA,NA,0.939239514640781,NA
PstI.TP188641,3,6088178,0.0637867658938951,NA,0.139344262295082,NA,NA,0.939239514640781,NA
