"","QTN=0.3","QTN=0.2","QTN=0.1","QTN=0.05","QTN=0.02","QTN=0.01","QTN=0"
"0",0,0,0,0,0,0,0
"0.01",0.0088255261371351,0.010183299389002,0.010183299389002,0.010183299389002,0.0108621860149355,0.0190088255261371,0.0264765784114053
"0.05",0.0488798370672098,0.0509164969450102,0.0522742701968771,0.0604209097080788,0.0706042090970808,0.0957230142566191,0.120841819416158
"0.1",0.0991174473862865,0.103190767141887,0.106585200271555,0.114052953156823,0.124915139171758,0.152749490835031,0.193482688391039
"0.2",0.198913781398506,0.202308214528174,0.208418194161575,0.21724372029871,0.240325865580448,0.290563475899525,0.340122199592668
"0.3",0.298710115410726,0.302783435166327,0.312287847929396,0.331296673455533,0.358452138492872,0.423625254582485,0.507128309572301
"0.4",0.39918533604888,0.408010862186015,0.414120841819416,0.435166327223354,0.479972844534963,0.555329260013578,0.644263408010862
"0.5",0.4989816700611,0.507128309572301,0.513238289205703,0.539714867617108,0.584521384928717,0.659877800407332,0.741344195519348
"0.6",0.59877800407332,0.610997963340122,0.617107942973523,0.639511201629328,0.671418873048201,0.756279701289885,0.854718262050238
"0.7",0.699253224711473,0.711473183978276,0.719619823489477,0.741344195519348,0.791581805838425,0.885947046843177,0.977596741344195
"0.8",0.799049558723693,0.807875084860828,0.818737270875764,0.850644942294637,0.897488119484046,0.986422267481331,1
"0.9",0.898845892735913,0.907671418873048,0.916496945010183,0.944331296673456,0.992532247114732,1,1
"1",0.999321113374066,1,1,1,1,1,1
