"","SNP","Chromosome","Position","P.value","maf","nobs","Rsquare.of.Model.without.SNP","Rsquare.of.Model.with.SNP","FDR_Adjusted_P.values","effect","filename"
"19424","NsiI.TP722177",11,18024,1.72369081661604e-06,0.0204276494790335,109,NA,NA,0.0167937513317811,NA,"GAPIT.SUPER.CCirc_cm.GWAS.Results.csv"
"20432","NsiI.TP267424",2,445451,5.55127089339701e-06,0.0305532570234134,109,NA,NA,0.0400668528001822,NA,"GAPIT.SUPER.CCirc_cm.GWAS.Results.csv"
"28081","PstI.TP410557",4,60353279,7.26880834183585e-07,0.0242526045624826,109,NA,NA,0.0133594767436409,NA,"GAPIT.SUPER.CCirc_cm.GWAS.Results.csv"
"28490","PstI.TP1235909",4,64295006,1.8614222269764e-06,0.148602511094406,109,NA,NA,0.0167937513317811,NA,"GAPIT.SUPER.CCirc_cm.GWAS.Results.csv"
"33352","PstI.TP687359",7,64303520,7.40383326515236e-07,0.0264092891232628,109,NA,NA,0.0133594767436409,NA,"GAPIT.SUPER.CCirc_cm.GWAS.Results.csv"
"27580","NsiI.TP127922",4,54754163,1.19524455971052e-07,0.178547981653753,114,NA,NA,0.00431339856708333,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"33184","PstI.TP116046",7,62490129,1.05286106656154e-06,0.159430558232684,114,NA,NA,0.0189978250850364,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"4917","PstI.TP1029976",10,44209597,5.32746883440616e-07,0.397127973654572,114,NA,NA,0.019225769529605,NA,"GAPIT.SUPER.FD.GWAS.Results.csv"
"159","NsiI.TP76995",1,2035657,0.00075314253521895,0.446355344625195,114,NA,NA,0.0456030332399018,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"422","NsiI.TP82287",1,4640346,1.12883269673501e-08,0.0314954005883856,114,NA,NA,1.01843285899433e-05,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"518","PstI.TP356699",1,5752437,0.00054523572519529,0.0103498544623218,114,NA,NA,0.0351365479479422,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"532","NsiI.TP530878",1,5870812,0.00018261800651884,0.0174229056008754,114,NA,NA,0.0159229388729504,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
