"","QTN=0.3","QTN=0.2","QTN=0.1","QTN=0.05","QTN=0.02","QTN=0.01","QTN=0"
"0",0,0,0,0,0,0,0
"0.01",0.00936768149882904,0.0101483216237315,0.0113192818110851,0.0120999219359875,0.0132708821233411,0.0218579234972678,0.0284933645589383
"0.05",0.0495706479313037,0.0499609679937549,0.0511319281811085,0.0554254488680718,0.0667447306791569,0.0909445745511319,0.120999219359875
"0.1",0.0995316159250585,0.103044496487119,0.106167056986729,0.113973458235753,0.133099141295863,0.169398907103825,0.212724434035909
"0.2",0.199453551912568,0.203747072599532,0.2096018735363,0.223653395784543,0.254098360655738,0.314207650273224,0.376658860265418
"0.3",0.299375487900078,0.305230288836846,0.311475409836066,0.327478532396565,0.361826697892272,0.426229508196721,0.507416081186573
"0.4",0.399297423887588,0.40632318501171,0.410226385636222,0.435987509758002,0.474629195940671,0.558548009367681,0.647150663544106
"0.5",0.499609679937549,0.505464480874317,0.517564402810304,0.543325526932084,0.585089773614364,0.677595628415301,0.774785323965652
"0.6",0.599531615925059,0.608118657298985,0.615925058548009,0.644028103044497,0.69672131147541,0.790007806401249,0.894613583138173
"0.7",0.699453551912568,0.708430913348946,0.716627634660422,0.743169398907104,0.792740046838407,0.898516783762685,0.994145199063232
"0.8",0.799375487900078,0.810694769711163,0.820062451209992,0.850897736143638,0.902419984387198,1,1
"0.9",0.899297423887588,0.906713505074161,0.918813427010148,0.946916471506635,0.995316159250585,1,1
"1",0.999609679937549,1,1,1,1,1,1
