SNP,Chromosome,Position,DF,t Value,std Error,effect
PstI.TP506588,1,   80675,106,0.566858330925889,0.00437876938219171,0.00278119883030549
PstI.TP863331,1,  161269,106,-1.28034748584054,0.00437876938219171,-0.00187345983243535
NsiI.TP611047,1,  185165,106,0.305145964033405,0.00437876938219171,0.000661019005407274
PstI.TP271714,1,  262844,106,1.02436158266617,0.00437876938219171,0.00165167768668483
PstI.TP424788,1,  263370,106,-1.27068485603594,0.00437876938219171,-0.00325750336065343
PstI.TP931820,1,  284314,106,0.111991022731301,0.00437876938219171,0.000294944102145547
NsiI.TP148773,1,  285352,106,-1.35275089890032,0.00437876938219171,-0.00175319006567947
PstI.TP1106845,1,  416796,106,0.687739616392192,0.00437876938219171,0.00212237795438739
PstI.TP425356,1,  569039,106,-0.172061148171125,0.00437876938219171,-0.000329829667529411
PstI.TP999740,1,  569491,106,1.27340105148712,0.00437876938219171,0.00188400603424001
PstI.TP1152021,1,  865447,106,0.970414999853492,0.00437876938219171,0.00222219816328966
PstI.TP716618,1,  918921,106,0.369041527019841,0.00437876938219171,0.000857331026252106
PstI.TP1246584,1, 1015480,106,0.391318509030862,0.00437876938219171,0.000359005002160761
PstI.TP354591,1, 1050082,106,-1.3135828546992,0.00437876938219171,-0.00142148114788884
PstI.TP856852,1, 1153760,106,-2.94004570152867,0.00437876938219171,-0.00486115966781191
PstI.TP775725,1, 1175417,106,1.17971921973168,0.00437876938219171,0.00199690461773735
PstI.TP329515,1, 1537490,106,1.42036718538527,0.00437876938219171,0.00148119276639261
PstI.TP929619,1, 1952038,106,-0.501090184152936,0.00437876938219171,-0.00119691454263786
PstI.TP417865,1, 2030761,106,0.253255402273111,0.00437876938219171,0.000365847597240005
PstI.TP885267,1, 2084430,106,0.0584445096012861,0.00437876938219171,0.000133052350304613
PstI.TP1294018,1, 2280325,106,-0.217517438375302,0.00437876938219171,-0.000372574734073846
PstI.TP56795,1, 2315051,106,-0.887352594826337,0.00437876938219171,-0.00310968045908289
PstI.TP966432,1, 2596832,106,-0.151122911663463,0.00437876938219171,-0.000331723632678339
PstI.TP441536,1, 2816855,106,2.07833149392727,0.00437876938219171,0.0016678059670397
PstI.TP1085601,1, 2820903,106,0.344762851110864,0.00437876938219171,0.000635245507038994
PstI.TP525202,1, 2884119,106,0.264973638615178,0.00437876938219171,0.00044434503043626
PstI.TP1268585,1, 2988383,106,-2.07767525157297,0.00437876938219171,-0.00333760708303348
PstI.TP849876,1, 3050119,106,0.234733390223978,0.00437876938219171,0.000340428003829787
PstI.TP209693,1, 3305106,106,0.533967978411191,0.00437876938219171,0.00103998523745485
PstI.TP626124,1, 3342723,106,-0.347629934959132,0.00437876938219171,-0.000864197075000115
PstI.TP1059573,1, 3357749,106,1.1230678941553,0.00437876938219171,0.00180916298909473
NsiI.TP504485,1, 3381640,106,1.21948650532732,0.00437876938219171,0.00275460072287129
PstI.TP1243055,1, 3389055,106,0.710746299608307,0.00437876938219171,0.00166084243567045
PstI.TP1244443,1, 3397749,106,0.548170038452991,0.00437876938219171,0.000728951174390858
PstI.TP1199997,1, 3471828,106,0.595463132404341,0.00437876938219171,0.00180028788409667
PstI.TP757375,1, 3471897,106,-1.07594351526511,0.00437876938219171,-0.00253088190353161
PstI.TP726521,1, 3535515,106,-0.130046629758953,0.00437876938219171,-0.000253099144978244
PstI.TP374511,1, 3576636,106,-0.0991813703056312,0.00437876938219171,-0.000142760735381912
PstI.TP1267977,1, 3576713,106,0.790603788525559,0.00437876938219171,0.00114427497364174
PstI.TP1155202,1, 3620639,106,-1.39040205476689,0.00437876938219171,-0.00332688855231158
PstI.TP961085,1, 3705536,106,-0.509570956914893,0.00437876938219171,-0.000465739518746717
PstI.TP21889,1, 3705780,106,-0.919603723978701,0.00437876938219171,-0.000964339663705657
PstI.TP1053336,1, 3955998,106,0.113272785941667,0.00437876938219171,0.000210148865067187
PstI.TP891020,1, 4033768,106,0.373425863183808,0.00437876938219171,0.000593185591739984
PstI.TP629259,1, 4276027,106,-2.16756394401622,0.00437876938219171,-0.00220781158698323
PstI.TP629254,1, 4276045,106,-0.739429569829,0.00437876938219171,-0.00202323067357663
PstI.TP140451,1, 4460094,106,1.05083966577942,0.00437876938219171,0.00137054300186745
NsiI.TP39399,1, 4465777,106,0.0813936560451143,0.00437876938219171,0.000113329310003469
PstI.TP403850,1, 4535788,106,-0.138218037107,0.00437876938219171,-0.000372337558272304
NsiI.TP468762,1, 4620729,106,1.2610695805217,0.00437876938219171,0.00239946485851793
PstI.TP307588,1, 4762662,106,-1.00863343061931,0.00437876938219171,-0.00187299204974432
PstI.TP920636,1, 4777048,106,-0.464202174746954,0.00437876938219171,-0.000731263993521615
PstI.TP947391,1, 4891496,106,-0.137150341941588,0.00437876938219171,-0.000427687852031301
PstI.TP683907,1, 4900973,106,2.18962791703309,0.00437876938219171,0.00269168680740298
PstI.TP402429,1, 4990016,106,0.651243581710966,0.00437876938219171,0.00107267415672107
PstI.TP1126882,1, 5115206,106,0.756227523205435,0.00437876938219171,0.00189303321578153
PstI.TP684655,1, 5379329,106,0.139077423442699,0.00437876938219171,0.000138099507370019
NsiI.TP367540,1, 5460609,106,-0.103508845331236,0.00437876938219171,-0.000322541511948382
PstI.TP9547,1, 5534818,106,2.10378230813068,0.00437876938219171,0.0025741523422073
PstI.TP476949,1, 5536792,106,2.28341011655493,0.00437876938219171,0.00187094654398279
PstI.TP291849,1, 5571398,106,1.27521987044801,0.00437876938219171,0.00149120256790092
PstI.TP677745,1, 5751851,106,-1.39555838508961,0.00437876938219171,-0.00157134828063356
PstI.TP356699,1, 5752437,106,-1.27039895012189,0.00437876938219171,-0.00337025825789595
PstI.TP705967,1, 5858828,106,-1.02771675037826,0.00437876938219171,-0.00195457300557484
PstI.TP1252197,1, 5912854,106,0.941275541828171,0.00437876938219171,0.00135814841912323
PstI.TP116123,1, 5967108,106,0.882454506535186,0.00437876938219171,0.00162078902194299
PstI.TP804275,1, 5979740,106,0.0516935113166881,0.00437876938219171,0.000114815544407031
PstI.TP523933,1, 6018181,106,-0.676813474239631,0.00437876938219171,-0.000654904034190082
PstI.TP722242,1, 6187691,106,-1.36568108062682,0.00437876938219171,-0.00453474527284139
NsiI.TP488601,1, 6409370,106,0.731213395616301,0.00437876938219171,0.000692355882747527
PstI.TP1015835,1, 6514843,106,1.98790960437648,0.00437876938219171,0.00253980928575858
PstI.TP547229,1, 6574881,106,1.53105691353333,0.00437876938219171,0.00244357716598173
PstI.TP1129801,1, 6608649,106,-0.00948147293499719,0.00437876938219171,-9.79874574636233e-06
PstI.TP272307,1, 6679965,106,0.388617290631029,0.00437876938219171,0.00043766113077041
