"","QTN=0.3","QTN=0.2","QTN=0.1","QTN=0.05","QTN=0.02","QTN=0.01","QTN=0"
"0",0,0,0,0,0,0,0
"0.01",0.00942476438089048,0.0100747481312967,0.0100747481312967,0.010724731881703,0.0116997075073123,0.0175495612609685,0.0253493662658434
"0.05",0.0493987650308742,0.0506987325316867,0.054273643158921,0.0604484887877803,0.0701982450438739,0.0952226194345141,0.129346766330842
"0.1",0.0994475138121547,0.103347416314592,0.106597335066623,0.117647058823529,0.138446538836529,0.185570360740981,0.240168995775106
"0.2",0.199545011374716,0.207019824504387,0.210919727006825,0.225869353266168,0.261293467663308,0.325966850828729,0.399740006499837
"0.3",0.299642508937277,0.308417289567761,0.314267143321417,0.335066623334417,0.373740656483588,0.457588560285993,0.554111147221319
"0.4",0.399415014624634,0.4062398440039,0.416314592135197,0.442963925901852,0.488787780305492,0.591160220994475,0.697107572310692
"0.5",0.499512512187195,0.509587260318492,0.518687032824179,0.552161195970101,0.606434839129022,0.713032174195645,0.837829054273643
"0.6",0.599610009749756,0.610334741631459,0.620084497887553,0.65420864478388,0.706532336691583,0.831004224894378,0.944101397465063
"0.7",0.699382515437114,0.712057198570036,0.722781930451739,0.758531036724082,0.826779330516737,0.938901527461813,1
"0.8",0.799480012999675,0.812804679883003,0.828404289892753,0.860903477413065,0.923626909327267,1,1
"0.9",0.899577510562236,0.91355216119597,0.927201819954501,0.957751056223594,1,1,1
"1",0.999675008124797,1,1,1,1,1,1
