SNP,Chromosome,Position ,P.value,maf,nobs,Rsquare.of.Model.without.SNP,Rsquare.of.Model.with.SNP,effect
PstI.TP209642,2,67215455,0.00160460872585317,0.0258620689655172,116,0.200230029609837,0.278623525419169,2.05160896927816
PstI.TP55941,6,51146867,0.00180034733083037,0.254310344827586,116,0.200230029609837,0.276877969437798,-0.869312857069058
PstI.TP1068347,7,62120815,0.00190258266238408,0.125,116,0.200230029609837,0.276042524023358,-1.1893981581154
PstI.TP995173,2,70172526,0.0021656588704022,0.293103448275862,116,0.200230029609837,0.274089160499314,-0.786803192344406
PstI.TP1193013,6,60825902,0.00250363092785222,0.103448275862069,116,0.200230029609837,0.271911417590664,2.05299232121338
PstI.TP1025634,2,71277610,0.00420397803335594,0.0689655172413793,116,0.200230029609837,0.264212514616708,1.48628744651462
NsiI.TP648509,10,41353679,0.00425685092960943,0.0560344827586207,116,0.200230029609837,0.264028529510691,-1.51418960929184
PstI.TP258621,1,74361721,0.00516019013495068,0.0732758620689655,116,0.200230029609837,0.261205900111714,1.3223156922533
PstI.TP278923,10,21876858,0.0052845729961829,0.0387931034482759,116,0.200230029609837,0.260857906789562,1.75595401280401
PstI.TP433679,11,    3324,0.00625024563202778,0.112068965517241,116,0.200230029609837,0.258414499234872,0.923765635521233
PstI.TP582448,11,    4183,0.00630569419843784,0.0431034482758621,116,0.200230029609837,0.258286333701331,1.48276824851684
PstI.TP622318,7,63611772,0.00659844181327987,0.116379310344828,116,0.200230029609837,0.257628492488455,-1.08739338654546
PstI.TP702574,6,57893505,0.00711100188654122,0.0258620689655172,116,0.200230029609837,0.256546526378454,1.94541777893594
PstI.TP268085,2,64265265,0.00730175627103255,0.0603448275862069,116,0.200230029609837,0.256164418846493,1.61056860439211
PstI.TP890801,2,72613106,0.00730792847980126,0.0862068965517241,116,0.200230029609837,0.256152228474147,-1.14174378615956
PstI.TP1064216,8,19305443,0.00761442392266078,0.0129310344827587,116,0.200230029609837,0.255559985178925,2.66383406581111
PstI.TP220394,11,    1803,0.00763646870113284,0.0387931034482759,116,0.200230029609837,0.255518350354941,-1.51812573959941
PstI.TP622738,11,    4375,0.00773152949496017,0.0129310344827587,116,0.200230029609837,0.25534021517732,-2.50855090795608
PstI.TP774963,6, 1911989,0.00862729414417247,0.168103448275862,116,0.200230029609837,0.253765616644934,-0.933346084953581
PstI.TP647611,4,59195320,0.00878175295503342,0.146551724137931,116,0.200230029609837,0.253511382522342,-1.0014917978401
PstI.TP651320,5,35481232,0.00888199512742322,0.25,116,0.200230029609837,0.253348864225657,-0.980455153851119
PstI.TP749310,2, 9525754,0.00960176004996822,0.271551724137931,116,0.200230029609837,0.25223519243987,0.870028320253906
PstI.TP1027273,3, 4274869,0.00982412867781439,0.0732758620689655,116,0.200230029609837,0.251908644551649,-1.21587093382761
PstI.TP171713,4, 6902976,0.0100120721778827,0.0431034482758621,116,0.200230029609837,0.251638598715222,1.86438419677683
PstI.TP777320,4, 3534524,0.0102738851183365,0.0344827586206896,116,0.200230029609837,0.251271088669673,-1.85683983795946
PstI.TP299726,9, 2970040,0.0116306029442991,0.0646551724137931,116,0.200230029609837,0.249510803552426,-1.1976181708073
PstI.TP1071296,11,    7466,0.0117556861472371,0.129310344827586,116,0.200230029609837,0.249359429879987,0.998675833873574
PstI.TP774504,4, 7549373,0.0118337281745558,0.267241379310345,116,0.200230029609837,0.249265833049113,-0.630380081457456
NsiI.TP661879,3,73421724,0.0121848198947927,0.46551724137931,116,0.200230029609837,0.248852582955624,0.571190089031679
PstI.TP455545,1,75986610,0.0123984259037541,0.456896551724138,116,0.200230029609837,0.248607197421444,0.588621580936837
PstI.TP1275363,11,    8983,0.012673326297939,0.0732758620689655,116,0.200230029609837,0.248297815282083,0.997091466479161
PstI.TP1194392,6,57534861,0.0142767272659709,0.0258620689655172,116,0.200230029609837,0.246622440213225,1.82280049845571
PstI.TP548667,1,53141843,0.0147554159204942,0.0129310344827587,116,0.200230029609837,0.246160241827086,-2.43987818507695
PstI.TP797083,3,58432596,0.0148787869838876,0.103448275862069,116,0.200230029609837,0.246043663786144,-0.878334367173349
PstI.TP224318,3,56022652,0.0150410969581238,0.0431034482758621,116,0.200230029609837,0.245891820342662,-1.2176309379231
PstI.TP1020277,1,23246220,0.015102513312137,0.0301724137931034,116,0.200230029609837,0.245834811109962,1.76827951541552
PstI.TP789647,3,69354547,0.0151748384548545,0.336206896551724,116,0.200230029609837,0.245767986168504,0.572378249768446
PstI.TP629254,1, 4276045,0.0152048309089363,0.0258620689655172,116,0.200230029609837,0.24574037032622,-1.84487754231246
PstI.TP420801,1,62946889,0.0152893042021673,0.133620689655172,116,0.200230029609837,0.245662903647765,1.12125676762203
PstI.TP632828,2,64238905,0.0154007655891854,0.0560344827586207,116,0.200230029609837,0.245561367421163,1.34188827188529
PstI.TP678449,3, 6895124,0.0154651143846059,0.0603448275862069,116,0.200230029609837,0.245503098222322,-1.10394685729877
PstI.TP971832,4,66161848,0.0161489876369214,0.400862068965517,116,0.200230029609837,0.24489907548202,0.599189799751722
PstI.TP797783,3,57068036,0.0168539924407963,0.163793103448276,116,0.200230029609837,0.24430381179282,-0.787034035865408
PstI.TP405184,1,75082559,0.0169031695701068,0.0129310344827587,116,0.200230029609837,0.244263263436994,-2.20163181631459
NsiI.TP323678,11,   12681,0.0176270798508462,0.0560344827586207,116,0.200230029609837,0.243680348931776,-1.30975180406151
PstI.TP315020,1,77386737,0.0176541928373458,0.155172413793103,116,0.200230029609837,0.243659007009313,-0.821076912107871
PstI.TP1019197,11,    7072,0.0178247159590704,0.0344827586206897,116,0.200230029609837,0.243525562837794,1.59221927136251
PstI.TP364953,11,    2884,0.018504813693556,0.021551724137931,116,0.200230029609837,0.243006351137405,2.06413283333006
PstI.TP752706,6,40067328,0.0187660370413089,0.021551724137931,116,0.200230029609837,0.242812226526521,1.84490737476506
NsiI.TP179941,8,55948810,0.0189738797620126,0.0517241379310345,116,0.200230029609837,0.242659786447997,1.25937219659914
PstI.TP217258,3, 3992070,0.0192142834738799,0.0474137931034483,116,0.200230029609837,0.242485635488954,-1.42550602504215
PstI.TP993788,8,60518710,0.0195001060819151,0.103448275862069,116,0.200230029609837,0.242281537765431,-1.16083013430521
PstI.TP783653,2,74160306,0.0200934420065695,0.021551724137931,116,0.200230029609837,0.241867700388944,-1.70543038392496
PstI.TP871773,7,59683171,0.0201847963751766,0.456896551724138,116,0.200230029609837,0.241805127367012,-1.23343764559579
PstI.TP425439,2,73607787,0.0207939816697121,0.15948275862069,116,0.200230029609837,0.24139531692828,0.723080584448387
PstI.TP623942,3,65310848,0.0208746613306296,0.021551724137931,116,0.200230029609837,0.241341990817147,-1.49520707511956
PstI.TP13346,1,74849030,0.0209082127843861,0.0301724137931034,116,0.200230029609837,0.241319878258744,1.35417885939016
PstI.TP428592,9,59017930,0.0209511504095088,0.0129310344827586,116,0.200230029609837,0.241291633969579,2.16026360311729
PstI.TP187778,4,55772813,0.0216276944702166,0.0732758620689655,116,0.200230029609837,0.24085446956638,0.96627413051537
PstI.TP1131586,6,52294517,0.0220297144179631,0.224137931034483,116,0.200230029609837,0.240601456950902,0.688150871446852
PstI.TP530571,3,45538893,0.022033622931374,0.021551724137931,116,0.200230029609837,0.240599021025111,2.03436422755209
PstI.TP166501,1,18793961,0.022777089966722,0.146551724137931,116,0.200230029609837,0.240143751025757,-0.783061567363273
PstI.TP445858,1,57330069,0.0231714785772225,0.0172413793103449,116,0.200230029609837,0.239908551385752,-1.85362330823486
PstI.TP815977,8,47698137,0.0231753609192922,0.349137931034483,116,0.200230029609837,0.239906257887619,0.542813381667793
PstI.TP476886,2,55394288,0.0233760758193222,0.211206896551724,116,0.200230029609837,0.239788193245215,-0.757895578601618
PstI.TP589466,11,    4216,0.0236867495946312,0.21551724137931,116,0.200230029609837,0.239607537992813,-0.688079194512034
PstI.TP897375,11,    6255,0.0248839384620382,0.0646551724137931,116,0.200230029609837,0.238933996579075,1.01712902263359
NsiI.TP28119,11,    9435,0.0256977799441761,0.366379310344828,116,0.200230029609837,0.238495357104652,-0.74616956268663
PstI.TP176663,10, 1133877,0.0265616602056816,0.0258620689655172,116,0.200230029609837,0.238045501926243,1.55105575267362
PstI.TP727388,10,53174248,0.0267920443819939,0.0560344827586207,116,0.200230029609837,0.237928139341907,1.28486727397174
PstI.TP353784,1,18167193,0.0268680979531858,0.0603448275862069,116,0.200230029609837,0.237889630460094,1.17820573567775
PstI.TP292777,7,64227793,0.0270113776462064,0.0431034482758621,116,0.200230029609837,0.237817392577015,1.05741975482484
PstI.TP277119,2,66298262,0.0271918964641055,0.0258620689655172,116,0.200230029609837,0.237726954203651,1.4861043530666
PstI.TP178843,10,51681279,0.0272606125431274,0.0818965517241379,116,0.200230029609837,0.237692694116975,-0.869617399861469
PstI.TP946951,7,61799723,0.0274091225668925,0.021551724137931,116,0.200230029609837,0.237618962533675,-1.69913746176956
PstI.TP96410,3, 4423816,0.0275526783776431,0.185344827586207,116,0.200230029609837,0.237548090317738,0.641323855380952
PstI.TP282598,10,55748349,0.0285678766130475,0.021551724137931,116,0.200230029609837,0.237057768296698,-1.6578724037521
PstI.TP132021,11,    1110,0.0288546947931932,0.0689655172413793,116,0.200230029609837,0.236922573442098,-1.06653342157891
PstI.TP819138,3,57316499,0.0302110113437578,0.021551724137931,116,0.200230029609837,0.236301942782589,2.0212999496463
PstI.TP640318,3,66580470,0.0303979331136288,0.0172413793103449,116,0.200230029609837,0.2362187275446,1.83908032249749
PstI.TP532325,5,18806244,0.0304000116256879,0.189655172413793,116,0.200230029609837,0.236217806383212,-0.620588406786272
PstI.TP188641,3, 6088178,0.0305189247510272,0.146551724137931,116,0.200230029609837,0.23616515369599,0.739572045010475
PstI.TP826982,8,  664718,0.0311222316613076,0.293103448275862,116,0.200230029609837,0.235901323813401,-0.724216685660492
NsiI.TP436966,3,  208286,0.0317026408981623,0.0991379310344828,116,0.200230029609837,0.235652570366567,-0.925208532831674
PstI.TP347563,6,51192256,0.0319219478298057,0.318965517241379,116,0.200230029609837,0.235559833198679,-0.51499562602718
PstI.TP817265,11,    5656,0.0322088465680762,0.0517241379310345,116,0.200230029609837,0.235439528191213,0.951307583677929
PstI.TP219830,2,76708479,0.0328471878452367,0.0258620689655172,116,0.200230029609837,0.235175877439486,-1.45253772577065
PstI.TP664847,11,    4637,0.0332072481648942,0.0344827586206897,116,0.200230029609837,0.235029551169336,1.26968979694163
PstI.TP60703,3,18784626,0.0332964670361627,0.155172413793103,116,0.200230029609837,0.234993553057953,-0.682895168860071
PstI.TP1096280,3, 1833730,0.0343959914337385,0.0775862068965517,116,0.200230029609837,0.234558135771645,0.945956138268014
NsiI.TP655257,1,80728948,0.0350158885464988,0.125,116,0.200230029609837,0.234319118376469,1.03360720084078
PstI.TP1212297,11,    8542,0.0350998174229623,0.125,116,0.200230029609837,0.234287103756888,-0.621756591578643
PstI.TP831544,10, 5137704,0.0354511060351782,0.185344827586207,116,0.200230029609837,0.234153979432149,0.668683876655764
NsiI.TP69764,11,    9953,0.0359499649415618,0.129310344827586,116,0.200230029609837,0.233967320579462,-0.704245288585732
PstI.TP143333,4,44467739,0.0364376367378283,0.0775862068965517,116,0.200230029609837,0.233787489372987,-0.865427454309285
PstI.TP335710,9,55077385,0.0365245563712758,0.0172413793103449,116,0.200230029609837,0.233755704241488,1.92788696800945
PstI.TP982120,2,21428233,0.0367792528809194,0.0431034482758621,116,0.200230029609837,0.233663033643064,1.14127693230851
PstI.TP269152,3,  390266,0.0369482041606166,0.0301724137931034,116,0.200230029609837,0.23360193631931,-1.35603362348275
PstI.TP572234,4,57174114,0.0371700850896933,0.120689655172414,116,0.200230029609837,0.233522147396735,0.765393591941389
PstI.TP1184713,9, 8036705,0.0372610135293076,0.431034482758621,116,0.200230029609837,0.233489595496119,-0.446571477471749
PstI.TP694469,2,61192392,0.03743801477764,0.293103448275862,116,0.200230029609837,0.233426471596211,0.524485735852312
PstI.TP900003,3,53586609,0.0376766260721828,0.232758620689655,116,0.200230029609837,0.233341876555846,-0.634029479877364
PstI.TP338365,11,    2666,0.0378244519161438,0.137931034482759,116,0.200230029609837,0.233289753089954,-0.651333427037635
PstI.TP798238,3,73087364,0.0380346745884558,0.25,116,0.200230029609837,0.23321600061096,0.706330418393668
PstI.TP372461,5,69064710,0.0383225167182206,0.137931034482759,116,0.200230029609837,0.233115717458298,-0.781580226111919
PstI.TP809778,10, 8543510,0.0384884696602687,0.0301724137931034,116,0.200230029609837,0.233058263740343,1.46592026490171
NsiI.TP401041,6,59883335,0.0392982309083686,0.0905172413793103,116,0.200230029609837,0.232781652110804,-0.925819597339213
