SNP,Chromosome,Position,P.value,maf,effect
PstI.TP314275,1, 4369536,0.0023342387829221,NA,-0.0136183197120885
PstI.TP684655,1, 5379329,0.00362862891977892,NA,-0.0229591557666334
NsiI.TP383926,1, 7140839,0.00538823680594802,NA,-0.0144355724009433
PstI.TP712786,1, 7449325,0.00799887899414575,NA,-0.0199833964727257
NsiI.TP12510,1,10383086,0.006121155667066,NA,0.0198956554787649
PstI.TP91211,1,10530796,0.00562274591233737,NA,0.0133210314946419
NsiI.TP426892,1,12727995,0.00245104128855829,NA,0.0374105254714894
PstI.TP254268,1,13028392,0.00181188819468073,NA,-0.0283740631281846
PstI.TP473065,1,14979768,0.00201160733256115,NA,-0.026265692398783
NsiI.TP253869,1,16894827,0.00686610222819229,NA,-0.00909745944548353
PstI.TP1199192,1,17514476,0.00148680491211863,NA,-0.0272428613877303
PstI.TP402677,1,19244412,0.0020457197966182,NA,-0.019986929185273
PstI.TP260070,1,50256180,0.00700366908115215,NA,0.0232053052752296
PstI.TP15074,1,55573654,0.00306454639262655,NA,0.0138355700662452
PstI.TP139515,1,60150577,0.00217313217882315,NA,-0.0214516756367528
PstI.TP256832,1,61315549,0.00142637860535214,NA,-0.0132417994419092
PstI.TP1040444,1,61649660,0.00953709252029857,NA,0.0202947375531883
NsiI.TP358092,1,63760591,0.00790923844696532,NA,0.0102727205873476
NsiI.TP484505,1,63970510,0.00268187406152924,NA,0.0169764027776952
PstI.TP864271,1,65984344,0.00197317973352759,NA,-0.00939333819742264
NsiI.TP556783,1,66931575,0.00333702270697263,NA,0.028062113942219
NsiI.TP665062,1,66973876,0.0085975658054585,NA,0.00984834080348561
NsiI.TP632002,1,70863814,5.86594751167545e-12,NA,0.0288791186689145
NsiI.TP360063,1,71825840,0.00277104104527802,NA,0.0307868059050179
NsiI.TP222587,1,73275339,6.65075092175835e-06,NA,0.0167866718012153
PstI.TP12237,1,75445457,0.00437249044731543,NA,-0.0272091413343841
NsiI.TP422447,1,76155603,0.00553900903650221,NA,0.0115536801304336
PstI.TP638883,1,76935542,0.000404821721234003,NA,-0.0256241023958495
PstI.TP80405,1,77077924,0.00984843654874448,NA,0.0104161189104181
NsiI.TP38070,1,77875322,0.00697052702904126,NA,0.0130360470148848
PstI.TP999714,2,  327480,0.00833755451426303,NA,-0.0137113106294789
PstI.TP1263449,2, 1474965,0.00528086913310464,NA,0.0138114716912401
PstI.TP970565,2, 8917107,0.00530509651736598,NA,0.0184555643219239
NsiI.TP199778,2,27804707,0.00181731110553093,NA,0.0165517861052338
PstI.TP840565,2,31129874,0.00316173672238917,NA,0.021333158024348
NsiI.TP783827,2,51637245,0.00179764078135877,NA,-0.0128448243826608
PstI.TP358466,2,52234585,0.00862169095187224,NA,0.0213203420497095
NsiI.TP690065,2,53640609,0.00405313140391596,NA,-0.0171247449453008
PstI.TP1037372,2,59238183,0.00126255104753145,NA,0.0109301532183473
PstI.TP1128004,2,59726931,0.00747361860898802,NA,0.0112452012983117
NsiI.TP705623,2,62012470,0.000922863521888349,NA,0.0239809835635925
PstI.TP4106,2,62207704,0.00184272240145576,NA,-0.0151343331616012
NsiI.TP614629,2,62417756,0.00937196886436791,NA,0.0143603982657823
PstI.TP886589,2,62498521,0.00375737652768244,NA,0.0198793803570775
NsiI.TP476269,2,63537225,0.00919182449543586,NA,-0.00811916894569129
PstI.TP1027360,2,64471256,2.36722403987349e-06,NA,-0.0283667897779288
PstI.TP152556,2,67340962,0.0075000562661668,NA,-0.0152746913135893
NsiI.TP290165,2,68205802,0.00902835894677293,NA,0.0130405977772477
NsiI.TP540039,2,69176258,0.00553220018171675,NA,-0.0110953198292345
NsiI.TP602190,2,69281568,0.00748429559292301,NA,0.0113645583598574
PstI.TP944858,2,69605822,0.00622098663629842,NA,0.0118753091529535
PstI.TP260494,2,69620378,0.00530949982887789,NA,-0.0129551802884909
PstI.TP155898,2,69747938,0.0020098632400892,NA,0.0118144248199784
NsiI.TP732689,2,70033459,0.00957987007443385,NA,-0.0110377592458389
PstI.TP1150271,2,71680683,0.00113876836322131,NA,-0.0219227129141732
PstI.TP857297,2,71950355,0.00326420520369536,NA,0.0301330158979694
PstI.TP741005,2,72058826,0.00154033967448935,NA,0.025801861856287
PstI.TP645063,2,72322091,0.00624237670598658,NA,-0.00994261347944848
NsiI.TP763815,2,73556862,0.00695960663353911,NA,-0.0119284957041462
PstI.TP1025461,2,74160371,0.00838288557832233,NA,-0.0105178415429332
NsiI.TP437870,2,76401588,0.00484686591784633,NA,-0.0104634953324369
PstI.TP992560,3,  554935,0.00380178367520848,NA,0.0146769943190814
PstI.TP444619,3, 2190567,0.00928935668099407,NA,-0.0134544179374302
