SNP,Chromosome,Position ,P.value,maf,nobs,Rsquare.of.Model.without.SNP,Rsquare.of.Model.with.SNP,effect
NsiI.TP431374,1,64340591,1.87249554581421e-09,0.0141509433962264,106,0.0051477759879206,0.416353420444561,-1.11041865823946
NsiI.TP436743,10,58539618,3.2510638710388e-08,0.0377358490566038,106,0.0051477759879206,0.343449864004024,0.520467557526327
PstI.TP1082413,11,    7556,4.10792629003668e-08,0.0283018867924528,106,0.0051477759879206,0.337660738695387,-0.553182057668376
PstI.TP1153192,3, 6746550,4.5273474050271e-08,0.0283018867924528,106,0.0051477759879206,0.335263104456303,0.551883909116484
PstI.TP235369,1, 8337767,1.72174677053292e-07,0.0330188679245284,106,0.0051477759879206,0.302802547267355,0.510507926382863
PstI.TP946951,7,61799723,1.73179943259344e-07,0.0330188679245283,106,0.0051477759879206,0.302663039151605,-0.501887119798804
PstI.TP1191619,4,62207517,2.04091038498276e-07,0.0141509433962265,106,0.0051477759879206,0.298734357312687,0.9356497873174
NsiI.TP769756,1, 9322002,4.32127384908872e-07,0.0141509433962264,106,0.0051477759879206,0.280960886370425,-0.906767160138598
NsiI.TP101470,11,   10219,4.72893714988074e-07,0.0141509433962265,106,0.0051477759879206,0.278843788674829,0.905879869360692
NsiI.TP375399,11,   13278,4.98082222302674e-07,0.0141509433962264,106,0.0051477759879206,0.277626921858441,-0.904920285708302
PstI.TP942427,10,56551535,5.28378661830832e-07,0.0377358490566038,106,0.0051477759879206,0.276243938319793,0.471563261352253
PstI.TP1169448,6,45067494,5.37877527378726e-07,0.0141509433962264,106,0.0051477759879206,0.275826963583116,-0.912323428047707
NsiI.TP411585,6,59152759,5.51907058485842e-07,0.0141509433962265,106,0.0051477759879206,0.275224661898146,0.901149970976528
PstI.TP541274,2,66633323,5.58063357350147e-07,0.0141509433962264,106,0.0051477759879206,0.274965285330475,-0.900291269586048
PstI.TP83255,4,56842889,5.66121583783485e-07,0.0141509433962265,106,0.0051477759879206,0.274630157842994,0.913007009085687
PstI.TP156037,11,    1285,5.76173763337192e-07,0.0141509433962264,106,0.0051477759879206,0.274218869055918,-0.897120024210756
PstI.TP739775,2, 3917222,5.95262650023543e-07,0.0141509433962264,106,0.0051477759879206,0.273457626735648,-0.91247814951452
PstI.TP1079579,11,    7537,9.36056054068342e-07,0.0424528301886792,106,0.0051477759879206,0.262939529133482,-0.438446470930312
NsiI.TP421785,1,78510321,1.27636799393232e-06,0.0424528301886793,106,0.0051477759879206,0.255792695723342,0.443624246524374
PstI.TP698941,11,    4832,2.48042311980648e-06,0.0235849056603774,106,0.0051477759879206,0.240639787023803,0.652076502246538
PstI.TP1133587,10,42973263,2.89409847579844e-06,0.0235849056603774,106,0.0051477759879206,0.237153126228401,0.657027566121414
PstI.TP920685,10,10258102,4.79195047722067e-06,0.0188679245283019,106,0.0051477759879206,0.225836161296546,-0.697902177551112
NsiI.TP350497,1, 6933742,6.52842239274684e-06,0.0188679245283019,106,0.0051477759879206,0.218958284091731,-0.686765380195966
PstI.TP13650,1, 1521127,7.14222841112988e-06,0.0518867924528302,106,0.0051477759879206,0.21696846061079,-0.380301543603669
PstI.TP1032632,1,74402757,1.35621212118545e-05,0.0188679245283019,106,0.0051477759879206,0.202884415356493,-0.663992491568604
PstI.TP288834,11,    2294,1.38853234479923e-05,0.0188679245283019,106,0.0051477759879206,0.202371014621312,-0.676258457466369
PstI.TP1027083,4,64254345,1.47863911791294e-05,0.0188679245283019,106,0.0051477759879206,0.201001760057333,-0.659264148260989
PstI.TP143220,11,    1205,1.49732718711021e-05,0.0188679245283019,106,0.0051477759879206,0.200728480752031,-0.663454580267338
PstI.TP848433,1,72949385,1.52263560154673e-05,0.0188679245283019,106,0.0051477759879206,0.200363900526922,-0.668291986147462
NsiI.TP36864,4, 6582638,1.53938143491256e-05,0.0566037735849057,106,0.0051477759879206,0.200126059905127,-0.350641314346627
