"","QTN=0.3","QTN=0.2","QTN=0.1","QTN=0.05","QTN=0.02","QTN=0.01","QTN=0"
"0",0,0,0,0,0,0,0
"0.01",0.00975725844835792,0.0104712041884817,0.0111851499286054,0.0126130414088529,0.0164207520228463,0.0261780104712042,0.0356972870061875
"0.05",0.049738219895288,0.0511661113755355,0.0523560209424084,0.0559257496430271,0.0678248453117563,0.0882912898619705,0.116611137553546
"0.1",0.0997144217039505,0.10280818657782,0.106139933365064,0.115659209900048,0.129462160875773,0.168491194669205,0.213707758210376
"0.2",0.199666825321276,0.205140409328891,0.210138029509757,0.228224654926226,0.253212755830557,0.312470252260828,0.38267491670633
"0.3",0.299619228938601,0.304140885292718,0.309138505473584,0.329842931937173,0.364112327463113,0.434792955735364,0.51142313184198
"0.4",0.399571632555926,0.405045216563541,0.413612565445026,0.434792955735364,0.470966206568301,0.558781532603522,0.646834840552118
"0.5",0.499762018086625,0.507853403141361,0.516658733936221,0.544740599714422,0.589957163255593,0.679914326511185,0.773441218467396
"0.6",0.599714421703951,0.610899571632556,0.618752974773917,0.643027129938125,0.691337458353165,0.784150404569253,0.879343169919086
"0.7",0.699666825321276,0.710851975249881,0.719419324131366,0.748453117563065,0.791765825797239,0.88838648262732,0.997858162779629
"0.8",0.799619228938601,0.807710613993337,0.819609709662066,0.85411708710138,0.900761542122799,1,1
"0.9",0.899571632555926,0.911708710138029,0.922893860066635,0.955259400285578,1,1,1
"1",0.999762018086625,1,1,1,1,1,1
