SNP,Chromosome,Position,P.value,maf,effect
GFSSContig7996_485,6,54332713,0.000707960605559903,NA,0.294347276229003
GFSSContig10339_597,9,55306752,0.00387760247784925,NA,-0.310801727448308
PstI.TP21092,9,47823547,0.00878486781006069,NA,-0.678043847520987
PstI.TP21462,11,     174,0.00502143649631853,NA,-0.269035837279425
PstI.TP60231,11,     506,0.00811754458015056,NA,0.376593932526045
PstI.TP84946,1, 3887760,0.00620225427165652,NA,-0.517442873538711
PstI.TP85015,9,57975336,0.00345029303466921,NA,-0.937624484210716
PstI.TP113582,4,61464043,0.00267361435706489,NA,-0.935542173890596
PstI.TP156419,4, 5873463,0.00973740701713828,NA,-0.263370716980795
PstI.TP157579,11,    1292,0.00318058418986996,NA,-0.927165906152452
PstI.TP170655,1,75134198,0.00164304641773516,NA,-36.2576974416306
PstI.TP196226,7,65121284,0.00332842251698657,NA,-0.84719137213408
PstI.TP210328,2,63643382,0.00458164691022689,NA,-0.909745760350848
PstI.TP212455,11,    1739,0.00345364415253597,NA,-0.687190656063861
PstI.TP229641,11,    1893,0.00890121169934784,NA,0.817207590222486
PstI.TP270796,1,69492296,0.00705499035494192,NA,-0.583617042286711
PstI.TP276130,11,    2243,0.00948606682894478,NA,0.211502254912235
PstI.TP287063,5,36574210,0.00685998805261907,NA,0.551272482625282
PstI.TP311827,8,56474277,0.00095627310865838,NA,0.498055535075511
PstI.TP347117,10,60460469,0.000926159160425508,NA,0.268298071680717
PstI.TP364647,2,19726028,0.000214458038872066,NA,0.593392139590606
PstI.TP367568,11,    2900,0.00700590819005154,NA,-0.417524595518294
PstI.TP426591,11,    3291,0.00794768280293695,NA,-0.746019422869699
PstI.TP433676,2,75336590,0.00253257450554052,NA,-0.48933172893557
PstI.TP523323,11,    3910,0.00283930862031343,NA,-2.0060540757793
PstI.TP544549,6, 2226986,0.00354030486068902,NA,-1.05191912224128
PstI.TP579934,6,41271931,0.00166226646726502,NA,-1.35504014251635
PstI.TP617580,2,74592975,0.000193447815646585,NA,-1.06896493381738
PstI.TP620173,11,    4350,0.00249884543957305,NA,-0.910130692464967
PstI.TP630855,8,58915595,0.00364936622024463,NA,-1.94936219800278
PstI.TP693480,11,    4803,0.00281036658362261,NA,-0.454275160998535
PstI.TP708504,11,    4911,0.00682855627414607,NA,0.250802119168138
PstI.TP720017,11,    4972,0.00771900494551212,NA,-0.780581169146382
PstI.TP732662,9, 2723224,0.00197565547098674,NA,-10.388354775308
PstI.TP745785,6,45615805,8.91494303019391e-08,NA,-0.607118595152721
PstI.TP749093,2,74477521,0.00978784785152558,NA,0.711503310804283
PstI.TP777340,8,57671132,0.00242899934126314,NA,-0.337585268942579
PstI.TP779693,10,14193657,0.00929178778377813,NA,-0.508599031967613
PstI.TP790487,4,51609039,0.00279339375748944,NA,-2.0464373347749
PstI.TP791681,1,79769824,0.0056792722035112,NA,0.325929588775158
PstI.TP792229,11,    5482,0.00320301284193148,NA,-0.275023564061819
PstI.TP794906,6,59894943,0.00310896514452803,NA,-1.01456142564463
PstI.TP795530,1,74447495,1.59461897972451e-05,NA,0.446417840311202
PstI.TP817093,3,  515909,0.000477317579125705,NA,-1.38457713579712
PstI.TP827411,11,    5725,0.0055504993602133,NA,-0.85842632939964
PstI.TP840657,4, 3859798,0.00729239145234417,NA,0.255853258575598
PstI.TP842359,11,    5831,0.00265965659864164,NA,-1.43169957200634
PstI.TP865412,3,66830234,0.00698914771444877,NA,-0.767693976916394
PstI.TP892749,1,80310797,3.53051880338794e-06,NA,-0.511443496630252
PstI.TP903612,11,    6299,0.00134653805271287,NA,-1.98033433441849
PstI.TP912551,11,    6370,0.00105901854763074,NA,-0.978052410763253
PstI.TP922261,3,68252406,0.00972048802763338,NA,0.495213654489336
PstI.TP934678,8,12192398,7.07882060764093e-06,NA,-0.380768342661912
PstI.TP958127,1,70247184,0.00279339375748944,NA,-2.0464373347749
PstI.TP983901,11,    6823,0.00572839683743685,NA,-0.980575430097018
PstI.TP998076,7, 6406069,0.00431708532923605,NA,-0.261899409687372
PstI.TP1009802,11,    7006,0.0085340148983787,NA,-1.0627777887857
PstI.TP1010622,3, 2603846,0.00276166678449226,NA,-1.41205889128078
PstI.TP1040358,11,    7221,0.00736912669731079,NA,-0.886086907093947
PstI.TP1056481,11,    7355,0.00777528665525096,NA,-7.0674880845369
PstI.TP1062252,3,73165103,0.00845551672154737,NA,-0.496139498222588
PstI.TP1064394,11,    7416,0.00148007728368209,NA,-2.16515567856187
PstI.TP1068347,7,62120815,0.00633775771309373,NA,-0.422369647906598
PstI.TP1069729,11,    7448,0.0019980299516368,NA,0.287705955781381
PstI.TP1087146,10,40906684,0.00957225213258261,NA,-1.70746943592072
PstI.TP1114565,4,58337982,0.00701425992403056,NA,0.623774601625309
PstI.TP1115039,11,    7815,2.253684818593e-10,NA,-1.59276177069542
PstI.TP1145813,5,69264081,3.98065923612237e-06,NA,-0.573929282855568
PstI.TP1152159,6,49371422,0.00906422510775741,NA,0.227355572237605
PstI.TP1156206,11,    8116,0.00731868163808096,NA,0.606598367161192
PstI.TP1229725,10,61072728,0.00396919064308675,NA,0.298622818409807
PstI.TP1241738,11,    8744,0.00476635575404296,NA,0.255262821316941
PstI.TP1257834,4, 9913833,0.00577219723694306,NA,-1.12534010534135
NsiI.TP6337,1,15042355,0.00729685420693982,NA,-0.86078081121406
NsiI.TP10232,3,74376488,0.00258125063814203,NA,-1.01965644438877
NsiI.TP14977,11,    9286,0.00216988392300912,NA,-2.10366521457007
NsiI.TP20381,1,71795739,0.00496143973738565,NA,0.460639004071782
NsiI.TP24716,4,54439315,0.00304675718660407,NA,0.6850929782777
NsiI.TP70408,10,52743822,0.0093818850955305,NA,0.356671510589463
NsiI.TP100469,4,57248732,0.00765516790666901,NA,0.539525544752296
NsiI.TP105112,11,   10252,0.00718611713728235,NA,-0.370584207945457
NsiI.TP111766,11,   10322,0.00194574516358062,NA,0.457553860602031
NsiI.TP130440,5,64727219,0.000537354999543036,NA,-0.46297600409573
NsiI.TP152006,4,67612124,0.00219074378697278,NA,-0.973387222787244
NsiI.TP156527,6,48231181,0.00139891443039315,NA,-0.648024726769397
NsiI.TP196895,10,53071205,0.00332400214857958,NA,-2.00704093838273
NsiI.TP219863,3,60924012,0.00503072412660694,NA,-1.92056783190047
NsiI.TP238554,4,10368613,0.00992932833997125,NA,-0.341466807773347
NsiI.TP250072,9, 5056498,0.00906474593855321,NA,-0.403085238855285
NsiI.TP260056,11,   12043,0.00199843800874909,NA,-2.11462015081845
NsiI.TP274243,9,40071352,0.00444983087266257,NA,-1.95411180644423
NsiI.TP292057,11,   12347,0.0041046270355956,NA,-1.97557205243725
NsiI.TP296282,6,55547385,0.00311807184257518,NA,-0.268355274209757
NsiI.TP299143,10, 7147645,0.00982794049810623,NA,-0.90276981784501
NsiI.TP358169,11,   13063,0.000803929340832649,NA,-16.331510378986
NsiI.TP361408,11,   13113,0.00457394686683262,NA,0.308065853673315
NsiI.TP379807,11,   13331,0.00367467401008167,NA,-0.249290381985433
NsiI.TP403347,11,   13551,0.00902877998849208,NA,0.245371665215651
NsiI.TP408092,3,64787906,0.00842595160353899,NA,0.372204544022952
NsiI.TP412259,11,   13686,0.00827658109109603,NA,-0.637118144585728
NsiI.TP413690,11,   13707,0.00340131126603132,NA,-1.01189585849857
NsiI.TP423164,6,39553172,0.00409588780683952,NA,-1.96621441504984
NsiI.TP427630,11,   13983,0.00915094348814517,NA,-0.285494760629404
NsiI.TP458512,1,63714021,0.00369483611223615,NA,-1.44856623615746
NsiI.TP467631,11,   14715,0.00465061796070739,NA,-0.302671449079004
NsiI.TP471012,9,57843502,0.00591823175075437,NA,-0.413335678711543
NsiI.TP484578,11,   14959,0.00281683023352905,NA,-1.92556124791306
NsiI.TP529096,11,   15674,0.00334361011537286,NA,-0.326454596241159
NsiI.TP531250,1,67715666,0.00692229830328593,NA,-0.826222666723351
NsiI.TP534440,10, 8874434,0.00154718610166994,NA,-0.985360287106613
NsiI.TP539767,11,   15790,0.00613386450155248,NA,0.569194133869085
NsiI.TP540208,10,54455601,0.001183750436387,NA,-0.649819679946291
NsiI.TP552941,3,59555416,0.000805550504546084,NA,-0.950859802908114
NsiI.TP557979,3, 7233715,6.19774503684765e-05,NA,-0.295445519175118
NsiI.TP563184,11,   16104,0.00201696714426859,NA,-1.06781483985442
NsiI.TP570570,3,71299631,0.00696959791605066,NA,-0.225886865691731
NsiI.TP575545,11,   16264,0.0070800709523858,NA,-0.349432634738305
NsiI.TP588722,1,73488218,0.00391312610185659,NA,-0.990774097865268
NsiI.TP589543,11,   16456,0.00244003269961096,NA,-1.48054429855318
NsiI.TP590374,9,55508269,0.00451937412580917,NA,-0.885741242536393
NsiI.TP592384,11,   16483,0.00105388503455542,NA,0.352907444783361
NsiI.TP617710,11,   16747,0.00269639617431128,NA,-1.03081971788475
NsiI.TP617851,8,47966863,0.0058225875906358,NA,-0.956892856787597
NsiI.TP632540,11,   16989,0.00208153656074394,NA,-0.961892107123933
NsiI.TP652578,11,   17171,0.00143712197637643,NA,0.410232339187527
NsiI.TP682001,11,   17541,0.00652335047615003,NA,-0.817619751952545
NsiI.TP713435,11,   17915,0.00196601822665228,NA,0.453229643473407
NsiI.TP716271,11,   17956,0.00696422481473388,NA,0.520362641557723
NsiI.TP720113,3,68390691,3.41097799787189e-05,NA,11.0615662655751
NsiI.TP721775,5,61059006,0.00463340213180417,NA,0.264685335640271
NsiI.TP730806,2,74269636,0.00734149399804146,NA,-0.56331617914659
NsiI.TP732249,11,   18115,0.0012445376647076,NA,0.490261092127914
NsiI.TP749313,4, 1795879,0.00889114027615286,NA,-64.1387017889247
NsiI.TP755539,7,15663779,0.00703063378269077,NA,0.245453140345819
NsiI.TP770845,6,54209651,0.00758333346488493,NA,-0.327864268410283
NsiI.TP777696,1,65354775,0.00349282161155903,NA,-0.359399862352201
NsiI.TP784170,11,   18782,0.00992314675736724,NA,0.39340340716823
NsiI.TP809216,3,54180951,0.00289275973262158,NA,-186.631541671726
NsiI.TP820115,3,12885820,0.00792053947908479,NA,0.314365738746482
NsiI.TP825176,10,56124622,0.00893317932850197,NA,1.04433812200539
NsiI.TP825860,2,62131029,0.00487111952660548,NA,-0.725198668134016
NsiI.TP832922,11,   19344,0.00575461866961124,NA,-0.397340342487387
