SNP,Chromosome,Position,P.value,effect,SNP,maf,nobs
NsiI.TP579169,7,40226521,7.55733149142383e-07,-0.10874031715413,NsiI.TP579169,0.0377358490566038,106
NsiI.TP481176,1,7350098,1.81642780086594e-05,-0.0415631959048046,NsiI.TP481176,0.245283018867925,106
PstI.TP1052140,6,19137861,3.79132630793631e-05,0.058602671235417,PstI.TP1052140,0.0990566037735849,106
PstI.TP537424,3,53114444,0.000252150282011443,-0.0321997962789835,PstI.TP537424,0.334905660377358,106
NsiI.TP739117,9,59004735,0.000330903074668404,0.0411431133584507,NsiI.TP739117,0.245283018867924,106
PstI.TP886053,11,6191,0.000672203950636423,-0.100429650155914,PstI.TP886053,0.0235849056603774,106
PstI.TP548709,2,61335066,0.000759728824019286,0.0518458677423735,PstI.TP548709,0.0660377358490566,106
NsiI.TP666939,2,61311508,0.00210358719747145,-0.0495979759040404,NsiI.TP666939,0.0518867924528302,106
PstI.TP912712,2,58773993,0.00253907395697852,-0.0857786078109001,PstI.TP912712,0.0283018867924528,106
PstI.TP450060,7,8209747,0.00261938055603625,-0.043360329030291,PstI.TP450060,0.0990566037735849,106
PstI.TP106713,11,884,0.00297865640180789,0.082165483937675,PstI.TP106713,0.0188679245283019,106
PstI.TP919648,11,6431,0.00341374845715817,0.10407431635636,PstI.TP919648,0.0141509433962264,106
PstI.TP683907,1,4900973,0.0037694977447137,0.0378200985665486,PstI.TP683907,0.174528301886792,106
PstI.TP297697,7,65274615,0.00439109035227812,-0.0775662622095844,PstI.TP297697,0.0283018867924528,106
PstI.TP188641,3,6088178,0.00446291685615441,-0.0372203665814289,PstI.TP188641,0.141509433962264,106
NsiI.TP245967,4,61489840,0.00479975863302628,-0.0493792933957142,NsiI.TP245967,0.0660377358490566,106
PstI.TP457393,1,60097068,0.00501899430521685,-0.0308145495404139,PstI.TP457393,0.207547169811321,106
NsiI.TP658897,11,17214,0.00506743598988677,-0.0266593386876186,NsiI.TP658897,0.325471698113208,106
PstI.TP1122752,2,56295956,0.00553513488950083,-0.0278987423205552,PstI.TP1122752,0.221698113207547,106
NsiI.TP458921,11,14597,0.00560364365228786,0.0339325749784481,NsiI.TP458921,0.367924528301887,106
PstI.TP714069,4,62405613,0.00616342997234909,0.0751435902106673,PstI.TP714069,0.0235849056603774,106
NsiI.TP12272,11,9260,0.00686034416833265,0.0260397543380044,NsiI.TP12272,0.424528301886792,106
PstI.TP1002549,3,61933672,0.00706367426168596,0.020853475975107,PstI.TP1002549,0.35377358490566,106
PstI.TP120638,4,35323656,0.0074020731138351,-0.0328474961295496,PstI.TP120638,0.150943396226415,106
PstI.TP1248832,3,65713285,0.00802529277001,-0.0305311174640489,PstI.TP1248832,0.150943396226415,106
NsiI.TP440678,11,14284,0.00811896941488002,-0.0743609071012047,NsiI.TP440678,0.0235849056603774,106
NsiI.TP523719,11,15596,0.00834724151038683,-0.104117442425761,NsiI.TP523719,0.0141509433962264,106
PstI.TP1257104,3,2916484,0.00843960507341168,0.0265323921725533,PstI.TP1257104,0.254716981132075,106
NsiI.TP127064,3,72149010,0.00871211458054559,0.0651605139851349,NsiI.TP127064,0.0235849056603774,106
PstI.TP1038754,8,58785840,0.00890933588072922,0.0242851370173772,PstI.TP1038754,0.415094339622642,106
PstI.TP197677,1,65249144,0.00936019431960124,0.0345132679165881,PstI.TP197677,0.334905660377358,106
PstI.TP736289,1,4314719,0.00954290723640724,0.0697195989316503,PstI.TP736289,0.0283018867924528,106
NsiI.TP454231,1,75616421,0.0096545933950967,0.036095177330492,NsiI.TP454231,0.117924528301887,106
NsiI.TP38202,1,74974320,0.00978766596089827,-0.0286201780103265,NsiI.TP38202,0.188679245283019,106
PstI.TP720017,11,4972,0.011125015085345,0.0613506411350195,PstI.TP720017,0.0330188679245284,106
NsiI.TP229964,9,54430662,0.0116742395299841,0.0460848445254431,NsiI.TP229964,0.0613207547169812,106
NsiI.TP445310,11,14390,0.0117404036555842,-0.0379391374583431,NsiI.TP445310,0.0943396226415094,106
PstI.TP183270,4,51849104,0.0117500718846309,0.0329140267080465,PstI.TP183270,0.117924528301887,106
NsiI.TP442209,11,14322,0.0124146975478674,-0.0283412003497371,NsiI.TP442209,0.155660377358491,106
PstI.TP8376,4,59384691,0.0133436258823619,0.0300414541420574,PstI.TP8376,0.19811320754717,106
NsiI.TP66747,11,9923,0.0137178780149146,0.0673660170867221,NsiI.TP66747,0.0471698113207547,106
PstI.TP329239,11,2605,0.013823324267988,-0.0903099836529152,PstI.TP329239,0.0141509433962264,106
PstI.TP317521,4,66042591,0.0140716127483383,0.0387391079383959,PstI.TP317521,0.155660377358491,106
PstI.TP545419,3,2528853,0.0142230556658208,0.0265063193794387,PstI.TP545419,0.363207547169811,106
PstI.TP798665,11,5530,0.0146343681409122,-0.0291151323705638,PstI.TP798665,0.212264150943396,106
PstI.TP411848,11,3188,0.0146664373951277,0.0237080104539362,PstI.TP411848,0.471698113207547,106
NsiI.TP426185,3,6645847,0.0147129736134363,-0.0251064916948699,NsiI.TP426185,0.160377358490566,106
NsiI.TP646777,2,13780108,0.0152961175515111,-0.0761896730963267,NsiI.TP646777,0.0188679245283019,106
NsiI.TP545512,1,65564544,0.0154839753745493,0.0338694699292393,NsiI.TP545512,0.155660377358491,106
PstI.TP1029819,5,10196113,0.0161212583702962,-0.0205901633931338,PstI.TP1029819,0.306603773584906,106
PstI.TP853014,3,11408141,0.0164772067982582,0.0351918101466881,PstI.TP853014,0.0990566037735849,106
PstI.TP130255,1,78156903,0.0164869926463627,0.0210920791090297,PstI.TP130255,0.443396226415094,106
PstI.TP256734,10,60799113,0.0169411721228502,-0.0397438078069681,PstI.TP256734,0.0754716981132075,106
NsiI.TP819458,11,19172,0.0172053204858017,-0.0333089414760639,NsiI.TP819458,0.108490566037736,106
PstI.TP243328,2,58674737,0.0173859049716663,0.0212112114643695,PstI.TP243328,0.405660377358491,106
NsiI.TP55777,4,64398950,0.0174687381901021,0.0310960333924537,NsiI.TP55777,0.108490566037736,106
PstI.TP1193997,11,8448,0.0177811420474776,0.0272022320259769,PstI.TP1193997,0.141509433962264,106
PstI.TP245404,1,79960134,0.0179657511756966,-0.0329110609930073,PstI.TP245404,0.150943396226415,106
PstI.TP528884,2,63869478,0.0181660679213139,-0.0586433591736457,PstI.TP528884,0.0330188679245283,106
PstI.TP410821,2,8615723,0.0183465295035,0.0374041819166136,PstI.TP410821,0.0707547169811321,106
PstI.TP602287,7,10755063,0.0194951220288741,0.0241056534229872,PstI.TP602287,0.433962264150943,106
PstI.TP798238,3,73087364,0.0200751199473696,-0.0335126650404499,PstI.TP798238,0.25,106
PstI.TP246329,3,29389536,0.0214620634195163,-0.0812557308760142,PstI.TP246329,0.0141509433962265,106
PstI.TP1182033,9,14585751,0.0217601464030942,0.0492385241686548,PstI.TP1182033,0.0613207547169811,106
PstI.TP266635,9,48104553,0.0218915022345675,-0.0328447761930096,PstI.TP266635,0.0943396226415094,106
NsiI.TP690791,4,16551464,0.0220241490709384,-0.0456171878022585,NsiI.TP690791,0.0377358490566038,106
NsiI.TP432863,4,67320729,0.0220852816924992,0.0387810623003764,NsiI.TP432863,0.0943396226415094,106
NsiI.TP765320,7,5038310,0.0221526058690523,-0.0307203023098874,NsiI.TP765320,0.113207547169811,106
PstI.TP1133379,4,51922694,0.0227007117022808,0.0434891612359095,PstI.TP1133379,0.0943396226415094,106
PstI.TP115113,4,61331043,0.0228341945558756,0.054983222091668,PstI.TP115113,0.0330188679245284,106
NsiI.TP395863,11,13491,0.0230370132548937,0.0263352735662608,NsiI.TP395863,0.132075471698113,106
PstI.TP59340,11,501,0.023554898605835,-0.0203961560431102,PstI.TP59340,0.433962264150943,106
PstI.TP269566,3,63644939,0.0236762790475258,0.0197398861450704,PstI.TP269566,0.30188679245283,106
PstI.TP532426,7,64966356,0.0237782535487894,0.0179758501077685,PstI.TP532426,0.476415094339623,106
NsiI.TP742769,2,64965783,0.0238755252274651,-0.0223156720667542,NsiI.TP742769,0.174528301886792,106
PstI.TP15637,11,124,0.0238829274955919,-0.0210942071115864,PstI.TP15637,0.424528301886792,106
PstI.TP96410,3,4423816,0.024192178846237,0.0172453220599214,PstI.TP96410,0.174528301886792,106
PstI.TP838226,7,56380657,0.0245036618235794,0.0499984352836279,PstI.TP838226,0.0471698113207547,106
NsiI.TP588890,4,9914641,0.0245867451075052,-0.0199169744836434,NsiI.TP588890,0.39622641509434,106
NsiI.TP680194,11,17508,0.0247807727629199,-0.070294081944768,NsiI.TP680194,0.0188679245283019,106
NsiI.TP489836,1,57849492,0.0247854581505934,-0.0210797759779919,NsiI.TP489836,0.320754716981132,106
PstI.TP747280,5,12790396,0.0249545990518944,-0.0379201586341299,PstI.TP747280,0.0613207547169811,106
NsiI.TP415908,3,54738061,0.0251738551989183,0.0242052275124287,NsiI.TP415908,0.188679245283019,106
NsiI.TP388907,2,71256645,0.0255099640413577,-0.021536725823556,NsiI.TP388907,0.283018867924528,106
PstI.TP901855,6,42551665,0.0257403173825082,-0.0514350111386556,PstI.TP901855,0.0518867924528302,106
PstI.TP799542,5,1321222,0.0261914070982107,0.0306765059471283,PstI.TP799542,0.10377358490566,106
NsiI.TP529124,3,63127607,0.0267855051821905,-0.0296253421477608,NsiI.TP529124,0.141509433962264,106
NsiI.TP340134,7,63082166,0.0274042656446211,0.0628080004069458,NsiI.TP340134,0.0235849056603774,106
PstI.TP790069,2,699673,0.028233418366905,-0.0328611165191832,PstI.TP790069,0.287735849056604,106
PstI.TP805691,4,66925540,0.0284347644829318,-0.0332126320704048,PstI.TP805691,0.10377358490566,106
PstI.TP39747,11,327,0.0288038416955607,-0.0320897986815718,PstI.TP39747,0.0943396226415094,106
PstI.TP424566,1,8533790,0.0290258962584463,-0.028063138203914,PstI.TP424566,0.14622641509434,106
PstI.TP1133476,10,53345019,0.0292436942613797,-0.0581523551308784,PstI.TP1133476,0.0330188679245283,106
PstI.TP487745,6,47618306,0.0292594746289473,0.062255206090665,PstI.TP487745,0.0235849056603774,106
