SNP,Chromosome,Position ,P.value,maf,nobs,Rsquare.of.Model.without.SNP,Rsquare.of.Model.with.SNP,effect
PstI.TP1052140,6,19137861,1.36461878916844e-05,0.0990566037735849,106,0,0.198624380371832,0.0148611907216282
NsiI.TP481176,1, 7350098,1.64214974474348e-05,0.245283018867925,106,0,0.194575867222986,-0.0105388279351034
PstI.TP1071296,11,    7466,1.74917191610283e-05,0.132075471698113,106,0,0.193199085630834,0.0122673396868038
PstI.TP1159423,11,    8140,1.97555148710426e-05,0.405660377358491,106,0,0.190550733833167,0.0102315633497968
NsiI.TP560012,11,   16067,2.51523376501798e-05,0.297169811320755,106,0,0.185317115273993,-0.00994796254952127
PstI.TP1126710,1,18437271,2.79242521001601e-05,0.0235849056603774,106,0,0.18306071890577,0.0312382443356205
PstI.TP1176910,11,    8293,3.65560961330847e-05,0.0188679245283019,106,0,0.177272533754822,-0.0341999419804666
PstI.TP548709,2,61335066,4.93922328715327e-05,0.0660377358490566,106,0,0.170848646272159,0.0146737079671402
PstI.TP490779,11,    3725,4.97219766001923e-05,0.0613207547169811,106,0,0.170707132271173,0.0179830569290438
PstI.TP770895,1,13263569,7.05552205283822e-05,0.127358490566038,106,0,0.163296058477967,0.0136915038330869
NsiI.TP579169,7,40226521,0.000105616863783199,0.0377358490566038,106,0,0.154830029585347,-0.0230570792248648
PstI.TP947391,1, 4891496,0.000114520670701061,0.0377358490566038,106,0,0.153141581112386,0.0203447153980662
PstI.TP112609,11,     932,0.000144815473449692,0.155660377358491,106,0,0.148264495946141,0.0107263300863741
NsiI.TP66747,11,    9923,0.000153749337582651,0.0471698113207547,106,0,0.147025132474684,0.0203046214889487
PstI.TP1124649,11,    7892,0.000157766095172102,0.089622641509434,106,0,0.146491772298848,-0.0137791711063532
PstI.TP457393,1,60097068,0.000164275911001737,0.207547169811321,106,0,0.145656259257135,-0.0086240566386335
PstI.TP629259,1, 4276027,0.000177113123462038,0.377358490566038,106,0,0.144103769210579,-0.00858775256727395
PstI.TP938416,11,    6563,0.0001832259041319,0.0518867924528302,106,0,0.143404618535157,-0.015154179856634
PstI.TP96410,3, 4423816,0.00018920728886734,0.174528301886792,106,0,0.142743274381334,0.00975625577476155
PstI.TP731882,3,19716780,0.000191488287355779,0.0660377358490566,106,0,0.142496701561316,0.0172575523344083
PstI.TP895159,11,    6243,0.000233725844508756,0.160377358490566,106,0,0.138406504983991,0.0103058349639655
