"","ID","Trait.name","Method","SNP","Chromosome","Position","P.value"
"1",1,"FD_1","FASTmrMLM","PstI.TP1142098",1,2178144,0
"2",2,"FD_1","FASTmrMLM","NsiI.TP257077",1,6103539,0
"3",3,"FD_1","FASTmrMLM","NsiI.TP102967",1,6105258,0
"4",4,"FD_1","FASTmrMLM","PstI.TP662300",1,9383388,0
"5",5,"FD_1","FASTmrMLM","NsiI.TP736839",1,11973561,0
"6",6,"FD_1","FASTmrMLM","PstI.TP1126710",1,18437271,0
"7",7,"FD_1","FASTmrMLM","NsiI.TP425431",1,29611471,0
"8",8,"FD_1","FASTmrMLM","NsiI.TP30868",1,51136397,0
"9",9,"FD_1","FASTmrMLM","NsiI.TP413314",1,58050134,0
"10",10,"FD_1","FASTmrMLM","PstI.TP457393",1,60097068,0
"11",11,"FD_1","FASTmrMLM","PstI.TP929267",1,63290479,0
"12",12,"FD_1","FASTmrMLM","PstI.TP820348",1,64116607,0
"13",13,"FD_1","FASTmrMLM","NsiI.TP690845",1,73173149,0
"14",14,"FD_1","FASTmrMLM","NsiI.TP222587",1,73275339,0
"15",15,"FD_1","FASTmrMLM","PstI.TP134743",1,73610397,0
"16",16,"FD_1","FASTmrMLM","PstI.TP640960",1,80209769,0
"17",17,"FD_1","FASTmrMLM","PstI.TP360841",2,2832783,0
"18",18,"FD_1","FASTmrMLM","NsiI.TP765685",2,16612091,0
"19",19,"FD_1","FASTmrMLM","PstI.TP210905",2,72650615,0
"20",20,"FD_1","FASTmrMLM","NsiI.TP777037",2,73985749,0
"21",21,"FD_1","FASTmrMLM","PstI.TP40160",2,77518912,0
"22",22,"FD_1","FASTmrMLM","NsiI.TP436966",3,208286,0
"23",23,"FD_1","FASTmrMLM","PstI.TP312198",3,8384639,0
"24",24,"FD_1","FASTmrMLM","PstI.TP661215",3,54129611,0
"25",25,"FD_1","FASTmrMLM","NsiI.TP299172",3,55365719,0
"26",26,"FD_1","FASTmrMLM","NsiI.TP123780",3,55955099,0
"27",27,"FD_1","FASTmrMLM","NsiI.TP215974",3,56338222,0
"28",28,"FD_1","FASTmrMLM","NsiI.TP496851",3,61267172,0
"29",29,"FD_1","FASTmrMLM","PstI.TP513949",3,61369495,0
"30",30,"FD_1","FASTmrMLM","PstI.TP964683",3,64769478,0
"31",31,"FD_1","FASTmrMLM","PstI.TP622176",3,65129470,0
"32",32,"FD_1","FASTmrMLM","PstI.TP918301",3,66190813,0
"33",33,"FD_1","FASTmrMLM","GFSSContig11128_893",3,69715214,0
"34",34,"FD_1","FASTmrMLM","PstI.TP346735",3,71414448,0
"35",35,"FD_1","FASTmrMLM","PstI.TP568461",3,74315454,0
