"","ID","Method","Trait.name","SNP","Chromosome","Position","P.value"
"1",1,"SUPER","FD_1","PstI.TP856852",1,1153760,0.00000679489880204458
"2",2,"SUPER","FD_1","NsiI.TP486649",1,2601704,0.000148571447583685
"3",3,"SUPER","FD_1","NsiI.TP486661",1,4467735,0.000207268885781385
"4",4,"SUPER","FD_1","PstI.TP68903",1,5898727,0.000168870325250746
"5",5,"SUPER","FD_1","NsiI.TP554788",1,5933733,0.000118323666731225
"6",6,"SUPER","FD_1","NsiI.TP476261",1,6164220,0.00000391025739966917
"7",7,"SUPER","FD_1","NsiI.TP441010",1,7822032,0.0000111998193962147
"8",8,"SUPER","FD_1","PstI.TP1286999",1,9623485,0.000132527092899338
"9",9,"SUPER","FD_1","PstI.TP91211",1,10530796,0.0000571721914447755
"10",10,"SUPER","FD_1","NsiI.TP195180",1,12857502,0.00011403701471895
"11",11,"SUPER","FD_1","PstI.TP392482",1,17611146,0.000190143589091961
"12",12,"SUPER","FD_1","PstI.TP643290",1,53455562,0.000143486923898152
"13",13,"SUPER","FD_1","NsiI.TP808101",1,55581036,0.000173275334277799
"14",14,"SUPER","FD_1","NsiI.TP241069",1,56195369,0.0000509962459610305
"15",15,"SUPER","FD_1","NsiI.TP509280",1,58994548,0.00014078779545988
"16",16,"SUPER","FD_1","PstI.TP1185674",1,60148122,0.00010304789181568
"17",17,"SUPER","FD_1","NsiI.TP123778",1,60586278,0.000167299950480274
"18",18,"SUPER","FD_1","NsiI.TP119595",1,61467903,0.0000515101913591298
"19",19,"SUPER","FD_1","NsiI.TP761443",1,62177665,0.0000420496410041612
"20",20,"SUPER","FD_1","NsiI.TP549898",1,62918080,0.000139165554808807
"21",21,"SUPER","FD_1","NsiI.TP674601",1,69112506,0.0000932192589105408
"22",22,"SUPER","FD_1","NsiI.TP469911",1,72682614,0.00000374734513362142
"23",23,"SUPER","FD_1","PstI.TP1004938",1,72895372,0.000000647987922135478
"24",24,"SUPER","FD_1","NsiI.TP528762",1,76435180,0.00000113399712829971
"25",25,"SUPER","FD_1","PstI.TP14467",10,3103147,0.000000391285902524478
"26",26,"SUPER","FD_1","NsiI.TP237545",10,5377137,0.0000150273690425522
"27",27,"SUPER","FD_1","NsiI.TP440694",10,6482395,0.000172353614539281
"28",28,"SUPER","FD_1","PstI.TP77980",10,10346907,0.000204125734584395
"29",29,"SUPER","FD_1","NsiI.TP321836",10,43096218,0.0000557330846998031
"30",30,"SUPER","FD_1","PstI.TP195926",10,51681294,0.0000115017208488781
"31",31,"SUPER","FD_1","NsiI.TP260208",10,52582112,0.000128404990883967
"32",32,"SUPER","FD_1","PstI.TP410728",10,54017261,0.0000549516119886628
"33",33,"SUPER","FD_1","NsiI.TP652320",10,54138549,0.00000216678300672843
"34",34,"SUPER","FD_1","NsiI.TP627077",10,60121241,0.000192482932421199
"35",35,"SUPER","FD_1","PstI.TP100020",11,817,0.0000219831804467864
"36",36,"SUPER","FD_1","PstI.TP158011",11,1295,0.0000860039750419183
"37",37,"SUPER","FD_1","PstI.TP159372",11,1308,0.0000258146950519787
"38",38,"SUPER","FD_1","PstI.TP189070",11,1540,0.000182121345305457
"39",39,"SUPER","FD_1","PstI.TP225347",11,1850,0.0000667591518875584
"40",40,"SUPER","FD_1","PstI.TP234053",11,1921,0.0000969314451831788
"41",41,"SUPER","FD_1","PstI.TP248137",11,2017,0.0000815734110402225
"42",42,"SUPER","FD_1","PstI.TP344604",11,2716,0.0000367062871302511
"43",43,"SUPER","FD_1","PstI.TP355533",11,2805,0.0000895645297590519
"44",44,"SUPER","FD_1","PstI.TP377694",11,2955,0.000131956870918933
"45",45,"SUPER","FD_1","PstI.TP492157",11,3737,0.0000613883233465731
"46",46,"SUPER","FD_1","PstI.TP621310",11,4360,0.0000225356748008547
"47",47,"SUPER","FD_1","PstI.TP632245",11,4440,0.0000453396010408223
"48",48,"SUPER","FD_1","PstI.TP643842",11,4529,0.000114296263843642
"49",49,"SUPER","FD_1","PstI.TP662789",11,4624,0.0000943326462505874
"50",50,"SUPER","FD_1","PstI.TP681216",11,4720,0.000213184744765972
"51",51,"SUPER","FD_1","PstI.TP684381",11,4732,0.000155868649211059
"52",52,"SUPER","FD_1","PstI.TP685319",11,4739,0.0000134966230708456
"53",53,"SUPER","FD_1","PstI.TP687504",11,4751,0.0000140764626433071
"54",54,"SUPER","FD_1","PstI.TP698613",11,4826,0.000113194761168744
"55",55,"SUPER","FD_1","PstI.TP719900",11,4970,0.0000890464575217568
"56",56,"SUPER","FD_1","PstI.TP804124",11,5573,0.000156345387885276
"57",57,"SUPER","FD_1","PstI.TP836762",11,5799,0.0000475302082160426
"58",58,"SUPER","FD_1","PstI.TP885027",11,6185,0.0000132153284714007
"59",59,"SUPER","FD_1","PstI.TP926161",11,6485,0.000149749267012737
