"Trait ID","Trait name","Method","RS#","Chromosome","Marker Position (bp)","QTN effect","LOD score","-log10(P)","r2 (%)","MAF","Genotype  for code 1","Var_Error","Var_phen (total)"
"18","Trait33","FASTmrMLM","NsiI.TP257077","1","6103539","0.003","1043.3353","Inf","1.0296","0.4868","C","0","8e-04"
"18","Trait33","FASTmrMLM","NsiI.TP102967","1","6105258","-0.0015","874.5594","Inf","0.2832","0.2851","A","",""
"18","Trait33","FASTmrMLM","NsiI.TP481176","1","7350098","0.0028","1020.2537","Inf","0.3055","0.2456","A","",""
"18","Trait33","FASTmrMLM","PstI.TP1126710","1","18437271","3e-04","995.4171","Inf","0","0.0307","G","",""
"18","Trait33","FASTmrMLM","PstI.TP109752","1","50256891","0.001","900.6726","Inf","0.0245","0.0702","A","",""
"18","Trait33","FASTmrMLM","NsiI.TP30868","1","51136397","-0.0012","989.34","Inf","0.0357","0.114","G","",""
"18","Trait33","FASTmrMLM","PstI.TP1248141","1","57379416","0.0024","930.8009","Inf","0.7084","0.2675","C","",""
"18","Trait33","FASTmrMLM","PstI.TP929267","1","63290479","-8e-04","979.3032","Inf","0.0289","0.1886","C","",""
"18","Trait33","FASTmrMLM","PstI.TP134743","1","73610397","-8e-04","901.024","Inf","0.0148","0.0482","A","",""
"18","Trait33","FASTmrMLM","NsiI.TP323223","1","74770267","0.001","922.219","Inf","0.0438","0.1623","C","",""
"18","Trait33","FASTmrMLM","PstI.TP537292","1","78162057","-0.0015","998.5785","Inf","0.265","0.2807","C","",""
"18","Trait33","FASTmrMLM","PstI.TP245404","1","79960134","-0.0024","807.9006","Inf","0","0.1535","C","",""
"18","Trait33","FASTmrMLM","PstI.TP640960","1","80209769","0.0016","1039.7397","Inf","0.0346","0.0395","C","",""
"18","Trait33","FASTmrMLM","PstI.TP360841","2","2832783","9e-04","1025.5657","Inf","0.0418","0.4079","C","",""
"18","Trait33","FASTmrMLM","NsiI.TP765685","2","16612091","-0.0015","1012.4171","Inf","0","0.0307","A","",""
"18","Trait33","FASTmrMLM","NsiI.TP205114","2","58611885","-0.0025","952.8409","Inf","0.5167","0.3289","G","",""
"18","Trait33","FASTmrMLM","NsiI.TP430697","2","62257725","0.0035","732.5491","Inf","1.5782","0.25","A","",""
"18","Trait33","FASTmrMLM","PstI.TP1213136","2","64427943","-3e-04","946.2904","Inf","0.0084","0.3246","A","",""
"18","Trait33","FASTmrMLM","PstI.TP293151","2","65329772","-0.002","1052.5989","Inf","0.429","0.3728","A","",""
"18","Trait33","FASTmrMLM","PstI.TP800800","2","66545388","-0.0011","1016.3004","Inf","0.0152","0.0482","C","",""
"18","Trait33","FASTmrMLM","PstI.TP778374","2","70165447","-0.0024","951.4534","Inf","0.2875","0.0658","A","",""
"18","Trait33","FASTmrMLM","PstI.TP40160","2","77518912","0.0014","1030.6034","Inf","0.0389","0.0702","G","",""
