"Trait ID","Trait name","Method","RS#","Chromosome","Marker Position (bp)","QTN effect","LOD score","-log10(P)","r2 (%)","MAF","Genotype  for code 1","Var_Error","Var_phen (total)"
"12","Trait27","FASTmrMLM","NsiI.TP487841","1","12659124","2.1498e-05","3.8451","4.5889","0","0.0351","A","0","3e-04"
"12","Trait27","FASTmrMLM","PstI.TP1126710","1","18437271","4e-04","16.0847","Inf","0","0.0307","G","",""
"12","Trait27","FASTmrMLM","NsiI.TP222587","1","73275339","7e-04","4.8843","5.6757","0.127","0.1754","A","",""
"12","Trait27","FASTmrMLM","PstI.TP640960","1","80209769","9e-04","10.8923","11.8484","0.0318","0.0395","C","",""
"12","Trait27","FASTmrMLM","NsiI.TP765685","2","16612091","-8e-04","16.5262","Inf","0","0.0307","A","",""
"12","Trait27","FASTmrMLM","NsiI.TP436966","3","208286","4e-04","7.105","7.9726","0.0402","0.1009","A","",""
"12","Trait27","FASTmrMLM","PstI.TP217258","3","3992070","4e-04","5.1695","5.9723","0.0141","0.0395","C","",""
"12","Trait27","FASTmrMLM","PstI.TP278960","3","5435168","-0.0011","14.0982","15.1095","0.3227","0.1404","G","",""
"12","Trait27","FASTmrMLM","PstI.TP661215","3","54129611","0.0022","20.0134","Inf","1.8794","0.2237","A","",""
"12","Trait27","FASTmrMLM","NsiI.TP123780","3","55955099","1e-04","4.8787","5.6699","0.0034","0.2632","C","",""
"12","Trait27","FASTmrMLM","PstI.TP513949","3","61369495","0.0018","7.9841","8.8757","1.2598","0.3553","A","",""
"12","Trait27","FASTmrMLM","PstI.TP964683","3","64769478","-9e-04","12.8743","13.8647","0.0805","0.0439","C","",""
"12","Trait27","FASTmrMLM","GFSSContig11128_893","3","69715214","6e-04","4.8598","5.6502","0.1146","0.4474","T","",""
"12","Trait27","FASTmrMLM","PstI.TP572438","3","71178778","-6e-04","5.7488","6.5731","0.0437","0.1579","A","",""
"12","Trait27","FASTmrMLM","NsiI.TP34695","4","6508508","-7e-04","9.6479","10.5787","0.0734","0.0526","A","",""
"12","Trait27","FASTmrMLM","NsiI.TP396297","5","25952867","0.0013","7.2124","8.0831","0.6299","0.2675","A","",""
"12","Trait27","FASTmrMLM","NsiI.TP604676","5","62326679","0.002","21.0083","Inf","0.9835","0.1404","A","",""
"12","Trait27","FASTmrMLM","PstI.TP133136","5","65324990","0.0016","6.8139","7.6729","0.3595","0.2237","C","",""
"12","Trait27","FASTmrMLM","NsiI.TP211131","6","32284894","-0.0016","3.1638","3.8694","0.1253","0.1184","C","",""
"12","Trait27","FASTmrMLM","NsiI.TP614958","6","45639721","-0.0014","14.8758","15.9546","0.183","0.1184","A","",""
"12","Trait27","FASTmrMLM","PstI.TP705829","6","58061911","-0.0013","4.9972","5.7932","0.1325","0.1053","G","",""
"12","Trait27","FASTmrMLM","PstI.TP852912","6","60106545","0.0012","9.0708","9.9888","0.3021","0.1491","C","",""
"12","Trait27","FASTmrMLM","PstI.TP297547","7","5291285","-1e-04","5.2288","6.0339","2e-04","0.0351","A","",""
"12","Trait27","FASTmrMLM","PstI.TP223028","8","3037045","2e-04","6.5622","7.4135","0.0097","0.1009","A","",""
"12","Trait27","FASTmrMLM","NsiI.TP422808","10","5343480","6e-04","8.9831","9.8991","0.1078","0.3991","A","",""
"12","Trait27","FASTmrMLM","PstI.TP1264238","10","5451657","0.0012","5.4814","6.2961","0.0748","0.0526","C","",""
"12","Trait27","FASTmrMLM","PstI.TP271541","10","56172761","0.0017","27.5227","Inf","0.4924","0.0921","C","",""
"12","Trait27","FASTmrMLM","PstI.TP125992","11","1054","0.0017","8.3391","9.2397","0.2442","0.5","C","",""
"12","Trait27","FASTmrMLM","PstI.TP151071","11","1250","-5e-04","3.2721","3.9842","0.0132","0.1447","G","",""
"12","Trait27","FASTmrMLM","PstI.TP434247","11","3327","0.0014","6.7911","7.6494","0.436","0.2544","C","",""
