"Trait ID","Trait name","Method","RS#","Chromosome","Marker Position (bp)","QTN effect","LOD score","-log10(P)","r2 (%)","MAF","Genotype  for code 1","Var_Error","Var_phen (total)"
"15","Trait30","FASTmrMLM","NsiI.TP257077","1","6103539","0.006","5.0617","5.8603","3.4533","0.4868","C","3e-04","0.001"
"15","Trait30","FASTmrMLM","PstI.TP1295242","1","70821690","-0.0114","3.2163","3.9251","0.9349","0.114","C","",""
"15","Trait30","FASTmrMLM","PstI.TP1281114","4","59340580","-0.0066","7.143","8.0117","1.8397","0.3509","A","",""
"15","Trait30","FASTmrMLM","PstI.TP133136","5","65324990","0.01","3.8637","4.6084","3.9382","0.2237","C","",""
"15","Trait30","FASTmrMLM","PstI.TP705829","6","58061911","-4e-04","4.6132","5.3932","0.0034","0.1053","G","",""
"15","Trait30","FASTmrMLM","PstI.TP785457","9","45493185","1.3329e-05","3.9398","4.6884","1.3521e-05","0.4079","C","",""
"15","Trait30","FASTmrMLM","PstI.TP1264238","10","5451657","0.0104","5.6495","6.4703","1.5393","0.0526","C","",""
"15","Trait30","FASTmrMLM","PstI.TP113541","11","940","0.0218","3.6382","4.3711","3.4616","0.0395","A","",""
"15","Trait30","FASTmrMLM","PstI.TP874146","11","6098","0.0128","5.3035","6.1115","6.0024","0.057","A","",""
"15","Trait30","FASTmrMLM","PstI.TP1018027","11","7068","0.0032","4.2087","4.9704","0.7053","0.1184","A","",""
"15","Trait30","FASTmrMLM","NsiI.TP243305","11","11873","0.0057","5.3633","6.1736","2.9856","0.2237","C","",""
"15","Trait30","FASTmrMLM","NsiI.TP495572","11","15165","0.0063","3.5762","4.3057","4.1654","0.3333","C","",""
