"Trait ID","Trait name","Method","RS#","Chromosome","Marker Position (bp)","QTN effect","LOD score","-log10(P)","r2 (%)","MAF","Genotype  for code 1","Var_Error","Var_phen (total)"
"6","Trait21","FASTmrMLM","NsiI.TP257077","1","6103539","0.0152","5.4457","6.2591","0.2456","0.4868","C","0.0216","0.0862"
"6","Trait21","FASTmrMLM","NsiI.TP481176","1","7350098","-1.7432e-05","7.5034","8.3822","1.1283e-07","0.2456","A","",""
"6","Trait21","FASTmrMLM","PstI.TP1295242","1","70821690","-0.0012","5.8783","6.7072","1e-04","0.114","C","",""
"6","Trait21","FASTmrMLM","NsiI.TP765685","2","16612091","-3.7942e-05","4.9636","5.7583","0","0.0307","A","",""
"6","Trait21","FASTmrMLM","PstI.TP661215","3","54129611","0.0787","13.9193","14.9132","7.0758","0.2237","A","",""
"6","Trait21","FASTmrMLM","PstI.TP513949","3","61369495","0.0277","6.2322","7.073","0.8879","0.3553","A","",""
"6","Trait21","FASTmrMLM","NsiI.TP821811","4","48427329","-0.1024","14.2663","15.2556","8.3301","0.1667","A","",""
"6","Trait21","FASTmrMLM","NsiI.TP604676","5","62326679","9.5121e-05","3.0027","3.6981","6.7609e-06","0.1404","A","",""
"6","Trait21","FASTmrMLM","PstI.TP1052140","6","19137861","0.1075","3.6403","4.3733","1.8145","0.1009","A","",""
"6","Trait21","FASTmrMLM","NsiI.TP144538","8","2605496","0.0453","3.3163","4.031","2.2335","0.3991","A","",""
"6","Trait21","FASTmrMLM","NsiI.TP383484","9","6111601","0.0732","3.9894","4.7404","3.3063","0.3158","C","",""
"6","Trait21","FASTmrMLM","PstI.TP125419","10","50424324","-0.0923","7.3189","8.1926","3.1653","0.2237","G","",""
"6","Trait21","FASTmrMLM","PstI.TP434247","11","3327","2.2738e-05","4.268","5.0324","3.4701e-07","0.2544","C","",""
"6","Trait21","FASTmrMLM","NsiI.TP16847","11","9317","-0.0047","6.1691","7.0078","0.0249","0.3596","C","",""
"6","Trait21","FASTmrMLM","NsiI.TP59023","11","9822","0.0052","3.7954","4.5366","0.0149","0.307","A","",""
"6","Trait21","FASTmrMLM","NsiI.TP243305","11","11873","0.007","5.2204","6.0252","0.0495","0.2237","C","",""
"6","Trait21","FASTmrMLM","NsiI.TP276353","11","12193","0.0033","5.3906","6.2019","0.0071","0.3026","C","",""
"6","Trait21","FASTmrMLM","NsiI.TP327219","11","12721","-2.2727e-05","3.4472","4.1695","4.4403e-07","0.1535","C","",""
"6","Trait21","FASTmrMLM","NsiI.TP434835","11","14151","0.0234","8.3592","9.2603","0.4223","0.3289","A","",""
"6","Trait21","FASTmrMLM","NsiI.TP460338","11","14623","-1.4128e-05","7.9587","8.8496","2.2128e-07","0.4079","A","",""
"6","Trait21","FASTmrMLM","NsiI.TP492468","11","15095","-1.8946e-05","3.0365","3.7341","2.8514e-07","0.1447","C","",""
"6","Trait21","FASTmrMLM","NsiI.TP769469","11","18608","1e-04","3.1899","3.897","1.4283e-05","0.1053","C","",""
