"Trait ID","Trait name","Method","RS#","Chromosome","Marker Position (bp)","QTN effect","LOD score","-log10(P)","r2 (%)","MAF","Genotype  for code 1","Var_Error","Var_phen (total)"
"11","Trait26","FASTmrMLM","NsiI.TP429501","1","1266624","5.143e-05","49.5113","Inf","5.5723e-05","0.2719","A","2e-04","0.0027"
"11","Trait26","FASTmrMLM","NsiI.TP257077","1","6103539","0.0048","49.8563","Inf","0.7601","0.4868","C","",""
"11","Trait26","FASTmrMLM","NsiI.TP481176","1","7350098","0.0043","66.3487","Inf","0.2113","0.2456","A","",""
"11","Trait26","FASTmrMLM","NsiI.TP425431","1","29611471","-2e-04","4.8916","5.6833","0.0016","0.4868","A","",""
"11","Trait26","FASTmrMLM","PstI.TP929267","1","63290479","-5e-04","32.8507","Inf","0.0044","0.1886","C","",""
"11","Trait26","FASTmrMLM","PstI.TP1295242","1","70821690","-0.0048","15.4195","Inf","0.0589","0.114","C","",""
"11","Trait26","FASTmrMLM","PstI.TP134743","1","73610397","-0.002","17.6305","Inf","0.0236","0.0482","A","",""
"11","Trait26","FASTmrMLM","PstI.TP360841","2","2832783","7.2359e-05","5.8508","6.6787","7.7037e-05","0.4079","C","",""
"11","Trait26","FASTmrMLM","NsiI.TP765685","2","16612091","-0.0032","35.1575","Inf","0","0.0307","A","",""
"11","Trait26","FASTmrMLM","PstI.TP210905","2","72650615","0.0016","12.1721","13.1511","0.0951","0.3289","C","",""
"11","Trait26","FASTmrMLM","NsiI.TP436966","3","208286","0.0025","22.6294","Inf","0.1453","0.1009","A","",""
"11","Trait26","FASTmrMLM","PstI.TP661215","3","54129611","0.0111","88.6733","Inf","4.4501","0.2237","A","",""
"11","Trait26","FASTmrMLM","PstI.TP513949","3","61369495","0.0062","55.9826","Inf","1.4098","0.3553","A","",""
"11","Trait26","FASTmrMLM","PstI.TP332845","3","68039381","-5e-04","9.2775","10.2002","0.0065","0.4474","C","",""
"11","Trait26","FASTmrMLM","NsiI.TP150749","3","69413427","-0.0015","47.965","Inf","0.0054","0.1272","C","",""
"11","Trait26","FASTmrMLM","PstI.TP346735","3","71414448","0.0019","35.1587","Inf","0.0271","0.1272","A","",""
"11","Trait26","FASTmrMLM","NsiI.TP56457","4","4041209","-0.0017","13.7186","14.7241","0.1002","0.3246","A","",""
"11","Trait26","FASTmrMLM","NsiI.TP821811","4","48427329","-0.007","57.4252","Inf","1.2362","0.1667","A","",""
"11","Trait26","FASTmrMLM","NsiI.TP750468","4","55101918","-0.001","30.423","Inf","0.019","0.1009","A","",""
"11","Trait26","FASTmrMLM","PstI.TP675318","4","60844616","-0.0021","13.0899","14.0854","0.0482","0.1272","A","",""
"11","Trait26","FASTmrMLM","PstI.TP935651","4","66370793","0.0032","27.1193","Inf","0.3457","0.2061","A","",""
"11","Trait26","FASTmrMLM","NsiI.TP245163","5","55180573","-6e-04","5.8853","6.7144","0.011","0.3816","A","",""
"11","Trait26","FASTmrMLM","NsiI.TP604676","5","62326679","0.0031","74.44","Inf","0.2209","0.1404","A","",""
"11","Trait26","FASTmrMLM","PstI.TP133136","5","65324990","0.0062","3.8822","4.6279","0.5261","0.2237","C","",""
"11","Trait26","FASTmrMLM","PstI.TP1052140","6","19137861","0.0095","37.733","Inf","0.4423","0.1009","A","",""
"11","Trait26","FASTmrMLM","NsiI.TP614958","6","45639721","-6e-04","7.9338","8.8241","0.0035","0.1184","A","",""
"11","Trait26","FASTmrMLM","PstI.TP351899","6","46132630","-3e-04","37.278","Inf","0.0025","0.25","A","",""
"11","Trait26","FASTmrMLM","PstI.TP198419","7","2405340","-5e-04","7.0062","7.8709","0.0037","0.1842","C","",""
"11","Trait26","FASTmrMLM","PstI.TP1278820","7","61813715","0.0011","10.7579","11.7114","0.0117","0.0395","C","",""
"11","Trait26","FASTmrMLM","PstI.TP532426","7","64966356","8e-04","14.0964","15.1095","0.0186","0.4693","C","",""
"11","Trait26","FASTmrMLM","NsiI.TP144538","8","2605496","0.0033","25.0234","Inf","0.3675","0.3991","A","",""
"11","Trait26","FASTmrMLM","PstI.TP223028","8","3037045","0.0028","27.92","Inf","0.1415","0.1009","A","",""
"11","Trait26","FASTmrMLM","NsiI.TP383484","9","6111601","0.0066","65.7623","Inf","0.8502","0.3158","C","",""
