"Trait ID","Trait name","Method","RS#","Chromosome","Marker Position (bp)","QTN effect","LOD score","-log10(P)","r2 (%)","MAF","Genotype  for code 1","Var_Error","Var_phen (total)"
"4","Trait19","FASTmrMLM","PstI.TP131472","1","7412958","2e-04","4.996","5.792","1e-04","0.0833","A","0.0024","0.0095"
"4","Trait19","FASTmrMLM","PstI.TP929267","1","63290479","-0.0279","3.23","3.9396","3.3228","0.1886","C","",""
"4","Trait19","FASTmrMLM","PstI.TP661215","3","54129611","3e-04","4.1388","4.8971","8e-04","0.2237","A","",""
"4","Trait19","FASTmrMLM","PstI.TP705829","6","58061911","-0.0056","7.7108","8.5952","0.0661","0.1053","G","",""
"4","Trait19","FASTmrMLM","PstI.TP1282314","9","15059279","0.0176","4.3288","5.0961","2.6884","0.1842","A","",""
"4","Trait19","FASTmrMLM","PstI.TP1264238","10","5451657","1.0435e-05","3.0502","3.7487","1.5601e-07","0.0526","C","",""
"4","Trait19","FASTmrMLM","PstI.TP125419","10","50424324","-0.0256","10.7768","11.7307","2.2255","0.2237","G","",""
"4","Trait19","FASTmrMLM","PstI.TP1020545","11","7078","0.0307","9.0404","9.9577","9.1767","0.4956","A","",""
"4","Trait19","FASTmrMLM","NsiI.TP46117","11","9698","1.0258e-05","3.217","3.9258","4.499e-07","0.0746","A","",""
"4","Trait19","FASTmrMLM","NsiI.TP59527","11","9833","0.027","10.1136","11.0542","7.6156","0.2807","A","",""
"4","Trait19","FASTmrMLM","NsiI.TP245890","11","11906","-0.0067","5.1283","5.9295","0.4551","0.4781","A","",""
"4","Trait19","FASTmrMLM","NsiI.TP276353","11","12193","0.0189","4.8588","5.6492","2.1063","0.3026","C","",""
"4","Trait19","FASTmrMLM","NsiI.TP652861","11","17176","-0.0359","5.1838","5.9872","3.551","0.2149","A","",""
