"","ID","Method","Trait.name","SNP","Chromosome","Position","P.value"
"1",1,"SUPER","GFW_50","PstI.TP856852",1,1153760,0.0000809756675646103
"2",2,"SUPER","GFW_50","PstI.TP396517",1,1727743,0.0000578794687622617
"3",3,"SUPER","GFW_50","NsiI.TP412045",1,2102732,0.0000931068331547652
"4",4,"SUPER","GFW_50","PstI.TP218456",1,2917050,0.000298139499691946
"5",5,"SUPER","GFW_50","PstI.TP637101",1,3390212,0.0000573187659770531
"6",6,"SUPER","GFW_50","PstI.TP346636",1,4227896,0.000223191035121699
"7",7,"SUPER","GFW_50","NsiI.TP476261",1,6164220,0.0000574774138021359
"8",8,"SUPER","GFW_50","NsiI.TP750756",1,6898016,0.0000704839048709119
"9",9,"SUPER","GFW_50","PstI.TP91211",1,10530796,0.00000899702538179005
"10",10,"SUPER","GFW_50","NsiI.TP195180",1,12857502,0.0000334979056745558
"11",11,"SUPER","GFW_50","PstI.TP1040925",1,23057306,0.000276213808888071
"12",12,"SUPER","GFW_50","PstI.TP643290",1,53455562,0.000182282762421189
"13",13,"SUPER","GFW_50","PstI.TP1248141",1,57379416,0.0000329983597033285
"14",14,"SUPER","GFW_50","PstI.TP1185674",1,60148122,0.0000456043567167398
"15",15,"SUPER","GFW_50","NsiI.TP123778",1,60586278,0.0000180429364057925
"16",16,"SUPER","GFW_50","NsiI.TP119595",1,61467903,0.0002359263142487
"17",17,"SUPER","GFW_50","NsiI.TP761443",1,62177665,0.0000446982754799429
"18",18,"SUPER","GFW_50","NsiI.TP154359",1,63371844,0.000055758570181219
"19",19,"SUPER","GFW_50","PstI.TP816739",1,64060896,0.00019942643794899
"20",20,"SUPER","GFW_50","PstI.TP549992",1,70753172,0.000200875669972802
"21",21,"SUPER","GFW_50","NsiI.TP632002",1,70863814,0.0000771120351256565
"22",22,"SUPER","GFW_50","NsiI.TP607427",1,72380263,0.0000429846482633483
"23",23,"SUPER","GFW_50","NsiI.TP469911",1,72682614,0.0000476207089742826
"24",24,"SUPER","GFW_50","PstI.TP354576",1,73254845,0.00012743639278898
"25",25,"SUPER","GFW_50","NsiI.TP670301",1,75616619,0.000122299579522742
"26",26,"SUPER","GFW_50","NsiI.TP499936",1,76362441,0.0000684872546638609
