"","ID","Method","Trait.name","SNP","Chromosome","Position","P.value"
"1",1,"CMLM","GS","PstI.TP1286999",1,9623485,0.000000000920699441993035
"2",2,"CMLM","GS","PstI.TP787741",1,13021367,0.00000494203688138028
"3",3,"CMLM","GS","NsiI.TP545512",1,65564544,0.0000000893466842514736
"4",4,"CMLM","GS","NsiI.TP693777",1,69767711,0.0000133381719524255
"5",5,"CMLM","GS","PstI.TP735061",1,72976269,0.000000452225268146422
"6",6,"CMLM","GS","PstI.TP1185402",10,5448657,0.00000459481844207066
"7",7,"CMLM","GS","PstI.TP1133587",10,42973263,0.0000000194576143985806
"8",8,"CMLM","GS","PstI.TP753228",10,47979677,0.00000339542100398029
"9",9,"CMLM","GS","PstI.TP914537",10,57752412,0.00000347068874967224
"10",10,"CMLM","GS","PstI.TP925206",10,58730377,0.000000101131391301156
"11",11,"CMLM","GS","PstI.TP48643",11,411,0.000000755484101784385
"12",12,"CMLM","GS","PstI.TP83978",11,701,0.000000512372640154215
"13",13,"CMLM","GS","PstI.TP168281",11,1379,0.0000176310895120701
"14",14,"CMLM","GS","PstI.TP181916",11,1495,0.0000015227067689571
"15",15,"CMLM","GS","PstI.TP293832",11,2331,0.00000188192510368484
"16",16,"CMLM","GS","PstI.TP471886",11,3583,0.00000347630749225886
"17",17,"CMLM","GS","PstI.TP511311",11,3855,0.00000658501779617495
"18",18,"CMLM","GS","PstI.TP530069",11,3952,0.0000000147537702352301
"19",19,"CMLM","GS","PstI.TP538260",11,4008,0.00000211310581299917
"20",20,"CMLM","GS","PstI.TP716571",11,4957,0.0000140762794623764
"21",21,"CMLM","GS","PstI.TP780329",11,5383,0.00000565035333890464
"22",22,"CMLM","GS","PstI.TP863191",11,6019,0.000000017309913114132
"23",23,"CMLM","GS","PstI.TP958383",11,6682,0.0000119716032789885
"24",24,"CMLM","GS","PstI.TP1031387",11,7167,0.00000163426542551761
"25",25,"CMLM","GS","NsiI.TP73196",11,9976,0.00000052072977979399
"26",26,"CMLM","GS","NsiI.TP82066",11,10042,0.0000129957143295415
"27",27,"CMLM","GS","NsiI.TP90756",11,10130,0.000000604615653582281
"28",28,"CMLM","GS","NsiI.TP92066",11,10140,0.000000805694631969887
"29",29,"CMLM","GS","NsiI.TP106835",11,10269,0.000000944391819460393
"30",30,"CMLM","GS","NsiI.TP149692",11,10781,0.00000794235691019789
"31",31,"CMLM","GS","NsiI.TP171256",11,11026,0.00000500971749718716
"32",32,"CMLM","GS","NsiI.TP176373",11,11091,0.00001764408231978
"33",33,"CMLM","GS","NsiI.TP210231",11,11469,0.00000727081451100111
"34",34,"CMLM","GS","NsiI.TP337434",11,12851,0.00000114054651490933
"35",35,"CMLM","GS","NsiI.TP353473",11,13012,0.00000160579403514198
"36",36,"CMLM","GS","NsiI.TP503099",11,15282,0.00000854360052309351
"37",37,"CMLM","GS","NsiI.TP696722",11,17702,0.000000049395680839939
"38",38,"CMLM","GS","NsiI.TP704052",11,17783,0.0000128877955955782
"39",39,"CMLM","GS","NsiI.TP747164",11,18278,0.0000104813617972463
"40",40,"CMLM","GS","NsiI.TP829280",11,19304,0.0000177557071279623
"41",41,"CMLM","GS","NsiI.TP487965",2,5838121,0.0000000021114561658544
"42",42,"CMLM","GS","PstI.TP1264070",2,7827620,0.0000000335316241759883
"43",43,"CMLM","GS","PstI.TP674426",2,67595892,0.0000087991423180646
"44",44,"CMLM","GS","NsiI.TP25279",2,69225463,0.0000011819568924779
"45",45,"CMLM","GS","NsiI.TP530279",2,72212478,0.0000004392290092189
"46",46,"CMLM","GS","PstI.TP1071759",2,72760203,0.00000000935723084558443
"47",47,"CMLM","GS","PstI.TP761602",3,3266703,0.0000053728989675682
"48",48,"CMLM","GS","NsiI.TP430145",3,5430441,0.0000106234230017245
"49",49,"CMLM","GS","PstI.TP1266759",3,52149252,0.00000903221089634376
"50",50,"CMLM","GS","PstI.TP1176205",3,68891880,0.000008365398178049
"51",51,"CMLM","GS","PstI.TP403553",4,8282587,0.00001210549896481
"52",52,"CMLM","GS","PstI.TP1231044",4,59447790,0.000000326869697185603
"53",53,"CMLM","GS","PstI.TP329049",4,61906990,0.000000770115915348686
"54",54,"CMLM","GS","PstI.TP907753",4,63007722,0.0000127190549967479
"55",55,"CMLM","GS","PstI.TP523812",5,18073563,0.0000163500309425142
"56",56,"CMLM","GS","PstI.TP991736",5,66915728,0.000000354818703712637
"57",57,"CMLM","GS","PstI.TP1044360",6,46082788,0.0000110647279229452
"58",58,"CMLM","GS","NsiI.TP212183",6,50043944,0.00000793608524724476
"59",59,"CMLM","GS","PstI.TP995004",6,51365761,0.00000111955059523585
"60",60,"CMLM","GS","PstI.TP65187",6,51685319,0.000000676966791147414
"61",61,"CMLM","GS","NsiI.TP459094",6,54308423,0.00000934546026642551
"62",62,"CMLM","GS","NsiI.TP20067",6,57479677,0.0000000690944680741441
"63",63,"CMLM","GS","PstI.TP179766",8,2802335,0.0000131436037199334
"64",64,"CMLM","GS","NsiI.TP741538",8,59582552,0.0000000786493580997651
"65",65,"CMLM","GS","PstI.TP635651",9,14689398,0.000000274243215601158
"66",66,"CMLM","GS","PstI.TP160468",9,49412675,0.0000131362926228015
"67",67,"SUPER","GS","PstI.TP751807",1,5899520,0.000000000000000000000110283975875366
"68",68,"SUPER","GS","PstI.TP82406",1,21456943,0.000000000000000000000356310631825725
"69",69,"SUPER","GS","NsiI.TP442212",1,25199008,0.00000000000000000000000000180653084732036
"70",70,"SUPER","GS","PstI.TP1128427",1,67833322,0.000000000000000000000320600110194055
"71",71,"SUPER","GS","PstI.TP478568",10,1035796,0.000000000000000000000218759331124926
"72",72,"SUPER","GS","NsiI.TP249293",10,3006315,0.00000000000000000000000000396301459461262
"73",73,"SUPER","GS","NsiI.TP698768",10,41665601,0.0000000000000000000000309212328343201
"74",74,"SUPER","GS","PstI.TP1133587",10,42973263,0.000000000000000000000000000000117392712650706
"75",75,"SUPER","GS","PstI.TP753228",10,47979677,0.0000000000000000000000000836538868719275
"76",76,"SUPER","GS","PstI.TP21461",11,173,0.0000000000000000000000226633768896876
"77",77,"SUPER","GS","PstI.TP48643",11,411,0.0000000000000000000000000000000785296421138316
"78",78,"SUPER","GS","PstI.TP70942",11,590,0.000000000000000000000403459235702446
"79",79,"SUPER","GS","PstI.TP103677",11,848,0.0000000000000000000000000204600228335084
"80",80,"SUPER","GS","PstI.TP144140",11,1218,0.000000000000000000000645585590999655
"81",81,"SUPER","GS","PstI.TP223261",11,1831,0.0000000000000000000000000362643476383242
"82",82,"SUPER","GS","PstI.TP376573",11,2949,0.000000000000000000000662782156475304
"83",83,"SUPER","GS","PstI.TP471886",11,3583,0.00000000000000000000000000000231933539938253
"84",84,"SUPER","GS","PstI.TP533670",11,3991,0.000000000000000000000228030120144951
"85",85,"SUPER","GS","PstI.TP545718",11,4042,0.000000000000000000000916386391994451
"86",86,"SUPER","GS","PstI.TP709313",11,4921,0.000000000000000000000098226789160297
"87",87,"SUPER","GS","PstI.TP716571",11,4957,0.0000000000000000000000000166711183452867
"88",88,"SUPER","GS","PstI.TP728020",11,5021,0.000000000000000000000895188922700555
"89",89,"SUPER","GS","PstI.TP776063",11,5359,0.00000000000000000000000968434438831533
"90",90,"SUPER","GS","PstI.TP780329",11,5383,0.000000000000000000000184449389938522
"91",91,"SUPER","GS","PstI.TP845014",11,5850,0.000000000000000000000391657510253314
"92",92,"SUPER","GS","PstI.TP952442",11,6648,0.0000000000000000000000640936835007959
"93",93,"SUPER","GS","PstI.TP1031387",11,7167,0.0000000000000000000000101169685107085
"94",94,"SUPER","GS","PstI.TP1062084",11,7397,0.000000000000000000000000765319795606969
"95",95,"SUPER","GS","PstI.TP1143724",11,8012,0.0000000000000000000000035355654995766
"96",96,"SUPER","GS","NsiI.TP11108",11,9247,0.00000000000000000000017796955073662
"97",97,"SUPER","GS","NsiI.TP149692",11,10781,0.00000000000000000000000431651407554457
"98",98,"SUPER","GS","NsiI.TP165379",11,10955,0.000000000000000000000000583282347617555
"99",99,"SUPER","GS","NsiI.TP210231",11,11469,0.00000000000000000000000000000023653509039882
"100",100,"SUPER","GS","NsiI.TP248901",11,11933,0.000000000000000000000000367171964003348
"101",101,"SUPER","GS","NsiI.TP336234",11,12829,0.0000000000000000000000154591723992277
"102",102,"SUPER","GS","NsiI.TP353473",11,13012,0.00000000000000000000000000243013569404659
"103",103,"SUPER","GS","NsiI.TP359033",11,13078,0.000000000000000000000000121454708600112
"104",104,"SUPER","GS","NsiI.TP450682",11,14469,0.000000000000000000000031449416415418
"105",105,"SUPER","GS","NsiI.TP625723",11,16884,0.00000000000000000000124070040759082
"106",106,"SUPER","GS","NsiI.TP704052",11,17783,0.0000000000000000000000358921926852338
"107",107,"SUPER","GS","PstI.TP1264070",2,7827620,0.00000000000000000000000000000379225390076147
"108",108,"SUPER","GS","PstI.TP615083",2,11176998,0.00000000000000000000000545160307555458
"109",109,"SUPER","GS","PstI.TP674426",2,67595892,0.0000000000000000000000000648125500183668
"110",110,"SUPER","GS","NsiI.TP776707",2,77323616,0.00000000000000000000024356653962622
"111",111,"SUPER","GS","NsiI.TP205740",3,4149845,0.000000000000000000000000264025997514463
"112",112,"SUPER","GS","PstI.TP368020",3,4665593,0.000000000000000000000208146922177477
"113",113,"SUPER","GS","PstI.TP413531",3,67991446,0.0000000000000000000000000558095208388005
"114",114,"SUPER","GS","PstI.TP744909",3,74341871,0.00000000000000000000000388973988751906
"115",115,"SUPER","GS","PstI.TP39944",4,3373898,0.00000000000000000000000176343162051034
"116",116,"SUPER","GS","PstI.TP714065",4,62405622,0.000000000000000000000000556071383033759
"117",117,"SUPER","GS","NsiI.TP690223",6,6293609,0.0000000000000000000000013890998116829
"118",118,"SUPER","GS","NsiI.TP444122",6,48384897,0.000000000000000000000791473972636636
"119",119,"SUPER","GS","PstI.TP65187",6,51685319,0.00000000000000000000000762763465065913
"120",120,"SUPER","GS","PstI.TP1229909",6,52622926,0.000000000000000000000609496261177381
"121",121,"SUPER","GS","PstI.TP166168",6,54279658,0.0000000000000000000000000217205717350532
"122",122,"SUPER","GS","NsiI.TP812160",7,2098697,0.000000000000000000000000148131862767776
"123",123,"SUPER","GS","PstI.TP1254872",7,56573064,0.000000000000000000000714416505095589
"124",124,"SUPER","GS","NsiI.TP758054",7,61677217,0.0000000000000000000000000000924671270997281
"125",125,"SUPER","GS","PstI.TP847211",7,64315939,0.000000000000000000000243396611569371
"126",126,"SUPER","GS","PstI.TP686737",8,59901113,0.000000000000000000000310665694002815
"127",127,"SUPER","GS","PstI.TP160468",9,49412675,0.00000000000000000000000717638950701661
"128",128,"SUPER","GS","PstI.TP879863",9,55525793,0.000000000000000000000517681916727209
"129",129,"rrBLUP","GS","PstI.TP944743",1,8504253,0.00000000025457048668077
"130",130,"rrBLUP","GS","NsiI.TP793729",1,9458454,0.0000000162369513243369
"131",131,"rrBLUP","GS","PstI.TP308922",1,14021607,0.0000000208709509286797
"132",132,"rrBLUP","GS","NsiI.TP800446",1,58656120,0.000014461396623119
"133",133,"rrBLUP","GS","PstI.TP84880",1,63680478,0.000000431519484979278
"134",134,"rrBLUP","GS","NsiI.TP401450",1,67928325,0.0000000834071652804723
"135",135,"rrBLUP","GS","PstI.TP215976",1,72027878,0.000000000386831927548997
"136",136,"rrBLUP","GS","NsiI.TP207262",10,2214360,0.0000036614021103377
"137",137,"rrBLUP","GS","NsiI.TP550329",10,48791640,0.000000000260893643347497
"138",138,"rrBLUP","GS","PstI.TP9257",11,65,0.0000000300791472511058
"139",139,"rrBLUP","GS","PstI.TP136209",11,1131,0.0000000486626903220095
"140",140,"rrBLUP","GS","PstI.TP144650",11,1222,0.0000000192692348810681
"141",141,"rrBLUP","GS","PstI.TP223643",11,1838,0.00000535693922863802
"142",142,"rrBLUP","GS","PstI.TP306425",11,2424,0.00000384828177816968
"143",143,"rrBLUP","GS","PstI.TP397295",11,3096,0.0000109090546859133
"144",144,"rrBLUP","GS","PstI.TP397322",11,3097,0.00000698524814219494
"145",145,"rrBLUP","GS","PstI.TP434010",11,3326,0.00000224227035903832
"146",146,"rrBLUP","GS","PstI.TP624488",11,4383,0.00000947472352530622
"147",147,"rrBLUP","GS","PstI.TP687765",11,4753,0.000000459351074210611
