SNP,Chromosome,Position ,P.value,maf,nobs,Rsquare.of.Model.without.SNP,Rsquare.of.Model.with.SNP,effect
NsiI.TP673740,6,45572194,0.0000282711678133522,0.0714412520826639,112,NA,NA,NA
NsiI.TP234211,1,71290395,0.0000290547683596495,0.114317210667966,112,NA,NA,NA
NsiI.TP77416,11,   10002,0.0000326843163317398,0.067532292378943,112,NA,NA,NA
NsiI.TP384044,11,   13374,0.0000658699382139275,0.091809932045459,112,NA,NA,NA
PstI.TP544830,7,60675631,0.0000674195488366685,0.0723616765735591,112,NA,NA,NA
NsiI.TP204392,2, 1280426,0.0000730752767483144,0.0383167895457562,112,NA,NA,NA
PstI.TP193753,10,56570665,0.000083578356830482,0.0615316172314563,112,NA,NA,NA
NsiI.TP722813,11,   18030,0.0000918217305195589,0.0203572637356919,112,NA,NA,NA
PstI.TP808266,7,57918873,0.000100469720026174,0.101928223010693,112,NA,NA,NA
PstI.TP770341,11,    5320,0.00014012013267141,0.213172538685399,112,NA,NA,NA
PstI.TP361176,2,70567397,0.000175576152913251,0.487273075929045,112,NA,NA,NA
PstI.TP868239,10,50612298,0.000178845248803345,0.177323167282223,112,NA,NA,NA
PstI.TP508921,5,67634160,0.000237729436282682,0.0491803278688525,112,NA,NA,NA
NsiI.TP417103,9, 1044754,0.000263600539497364,0.087416053422458,112,NA,NA,NA
NsiI.TP426147,11,   13941,0.000274686664013824,0.0432332346092114,112,NA,NA,NA
PstI.TP980573,11,    6795,0.000276997130201154,0.134058050635593,112,NA,NA,NA
PstI.TP682076,11,    4722,0.000293560735213183,0.188556785952917,112,NA,NA,NA
PstI.TP453168,4, 2961097,0.000303581298261747,0.0540570754412409,112,NA,NA,NA
PstI.TP98639,7, 4445067,0.000312919502940009,0.128367837963604,112,NA,NA,NA
PstI.TP784815,11,    5417,0.000326203379923853,0.0539943711642825,112,NA,NA,NA
PstI.TP246413,11,    2008,0.000353704509960716,0.124621451053749,112,NA,NA,NA
NsiI.TP50191,11,    9725,0.000368657116782065,0.0248004271463768,112,NA,NA,NA
NsiI.TP20060,1,18191763,0.000369492858393249,0.120280521708577,112,NA,NA,NA
NsiI.TP331832,11,   12795,0.000412367630645767,0.0939532973555184,112,NA,NA,NA
NsiI.TP54428,11,    9763,0.000413004000869086,0.390029562393112,112,NA,NA,NA
PstI.TP207551,11,    1695,0.000414446579979912,0.101239810768969,112,NA,NA,NA
NsiI.TP615657,6, 3081160,0.000429794138710879,0.294830180192389,112,NA,NA,NA
NsiI.TP62301,1,62433616,0.000438043196863852,0.0144457036541634,112,NA,NA,NA
PstI.TP1097424,4,51077609,0.000501784522476202,0.0925458052106565,112,NA,NA,NA
NsiI.TP343143,2,17982334,0.000564440155232375,0.106198061382732,112,NA,NA,NA
PstI.TP479605,3,69960347,0.000582314740321955,0.0204918032786885,112,NA,NA,NA
PstI.TP62382,6,54965440,0.00061088700588011,0.155737704918033,112,NA,NA,NA
GFSSContig10620_391,3,52780412,0.000617579049568995,0.0952516747853736,112,NA,NA,NA
PstI.TP362402,9,46997904,0.000645546436216805,0.014226069719954,112,NA,NA,NA
NsiI.TP150218,10,58487041,0.000646522867198623,0.0614754098360656,112,NA,NA,NA
PstI.TP1020861,4, 3763358,0.000650695177354055,0.486193118321591,112,NA,NA,NA
NsiI.TP446863,11,   14405,0.000665719258303291,0.0989152108760405,112,NA,NA,NA
PstI.TP480983,4,61064043,0.000685583713554741,0.0304151516234413,112,NA,NA,NA
PstI.TP19863,10,60278801,0.000716378449797257,0.0552591283728957,112,NA,NA,NA
NsiI.TP381289,10,47883792,0.000730791614951272,0.0767110246407149,112,NA,NA,NA
NsiI.TP152019,3,67104142,0.000731935703293644,0.0149984071211468,112,NA,NA,NA
PstI.TP922902,11,    6455,0.000755231759216815,0.0488758870254832,112,NA,NA,NA
PstI.TP444753,11,    3414,0.000760706544212411,0.205958320500959,112,NA,NA,NA
PstI.TP1225250,11,    8634,0.000796759707595908,0.0863889448624547,112,NA,NA,NA
PstI.TP733612,3,70684605,0.000798069981771311,0.132824213675656,112,NA,NA,NA
NsiI.TP119595,1,61467903,0.000807351106302817,0.0713543024475732,112,NA,NA,NA
PstI.TP927154,11,    6490,0.000816775252644231,0.120750342694025,112,NA,NA,NA
NsiI.TP650437,4,55508870,0.000827753557880563,0.0598142161582115,112,NA,NA,NA
PstI.TP1214465,11,    8555,0.000857277973119681,0.235776586498223,112,NA,NA,NA
PstI.TP225921,3, 9970806,0.000862278018427576,0.0132923167198311,112,NA,NA,NA
PstI.TP1253114,6,46078619,0.000883201330160972,0.111287958182254,112,NA,NA,NA
NsiI.TP360709,11,   13102,0.000899155724488024,0.12293919720523,112,NA,NA,NA
NsiI.TP130514,11,   10566,0.000917805913086611,0.0932595969199539,112,NA,NA,NA
NsiI.TP579653,7,14462462,0.000947778024651827,0.103147055030805,112,NA,NA,NA
PstI.TP122257,11,    1013,0.000979202279821008,0.250985874461103,112,NA,NA,NA
NsiI.TP561283,11,   16082,0.00102924508781393,0.0496187042475553,112,NA,NA,NA
PstI.TP176839,3,68380476,0.0010584836019685,0.0271117202069608,112,NA,NA,NA
PstI.TP744165,2,65222115,0.00107506924481771,0.057486157202233,112,NA,NA,NA
NsiI.TP738506,1,76983201,0.00107560347129177,0.127049180327869,112,NA,NA,NA
PstI.TP830726,5,59210102,0.0010933879508975,0.119991401367825,112,NA,NA,NA
PstI.TP720409,1,58165134,0.00109394857310519,0.0662200332004056,112,NA,NA,NA
NsiI.TP570076,11,   16174,0.00109436646534895,0.096299151414917,112,NA,NA,NA
NsiI.TP799787,11,   18931,0.00112654597723486,0.115849939922686,112,NA,NA,NA
PstI.TP717887,9,55603832,0.00115674998626061,0.10688786872261,112,NA,NA,NA
