"","Name","Chromosome","Position","TFN.","FNMain","FNsmall","HD_1","FD_1","HD_50.","FD_50.","HW_1","FW_1","HW_50","FW_50","GHW_1","GFW_1","GHW_50","GFW_50","HM_1","FM_1","HM_50","FM_50","fprind","fprinW","fprinGW","fprinM"
"1368","PstI.TP506588",1,80675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2001","PstI.TP863331",1,161269,0.490539923679058,0.156294076433595,0.0430831569829794,0.73104356241603,0.691294350583813,0.592100684847333,0.573431932780421,0.732326618006249,0.654465571946645,0.567415013458451,0.571255816415499,0.635455429058429,0.659257517296742,0.578855430752444,0.512637247439306,0.76538623395915,0.639815573054554,0.475719485544022,0.494809725740964,0.592315056102039,0.574454242386031,0.573244498647617,0.711674127416228
"207","NsiI.TP611047",1,185165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1239","PstI.TP424788",1,263370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2142","PstI.TP931820",1,284314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1240","PstI.TP425356",1,569039,0.0574839507317315,0.355216774351392,0.291655093975406,0.131346142186533,0.0735300530322602,0.131915727770447,0.14056711306358,0.140113045547246,0.0751539466102232,0.13252727751901,0.171264771717007,0.200439079275585,0.0617596585393368,0.146606420896969,0.171685143402086,0.101487746517868,0.0738178847419703,0.0731775343146337,0.145739883841371,0.134270924774505,0.156343870738959,0.152138770542563,0.0690700472907992
"2272","PstI.TP999740",1,569491,0.211295576450121,0.248143506309073,0.284753424429729,0.406989339132654,0.443579262944897,0.348422314636527,0.287290894047594,0.395933796201823,0.419375923253933,0.365714546120482,0.280485485960422,0.397309092545409,0.457942469445334,0.335690949983007,0.292809706175536,0.409580338995363,0.550132175390109,0.312696798220805,0.360967110767987,0.320489311902455,0.311696499331525,0.338735209516312,0.4240603944312
"513","PstI.TP1152021",1,865447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1706","PstI.TP716618",1,918921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"664","PstI.TP1246584",1,1015480,1.02173065083175,0.883526285944968,0.901541253677718,0.018186603835854,0.0210942480778352,0.0378302332177026,0.0249960521712459,0.0299129129454081,0.0351277343577555,0.0615058159012224,0.0135368606494895,0.00714734425811587,0.000218445564094056,0.0362483583851195,0.0327874441954598,0.0548976790132345,0.0177116615536998,0.019728088368821,0.0886316498164561,0.0254660342126603,0.0270461813602465,0.00872859356419787,0.0472106414181583
"1122","PstI.TP354591",1,1050082,0.81148061648738,0.618757454957537,0.530554464571306,0.191103850985927,0.188983129620203,0.154940231261458,0.171951910813442,0.204241264110469,0.222650036698759,0.190813820585792,0.195335026607123,0.206887710156036,0.225312919034971,0.129730104641721,0.200246382618874,0.181900158349157,0.212463356505996,0.260976247927381,0.215822774481844,0.167710975223212,0.194867963016814,0.16486211084747,0.197606566611018
"1989","PstI.TP856852",1,1153760,1.38078571798302,0.985329759621832,0.826010997893978,0.30657029913046,0.335197279212585,0.188609632225805,0.210297708702848,0.273176230725503,0.333268122482935,0.201581595981092,0.2069704401899,0.231993635518925,0.33113055451768,0.176099862967581,0.160740780000719,0.26845171712325,0.229697886303555,0.147715857039568,0.120580579584405,0.211783002725184,0.208534263258109,0.188555384697338,0.245189845649523
"2136","PstI.TP929619",1,1952038,0,0.00294910200522018,0.271404914627848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1229","PstI.TP417865",1,2030761,0.314463706286215,0.344071212274436,0.26998185367417,0.247844212656774,0.197494002177725,0.256987091916503,0.195674336053186,0.250101641721255,0.191316379157059,0.273040464877791,0.183640725736562,0.239694141708829,0.234293054167991,0.234103091662004,0.110191139915951,0.328812452755985,0.193421438679542,0.312982163547946,0.119879381234916,0.219280461404142,0.212817500996395,0.196576457867953,0.294131666327353
"2052","PstI.TP885267",1,2084430,0.00972175297581965,0.16560936422861,0.171282380866211,0.0326238767680093,0.0282185326474376,0.0418356979105068,0.0709963592493221,0.0192607524232703,0.036182242294071,0.0614249126771681,0.0613074990468094,0.00315608388563741,0.0244934836580611,0.041120748239559,0.0778024377228023,0.0564650582302967,0.119640404722553,0.194319523128286,0.0457205522279936,0.0569377301308682,0.0602659508648204,0.0422635364861897,0.0768685144122661
"725","PstI.TP1294018",1,2280325,0.211340947638355,0.176610035194037,0.578506624646412,0.00279550718782703,0.0138862833434557,0.0370561750580986,0.0396085849376237,0.0173145663752398,0.0130474798260696,0.00449254637587536,0.0356191282473315,0.0139608520983761,0.0566532042343712,0.0303468349290817,0.0703344330255607,0.0880457364843657,0.173438601021516,0.0867427326325639,0.138423142431786,0.0342849304601653,0.024015648869027,0.0330966847608448,0.0766283445478461
"2203","PstI.TP966432",1,2596832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"423","PstI.TP1085601",1,2820903,0,0.781468439360286,0.729201727817206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"704","PstI.TP1268585",1,2988383,0.742011816984968,0.776876542819855,0.8758062922626,1.88567067896805,1.9695761433066,2.03211172856552,2.02377774378188,1.83012072482962,1.94637401036346,1.95797528145397,1.99718792748723,1.73828741606689,1.88080320166232,2.04061927975694,2.23783744646634,1.675731495964,1.50153123977166,1.70078468262162,2.02897322268878,2.02246572828972,1.984871987521,2.07271044378388,1.6812394010376
"1517","PstI.TP59735",1,3027630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1978","PstI.TP849876",1,3050119,0.273938002795426,0.0441607442546327,0.342369636364036,0.168034323160892,0.191191164513219,0.201204530438963,0.205543706064301,0.186809656876832,0.206161856220136,0.164730870193366,0.199361432777799,0.177674388704659,0.154578879196546,0.136841474712216,0.234589728454758,0.0871974020347765,0.0539207091720832,0.159570589942081,0.395904905035586,0.202015113196085,0.188107366449167,0.170244551841775,0.0984298667118843
"1557","PstI.TP626124",1,3342723,0.0582256900000739,0.178342442523119,0.214877238966731,0.113685640159951,0.166711315178951,0.146314102405958,0.189580696654288,0.13180056944901,0.170293217459057,0.166971902512233,0.197140079506469,0.0794631122254107,0.132319957722673,0.117271153969982,0.221801500413532,0.126255115428263,0.202027837434792,0.343924172032972,0.0837089712487778,0.169899143288424,0.185915116554929,0.14483323386697,0.153793372064158
"384","PstI.TP1059573",1,3357749,0.366512746047088,0.274136111671366,0.124178801009935,0.739398130025898,0.764724940849864,0.846997401313875,0.866819473543157,0.720824123663355,0.727470370620023,0.854541185598317,0.85208364260296,0.756095086720309,0.637855910368359,0.918355969483234,0.766112457390666,0.615172375227503,0.693220528033874,0.891548258905808,0.932683648767702,0.851335808313367,0.850149614706806,0.839695598670846,0.67147470104905
"164","NsiI.TP504485",1,3381640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
