"Trait ID","Trait name","Method","RS#","Chromosome","Marker Position (bp)","SNP effect","-log10(P)","Genotype for code 1"
"1","Trait1","mrMLM","PstI.TP506588","1","80675","7.9783e-06","0.0019","C"
"1","Trait1","mrMLM","PstI.TP863331","1","161269","7.8551e-06","0.0019","A"
"1","Trait1","mrMLM","PstI.TP424788","1","263370","0.0541","0.3454","A"
"1","Trait1","mrMLM","PstI.TP931820","1","284314","-4.3427e-06","0.001","A"
"1","Trait1","mrMLM","NsiI.TP148773","1","285352","1.1492e-06","3e-04","A"
"1","Trait1","mrMLM","NsiI.TP579900","1","335878","-1.373e-05","0.0033","G"
"1","Trait1","mrMLM","PstI.TP1106845","1","416796","-1.2687e-05","0.003","A"
"1","Trait1","mrMLM","PstI.TP425356","1","569039","0.0076","0.1165","C"
"1","Trait1","mrMLM","PstI.TP999740","1","569491","-9.1984e-06","0.0022","A"
"1","Trait1","mrMLM","NsiI.TP585976","1","829048","-7.6651e-06","0.0018","C"
"1","Trait1","mrMLM","PstI.TP1152021","1","865447","2.9952e-06","7e-04","A"
"1","Trait1","mrMLM","PstI.TP716618","1","918921","1.4718e-05","0.0035","G"
"1","Trait1","mrMLM","PstI.TP1246584","1","1015480","-0.0721","1.254","C"
"1","Trait1","mrMLM","PstI.TP354591","1","1050082","8.9906e-06","0.0021","C"
"1","Trait1","mrMLM","PstI.TP856852","1","1153760","2.0556e-05","0.0049","G"
"1","Trait1","mrMLM","PstI.TP775725","1","1175417","-0.0943","0.8807","A"
"1","Trait1","mrMLM","NsiI.TP72077","1","1422420","-8.2293e-06","0.0019","A"
"1","Trait1","mrMLM","PstI.TP13650","1","1521127","-1.3101e-06","3e-04","A"
"1","Trait1","mrMLM","PstI.TP329515","1","1537490","-0.0502","0.7337","C"
"1","Trait1","mrMLM","NsiI.TP796534","1","1682668","-4.5739e-06","0.0011","A"
"1","Trait1","mrMLM","PstI.TP929619","1","1952038","7.7016e-06","0.0018","A"
"1","Trait1","mrMLM","PstI.TP417865","1","2030761","6.2906e-06","0.0015","C"
"1","Trait1","mrMLM","NsiI.TP666080","1","2031570","-1.7908e-05","0.0043","C"
"1","Trait1","mrMLM","PstI.TP885267","1","2084430","-2.0683e-05","0.0049","A"
"1","Trait1","mrMLM","PstI.TP1294018","1","2280325","0.1382","1.2884","C"
"1","Trait1","mrMLM","PstI.TP56795","1","2315051","-5e-04","0.0181","G"
"1","Trait1","mrMLM","PstI.TP108989","1","2588793","-0.219","2.2739","C"
"1","Trait1","mrMLM","PstI.TP966432","1","2596832","-1.1324e-05","0.0027","A"
"1","Trait1","mrMLM","PstI.TP441536","1","2816855","-0.0645","1.2621","C"
"1","Trait1","mrMLM","PstI.TP1085601","1","2820903","0.0579","0.5115","A"
"1","Trait1","mrMLM","PstI.TP525202","1","2884119","-1.2996e-05","0.0031","A"
"1","Trait1","mrMLM","PstI.TP1268585","1","2988383","0.0034","0.085","C"
"1","Trait1","mrMLM","PstI.TP849876","1","3050119","1.2112e-05","0.0029","C"
"1","Trait1","mrMLM","PstI.TP66009","1","3078783","-4.0542e-06","0.001","A"
"1","Trait1","mrMLM","PstI.TP209693","1","3305106","7.5333e-07","2e-04","A"
"1","Trait1","mrMLM","PstI.TP626124","1","3342723","0.179","1.1802","A"
"1","Trait1","mrMLM","PstI.TP1059573","1","3357749","-2.7661e-05","0.0066","A"
"1","Trait1","mrMLM","NsiI.TP504485","1","3381640","-1.6961e-05","0.004","A"
"1","Trait1","mrMLM","PstI.TP1244443","1","3397749","2.9376e-05","0.007","C"
"1","Trait1","mrMLM","PstI.TP1199997","1","3471828","0.213","1.0648","C"
"1","Trait1","mrMLM","PstI.TP757375","1","3471897","2.2116e-06","5e-04","A"
"1","Trait1","mrMLM","PstI.TP726521","1","3535515","-0.1766","1.4783","C"
"1","Trait1","mrMLM","PstI.TP374511","1","3576636","1.6321e-05","0.0039","A"
"1","Trait1","mrMLM","PstI.TP1267977","1","3576713","-1.1406e-05","0.0027","A"
"1","Trait1","mrMLM","PstI.TP1155202","1","3620639","0.1828","1.5689","A"
"1","Trait1","mrMLM","PstI.TP961085","1","3705536","3.8175e-05","0.0091","A"
"1","Trait1","mrMLM","PstI.TP21889","1","3705780","-1.5867e-05","0.0038","A"
"1","Trait1","mrMLM","PstI.TP1053336","1","3955998","1.668e-05","0.004","A"
"1","Trait1","mrMLM","NsiI.TP403662","1","3957731","0.1799","2.674","A"
"1","Trait1","mrMLM","PstI.TP891020","1","4033768","1.7121e-05","0.0041","G"
"1","Trait1","mrMLM","PstI.TP629259","1","4276027","0.0519","0.7642","C"
"1","Trait1","mrMLM","PstI.TP629254","1","4276045","-3.3077e-06","8e-04","A"
"1","Trait1","mrMLM","PstI.TP820611","1","4393513","-9.6924e-06","0.0023","A"
"1","Trait1","mrMLM","PstI.TP140451","1","4460094","-2.9776e-06","7e-04","G"
"1","Trait1","mrMLM","PstI.TP403850","1","4535788","-1.2608e-05","0.003","A"
"1","Trait1","mrMLM","PstI.TP1250346","1","4555696","-1.1738e-05","0.0028","A"
"1","Trait1","mrMLM","NsiI.TP468762","1","4620729","-0.0987","0.923","A"
"1","Trait1","mrMLM","PstI.TP1009631","1","4625223","-1.5602e-05","0.0037","A"
"1","Trait1","mrMLM","PstI.TP982823","1","4677828","-0.0057","0.1541","C"
"1","Trait1","mrMLM","PstI.TP307588","1","4762662","-1.5051e-05","0.0036","A"
"1","Trait1","mrMLM","PstI.TP920636","1","4777048","-1.0753e-05","0.0025","A"
"1","Trait1","mrMLM","PstI.TP947391","1","4891496","0.0393","0.2876","C"
"1","Trait1","mrMLM","PstI.TP683907","1","4900973","2.0534e-05","0.0049","A"
"1","Trait1","mrMLM","PstI.TP402429","1","4990016","0.135","1.5487","C"
"1","Trait1","mrMLM","PstI.TP748688","1","5063937","-2.9187e-07","6.8957e-05","C"
"1","Trait1","mrMLM","PstI.TP1126882","1","5115206","-1.3385e-05","0.0032","A"
"1","Trait1","mrMLM","PstI.TP684655","1","5379329","-1.0057e-05","0.0024","A"
"1","Trait1","mrMLM","PstI.TP213596","1","5408780","3.7191e-05","0.0089","A"
"1","Trait1","mrMLM","NsiI.TP556033","1","5459542","9.6949e-06","0.0023","C"
"1","Trait1","mrMLM","NsiI.TP367540","1","5460609","-0.0228","0.1664","C"
"1","Trait1","mrMLM","PstI.TP928135","1","5502147","-1.8549e-05","0.0044","A"
