SNP,Chromosome,Position ,P.value,maf,nobs,Rsquare.of.Model.without.SNP,Rsquare.of.Model.with.SNP,FDR_Adjusted_P-values,effect
NsiI.TP728788,11,   18071,6.1765906301703e-15,0.130354195611884,113,NA,NA,1.62036678591888e-10,NA
NsiI.TP534247,4, 6601698,1.00607141576138e-13,0.173753681185788,113,NA,NA,1.02041450001961e-09,NA
PstI.TP971769,10,  254784,1.52820204778595e-13,0.196432355771415,113,NA,NA,1.02041450001961e-09,NA
NsiI.TP48159,1,11432982,1.55586567053383e-13,0.109512710690008,113,NA,NA,1.02041450001961e-09,NA
NsiI.TP789014,1,28276920,3.13607277895027e-13,0.138694045351621,113,NA,NA,1.64543466565963e-09,NA
PstI.TP319062,11,    2525,5.45664919983634e-13,0.135577207342298,113,NA,NA,2.2649218186186e-09,NA
NsiI.TP544241,7,55634342,6.04347515831753e-13,0.124829714973045,113,NA,NA,2.2649218186186e-09,NA
NsiI.TP832379,11,   19335,1.22839688516658e-12,0.149132291515891,113,NA,NA,4.02822048568252e-09,NA
PstI.TP1103719,11,    7722,1.80287140325801e-12,0.186883775332262,113,NA,NA,5.2551698214523e-09,NA
PstI.TP932956,7,64071440,2.84524464423925e-12,0.280430405827257,113,NA,NA,6.95988861387115e-09,NA
PstI.TP365158,7,57521179,2.91830352796305e-12,0.160151352481807,113,NA,NA,6.95988861387115e-09,NA
NsiI.TP43574,11,    9672,3.68668715537218e-12,0.0661434342145631,113,NA,NA,8.05971256950281e-09,NA
NsiI.TP823997,3,67170291,4.34482221459444e-12,0.0868865184580253,113,NA,NA,8.15471981104586e-09,NA
NsiI.TP338725,7,57292523,4.35183644715415e-12,0.120915032679739,113,NA,NA,8.15471981104586e-09,NA
NsiI.TP314066,11,   12574,5.03715386171402e-12,0.0673907997748912,113,NA,NA,8.80964629388037e-09,NA
PstI.TP767919,2, 3043607,8.62699497889098e-12,0.191778395968953,113,NA,NA,1.41450366422641e-08,NA
PstI.TP1271311,8,59289474,1.11032275138178e-11,0.197949376675247,113,NA,NA,1.68873354593128e-08,NA
NsiI.TP444857,3, 7126264,1.15869496938183e-11,0.219821933223788,113,NA,NA,1.68873354593128e-08,NA
PstI.TP728365,11,    5024,1.46128508899429e-11,0.137300416579705,113,NA,NA,1.9427559406683e-08,NA
