SNP,Chromosome,Position,P.value,effect,SNP,maf,nobs
PstI.TP1124649,11,7892,4.54608433668332e-09,-0.238031399561431,PstI.TP1124649,0.0778688524590164,122
PstI.TP532426,7,64966356,2.41748519929637e-06,0.0933160131618754,PstI.TP532426,0.487704918032787,122
PstI.TP809778,10,8543510,8.31932636522211e-05,0.267314151233746,PstI.TP809778,0.0327868852459016,122
NsiI.TP45036,3,389776,0.000357882819883731,-0.159218014383962,NsiI.TP45036,0.0573770491803279,122
PstI.TP288641,1,27158173,0.00061685645435822,-0.149484430858508,PstI.TP288641,0.0532786885245902,122
PstI.TP935651,4,66370793,0.000800301289396522,0.08447148204209,PstI.TP935651,0.19672131147541,122
PstI.TP360841,2,2832783,0.0015043198214312,0.0698167892766492,PstI.TP360841,0.39344262295082,122
PstI.TP118856,3,37389858,0.0015170830534231,0.271225130700169,PstI.TP118856,0.0163934426229508,122
PstI.TP242731,3,28459042,0.00239148328302032,-0.109535322099084,PstI.TP242731,0.0737704918032787,122
PstI.TP1019197,11,7072,0.0033541542130676,0.208283520624533,PstI.TP1019197,0.0327868852459016,122
PstI.TP262688,4,7128828,0.00381134166354992,-0.136320287634932,PstI.TP262688,0.0573770491803278,122
PstI.TP125348,7,63881820,0.00466934473302173,0.12219178942621,PstI.TP125348,0.069672131147541,122
NsiI.TP509771,7,63795912,0.00574532785468426,0.0735814927138003,NsiI.TP509771,0.311475409836066,122
PstI.TP788586,6,57442567,0.00628520035907829,0.107553443323664,PstI.TP788586,0.336065573770492,122
PstI.TP325958,3,54129415,0.00630468701122084,-0.0623962146284814,PstI.TP325958,0.327868852459016,122
PstI.TP722093,9,3026606,0.00736734740032999,-0.161457001162407,PstI.TP722093,0.0327868852459017,122
NsiI.TP436966,3,208286,0.00840304719488863,0.111131600331084,NsiI.TP436966,0.0983606557377049,122
PstI.TP1220434,6,57879537,0.0084547712357208,-0.254695083561998,PstI.TP1220434,0.0163934426229508,122
PstI.TP106636,3,63699645,0.00850558873688399,-0.244130332843298,PstI.TP106636,0.0163934426229508,122
PstI.TP350262,8,2905616,0.00900292902746009,-0.064969583320178,PstI.TP350262,0.487704918032787,122
PstI.TP757921,1,26848011,0.00958594203234437,0.0608463542077494,PstI.TP757921,0.397540983606557,122
PstI.TP1231486,2,73904492,0.0104779293796839,0.0625024159718411,PstI.TP1231486,0.25,122
NsiI.TP433717,11,14120,0.0114006627888118,-0.173236528228194,NsiI.TP433717,0.0286885245901639,122
PstI.TP1021321,7,40225707,0.0120280360969781,0.124777383072698,PstI.TP1021321,0.0491803278688525,122
PstI.TP762971,11,5268,0.0121792467426962,0.138952071176998,PstI.TP762971,0.0901639344262295,122
PstI.TP1158722,4,62602099,0.0121855928751256,0.250589370172049,PstI.TP1158722,0.0122950819672131,122
PstI.TP116867,3,62167764,0.013826826358303,-0.10139173855282,PstI.TP116867,0.0901639344262295,122
PstI.TP334931,2,51848838,0.0149325593657262,-0.0816663097370068,PstI.TP334931,0.127049180327869,122
PstI.TP1246489,3,6130583,0.0155129270999939,0.173210465638717,PstI.TP1246489,0.0327868852459016,122
PstI.TP29613,3,56968925,0.0156984040900156,0.0605138367290802,PstI.TP29613,0.168032786885246,122
PstI.TP298201,6,1375822,0.0169278989924677,-0.104903331255505,PstI.TP298201,0.0901639344262295,122
PstI.TP1015835,1,6514843,0.0169551951527197,0.0831817903818728,PstI.TP1015835,0.188524590163934,122
PstI.TP726225,6,58406812,0.0174785019397315,0.138899306162924,PstI.TP726225,0.0491803278688525,122
NsiI.TP304764,3,1836392,0.0174836725277299,-0.0913883607815699,NsiI.TP304764,0.0778688524590164,122
PstI.TP543197,4,67169531,0.0186124852542385,-0.0739431779837027,PstI.TP543197,0.225409836065574,122
PstI.TP507604,6,56254834,0.0189438125090175,0.252871160161243,PstI.TP507604,0.0122950819672131,122
NsiI.TP66747,11,9923,0.0191006119085637,0.146911510569064,NsiI.TP66747,0.0409836065573771,122
PstI.TP858902,4,66143706,0.020038651663582,0.0649661056014612,PstI.TP858902,0.282786885245902,122
PstI.TP582861,3,66513476,0.0202483865546516,0.115582575379319,PstI.TP582861,0.069672131147541,122
PstI.TP820348,1,64116607,0.0205853110494401,-0.143907322506315,PstI.TP820348,0.0163934426229508,122
PstI.TP33111,4,60575085,0.0224785127186618,0.206363927319481,PstI.TP33111,0.0163934426229508,122
NsiI.TP453156,4,66318126,0.0237059165591263,0.165172023416267,NsiI.TP453156,0.0204918032786885,122
NsiI.TP351136,2,61077854,0.0238384001508519,-0.135865687446085,NsiI.TP351136,0.0368852459016393,122
PstI.TP667600,4,39529579,0.0253409266392348,0.0769825442186763,PstI.TP667600,0.290983606557377,122
PstI.TP262001,6,54443824,0.0268137880074944,-0.0546231800297956,PstI.TP262001,0.274590163934426,122
PstI.TP301480,11,2383,0.0278016373973393,-0.090739564891922,PstI.TP301480,0.0860655737704918,122
PstI.TP568763,10,55874415,0.0281404785857315,-0.0537559019467014,PstI.TP568763,0.467213114754098,122
PstI.TP513843,3,2577255,0.0282028304597081,-0.0590046119408814,PstI.TP513843,0.30327868852459,122
PstI.TP883579,2,47758114,0.0291163387614054,-0.185580782454626,PstI.TP883579,0.0204918032786885,122
PstI.TP1216346,7,1189753,0.0293376769440942,-0.105365150330134,PstI.TP1216346,0.0655737704918033,122
PstI.TP724939,3,66915295,0.0305693826861254,0.0975040571469532,PstI.TP724939,0.0655737704918032,122
PstI.TP581762,4,62741281,0.0306195395122193,-0.161073081939861,PstI.TP581762,0.0286885245901639,122
NsiI.TP661879,3,73421724,0.0312544518149799,-0.0457813732575724,NsiI.TP661879,0.487704918032787,122
PstI.TP742499,1,76179984,0.0317518145774935,0.0666756037528052,PstI.TP742499,0.168032786885246,122
PstI.TP683907,1,4900973,0.0318218956689598,0.0695126349084123,PstI.TP683907,0.172131147540984,122
PstI.TP1266869,6,48545495,0.0318528251436951,0.0664847648033901,PstI.TP1266869,0.299180327868852,122
PstI.TP336268,3,55896402,0.0353091179230741,-0.0596177072069017,PstI.TP336268,0.254098360655738,122
PstI.TP152056,5,64031521,0.0366617594001485,0.0876455626718274,PstI.TP152056,0.0614754098360656,122
NsiI.TP404945,11,13572,0.0369258377609726,0.120156293954991,NsiI.TP404945,0.0491803278688525,122
