SNP,Chromosome,Position ,P.value,maf,nobs,Rsquare.of.Model.without.SNP,Rsquare.of.Model.with.SNP,effect
PstI.TP820348,1,64116607,4.40280999066607e-06,0.0163934426229508,122,0,0.191317624829265,-0.134930287407374
PstI.TP360841,2, 2832783,2.04524035534837e-05,0.39344262295082,122,0,0.162625553402841,0.035899006309703
PstI.TP947391,1, 4891496,2.66290548603244e-05,0.040983606557377,122,0,0.157784672633982,0.0720822236868144
PstI.TP809778,10, 8543510,5.06527237456089e-05,0.0327868852459016,122,0,0.146101076392454,0.0848266357512209
PstI.TP457393,1,60097068,5.13944284150879e-05,0.233606557377049,122,0,0.145838765947956,-0.0288816264187056
PstI.TP548709,2,61335066,5.23197364481544e-05,0.0573770491803279,122,0,0.145516890939438,0.0512547913657059
PstI.TP118856,3,37389858,7.7946182175461e-05,0.0163934426229508,122,0,0.138358135223483,0.114745141316711
PstI.TP152056,5,64031521,7.84876432725413e-05,0.0614754098360656,122,0,0.138234367318061,0.0621975747440827
NsiI.TP502082,10, 1262753,9.68786559628149e-05,0.0286885245901639,122,0,0.134479505437794,-0.0758827850539271
NsiI.TP51047,2,13453548,0.000111698825996767,0.0368852459016393,122,0,0.131950434335517,-0.062753812613848
PstI.TP644170,5,13189719,0.000144364587503081,0.0286885245901639,122,0,0.127412836851764,0.0843163129252049
PstI.TP374544,3,63699323,0.000163087190231898,0.0204918032786885,122,0,0.125265112409014,-0.0980708834714509
PstI.TP1124649,11,    7892,0.000172215475865035,0.0778688524590164,122,0,0.124307834564918,-0.0477873307976072
PstI.TP993272,2,58286678,0.000173424779073777,0.459016393442623,122,0,0.124184924996867,-0.0705713430818942
PstI.TP325958,3,54129415,0.000179420843189991,0.327868852459016,122,0,0.123588175210523,-0.0245425780821026
PstI.TP985838,3,58380810,0.000180285353854571,0.0737704918032787,122,0,0.123503822550333,-0.0512018110482537
PstI.TP1118313,8, 3139823,0.00019478212111955,0.491803278688525,122,0,0.122147874211669,-0.0269392197722413
NsiI.TP560012,11,   16067,0.000205278630484963,0.311475409836066,122,0,0.121229049518997,-0.0266898396963336
PstI.TP288641,1,27158173,0.000212410605056419,0.0532786885245902,122,0,0.120631771313176,-0.0571148434426896
NsiI.TP66747,11,    9923,0.000214803553632829,0.0409836065573771,122,0,0.120435958361885,0.069497955646644
PstI.TP1059365,4, 3535002,0.000215634647005716,0.0204918032786885,122,0,0.120368472529105,0.0961349702226786
NsiI.TP550633,11,   15924,0.00022434681747548,0.0245901639344263,122,0,0.119676638370709,-0.0673801221744585
PstI.TP938416,11,    6563,0.000235970172263462,0.0450819672131147,122,0,0.118795258158671,-0.0522698658699438
NsiI.TP95031,6,54950661,0.000256656723659756,0.0245901639344263,122,0,0.117331271547883,-0.0870172237711644
PstI.TP318872,4,54744673,0.000262224558415705,0.483606557377049,122,0,0.116957842989681,0.0255680534488725
PstI.TP705967,1, 5858828,0.000303313904209067,0.0819672131147541,122,0,0.114430019093073,0.0430602281643037
PstI.TP1147160,7,44396170,0.000315797559394375,0.450819672131148,122,0,0.113731168618781,-0.0622093609001835
PstI.TP788586,6,57442567,0.000341063357480094,0.336065573770492,122,0,0.112399439902287,0.0392326917612498
PstI.TP704666,4,61217735,0.000363742561218634,0.0204918032786885,122,0,0.11128742510227,0.0924374738490318
PstI.TP641744,2,61738293,0.000386001959537854,0.225409836065574,122,0,0.110263002927572,-0.0264093739509132
PstI.TP1021466,1,68344473,0.000425457777732608,0.0409836065573771,122,0,0.108587642170493,-0.0513183476927823
PstI.TP181697,8, 2683686,0.0004588705455146,0.0163934426229508,122,0,0.107288951325416,0.10104374992676
PstI.TP976293,2,66188757,0.000579102811481548,0.122950819672131,122,0,0.103306723108245,0.0298720876990747
PstI.TP318422,3,54362877,0.000657976243154911,0.479508196721311,122,0,0.101131572150767,0.0226159793410694
PstI.TP504809,4, 5155593,0.000734548255313281,0.401639344262295,122,0,0.0992619576909051,0.0353295940705471
PstI.TP769847,9, 2435845,0.000760128059004113,0.0122950819672131,122,0,0.0986816874084608,-0.111426151268483
PstI.TP731882,3,19716780,0.000763168795669779,0.0614754098360656,122,0,0.0986140452503882,0.0525333169855888
PstI.TP865412,3,66830234,0.000766988311505479,0.0163934426229508,122,0,0.0985294696410008,-0.0968311361734942
PstI.TP532426,7,64966356,0.000820679470525145,0.487704918032787,122,0,0.097384299695227,0.0213136011250119
NsiI.TP469220,11,   14746,0.00085740265239766,0.0245901639344263,122,0,0.0966444818590745,-0.0605502072932424
PstI.TP552710,11,    4086,0.000908695784362868,0.0204918032786885,122,0,0.095663834588828,0.0857035702116568
NsiI.TP440927,1,20252244,0.00111135925198458,0.0819672131147541,122,0,0.0922775479076011,0.0450750164096977
NsiI.TP252602,1,68982448,0.0011148093624904,0.0327868852459017,122,0,0.092225556708733,0.0598617873947688
PstI.TP819138,3,57316499,0.00116050586364013,0.0204918032786885,122,0,0.0915521159200651,0.0838415337466337
PstI.TP1149663,11,    8066,0.00116538344092021,0.0122950819672131,122,0,0.0914818485794543,0.107284334691544
PstI.TP166481,3, 1960833,0.00117757930128934,0.0491803278688525,122,0,0.091307466295905,-0.0447061655568035
NsiI.TP436966,3,  208286,0.00120609103853106,0.0983606557377049,122,0,0.0909069260286822,0.0416660933040616
NsiI.TP529124,3,63127607,0.00127470386006314,0.131147540983607,122,0,0.0899815846095566,-0.0346412641002358
PstI.TP990909,8,62111760,0.00127616823004631,0.163934426229508,122,0,0.0899623978311752,0.0299658919222329
PstI.TP1181476,5, 2299991,0.0013119712431211,0.254098360655738,122,0,0.0895002009587811,-0.0260675897233251
PstI.TP1193674,9,50596040,0.00131647551497051,0.0122950819672131,122,0,0.0894429731865187,0.106082063749335
PstI.TP25299,5,63419016,0.0013551343192607,0.0327868852459016,122,0,0.088959923042222,0.0534239673015782
PstI.TP1101676,9,55031033,0.00135903829713844,0.348360655737705,122,0,0.088911931443619,-0.0219763964357504
PstI.TP1199997,1, 3471828,0.00135912563647533,0.0245901639344262,122,0,0.0889108594022199,0.075748796774931
PstI.TP807213,1,57183105,0.00138678452611657,0.110655737704918,122,0,0.0885748754565,-0.028907407119069
PstI.TP352846,1,71717994,0.00143460662945748,0.266393442622951,122,0,0.0880098920915451,0.0239755835575204
PstI.TP972096,2, 3042190,0.00143662324522875,0.0245901639344262,122,0,0.0879864945623634,0.0753540054794559
PstI.TP1206060,2,69316419,0.00160250409217163,0.413934426229508,122,0,0.0861692254058516,0.0210811793800409
PstI.TP328246,11,    2599,0.00170121755248881,0.0122950819672131,122,0,0.0851774719743568,0.103521658125071
NsiI.TP663012,9,52480175,0.00187855140578643,0.348360655737705,122,0,0.0835361047413763,0.0226822930898611
