SNP,Chromosome,Position ,P.value,maf,nobs,Rsquare.of.Model.without.SNP,Rsquare.of.Model.with.SNP,effect
PstI.TP890801,2,72613106,0.00150568800965975,0.0819672131147541,122,0.111838231975492,0.189290311124217,-1.20032782316132
PstI.TP995173,2,70172526,0.00157982328534934,0.282786885245902,122,0.111838231975492,0.188580710596826,-0.748805263290045
PstI.TP651320,5,35481232,0.00179419615204517,0.245901639344262,122,0.111838231975492,0.186706754494996,-1.04579766112623
PstI.TP258621,1,74361721,0.00236445439516705,0.0860655737704918,122,0.111838231975492,0.182665859047575,1.3517748099469
PstI.TP1025634,2,71277610,0.00243927507672675,0.0655737704918033,122,0.111838231975492,0.182211795455139,1.46064493540891
NsiI.TP648509,10,41353679,0.00310624110288935,0.0942622950819672,122,0.111838231975492,0.178703428489791,-1.20623547450871
PstI.TP278923,10,21876858,0.00324172750824414,0.040983606557377,122,0.111838231975492,0.178086477926204,1.61188606743847
PstI.TP209642,2,67215455,0.00536849559812242,0.0245901639344263,122,0.111838231975492,0.170861091516487,1.7472643527273
PstI.TP1068347,7,62120815,0.00580355588030466,0.118852459016393,122,0.111838231975492,0.169755856830443,-1.03418195181058
PstI.TP1020277,1,23246220,0.00674226843773561,0.0286885245901639,122,0.111838231975492,0.167637902059101,1.84705554675114
PstI.TP166501,1,18793961,0.00736766132879206,0.147540983606557,122,0.111838231975492,0.166390200000248,-0.887377826533452
PstI.TP1193013,6,60825902,0.00737304363381487,0.102459016393443,122,0.111838231975492,0.166379945040876,1.36271615857834
PstI.TP277119,2,66298262,0.0074891697004268,0.0286885245901639,122,0.111838231975492,0.16616055985453,1.63436252360664
PstI.TP777320,4, 3534524,0.00798357983613081,0.0327868852459017,122,0.111838231975492,0.165264419796588,-1.63143026849858
PstI.TP548667,1,53141843,0.00810523055625488,0.0122950819672131,122,0.111838231975492,0.165052748340402,-2.56144852766428
PstI.TP347563,6,51192256,0.00850615709605503,0.30327868852459,122,0.111838231975492,0.164377778651348,-0.636285611480854
PstI.TP268085,2,64265265,0.00866701869605114,0.0737704918032787,122,0.111838231975492,0.164116201503594,1.48428489121874
PstI.TP647611,4,59195320,0.0087073644735624,0.147540983606557,122,0.111838231975492,0.164051385858967,-0.977977469520951
PstI.TP770895,1,13263569,0.00874857854691159,0.151639344262295,122,0.111838231975492,0.16398549652446,0.903374359697737
PstI.TP966761,8, 4674732,0.00962660168406141,0.0163934426229508,122,0.111838231975492,0.162653596613233,-2.32386251151359
PstI.TP1019197,11,    7072,0.00963274887486971,0.0327868852459016,122,0.111838231975492,0.162644723359218,1.61455798965887
PstI.TP1021466,1,68344473,0.00999890168583318,0.0409836065573771,122,0.111838231975492,0.162126546860073,-1.21916819324051
PstI.TP282598,10,55748349,0.0100472364885628,0.0245901639344262,122,0.111838231975492,0.162059621846803,-1.73983933663801
PstI.TP797083,3,58432596,0.0101185634176958,0.0983606557377049,122,0.111838231975492,0.161961470729907,-0.996341841374159
PstI.TP476886,2,55394288,0.0104258250256522,0.200819672131148,122,0.111838231975492,0.161546725535974,-0.850668575405866
PstI.TP1194392,6,57534861,0.0107634669322776,0.0245901639344262,122,0.111838231975492,0.161105388517992,1.75981326953539
PstI.TP353784,1,18167193,0.0110595921280212,0.0573770491803279,122,0.111838231975492,0.16073001801662,1.21180067750941
PstI.TP315020,1,77386737,0.0112360959628104,0.147540983606557,122,0.111838231975492,0.160511224241155,-0.814588559551099
PstI.TP819138,3,57316499,0.0121292602674432,0.0204918032786885,122,0.111838231975492,0.159456264393511,1.98288958087798
PstI.TP166160,10,18059383,0.0123940418742451,0.180327868852459,122,0.111838231975492,0.159159027504907,0.754201043979979
PstI.TP643059,11,    4521,0.0124592066699092,0.0163934426229508,122,0.111838231975492,0.159086889770824,2.05196070120882
PstI.TP809778,10, 8543510,0.0126002609023722,0.0327868852459016,122,0.111838231975492,0.158932079726198,1.57448493240165
PstI.TP622738,11,    4375,0.0136463316321067,0.0122950819672131,122,0.111838231975492,0.157837477358661,-2.27040855396384
PstI.TP664847,11,    4637,0.0138887477094545,0.0327868852459016,122,0.111838231975492,0.157596312562822,1.37688900114002
PstI.TP797783,3,57068036,0.014278422940978,0.155737704918033,122,0.111838231975492,0.157217707448499,-0.817936285928244
PstI.TP692281,2,56248202,0.0146102122377743,0.0614754098360656,122,0.111838231975492,0.156903749644872,1.11205375601106
PstI.TP856852,1, 1153760,0.0154414550004112,0.188524590163934,122,0.111838231975492,0.156148773171842,0.96331112467324
PstI.TP171713,4, 6902976,0.015471078610276,0.0450819672131148,122,0.111838231975492,0.156122656889892,1.29847435472018
PstI.TP682615,6,46570239,0.0161674726458218,0.0450819672131147,122,0.111838231975492,0.155523326523932,-1.10790706291099
