SNP,Chromosome,Position,P.value,maf,effect
PstI.TP166501,1,18793961,6.07676103694599e-06,NA,-0.784459117940165
PstI.TP961110,1,65184135,0.00953671814579551,NA,0.430606508819189
PstI.TP890801,2,72613106,0.00144849085816444,NA,-0.620371550356877
PstI.TP219830,2,76708479,0.00350471666133659,NA,-1.15350274187717
PstI.TP188641,3, 6088178,0.00806320941797017,NA,0.367554113811748
PstI.TP530571,3,45538893,0.000559332171792428,NA,1.12664900459983
NsiI.TP432589,3,64092887,0.00799149456761489,NA,-1.40016789593641
PstI.TP337951,4,40615943,0.00584287604926571,NA,-0.400283992603827
PstI.TP971832,4,66161848,0.00307240796424036,NA,0.344317484981907
PstI.TP1014704,4,68495682,0.00594763800089014,NA,-0.526779144524881
PstI.TP651320,5,35481232,4.615640224027e-10,NA,-1.20745952168358
PstI.TP702574,6,57893505,5.02701895130655e-05,NA,1.38652018883561
PstI.TP774033,7,64851531,2.92144630351293e-05,NA,1.04690142165261
PstI.TP1243137,8,  241410,0.00232614541716459,NA,0.987259527978361
PstI.TP174587,8,61645695,0.00722351951661148,NA,0.445985268720666
PstI.TP754297,9,52383960,0.000105590270397506,NA,-0.458586021556353
NsiI.TP648509,10,41353679,1.61820307137793e-09,NA,-1.2697570367723
PstI.TP46032,11,     392,0.00940745561044484,NA,-0.470130212000345
PstI.TP424478,11,    3280,0.00357533476572587,NA,0.987667613061994
PstI.TP622738,11,    4375,0.000657611677859982,NA,-1.53132201504276
NsiI.TP28119,11,    9435,0.00876730495555811,NA,-0.468246287956806
