SNP,Chromosome,Position,DF,t Value,std Error,effect
PstI.TP506588,1,   80675,120,2.96182546948536,0,0.0276193727336677
PstI.TP863331,1,  161269,120,-1.23600800108241,0,-0.00515454846716241
NsiI.TP611047,1,  185165,120,1.24937704281119,0,0.00629976204091299
PstI.TP424788,1,  263370,120,-1.05836227060916,0,-0.00770983124180189
PstI.TP931820,1,  284314,120,1.64710268052222,0,0.0102284821000036
PstI.TP425356,1,  569039,120,0.7116953349919,0,0.00333117654309272
PstI.TP999740,1,  569491,120,1.12001568270977,0,0.00400734458238226
PstI.TP1152021,1,  865447,120,1.52520544788758,0,0.00947150217592981
PstI.TP716618,1,  918921,120,-0.94723938555203,0,-0.00588234189289611
PstI.TP1246584,1, 1015480,120,-0.574562807137402,0,-0.00104326044231604
PstI.TP354591,1, 1050082,120,-0.273213003322643,0,-0.000743053931606913
PstI.TP856852,1, 1153760,120,0.753096668883987,0,0.00224415820753175
PstI.TP929619,1, 1952038,120,-0.281264978348637,0,-0.00136400872877654
PstI.TP417865,1, 2030761,120,1.30139109929893,0,0.00405849342256432
PstI.TP885267,1, 2084430,120,1.22904644432382,0,0.00453811226213853
PstI.TP1294018,1, 2280325,120,0.437695748855827,0,0.00167452042783613
PstI.TP966432,1, 2596832,120,0.680965519681756,0,0.00397297798663094
PstI.TP1085601,1, 2820903,120,1.01480521721882,0,0.00492134919328166
PstI.TP1268585,1, 2988383,120,-2.43654292531472,0,-0.00792155695931792
PstI.TP59735,1, 3027630,120,-1.95324772487252,0,-0.0182142660025867
PstI.TP849876,1, 3050119,120,0.640768734892358,0,0.00208500828831591
PstI.TP626124,1, 3342723,120,-1.64128119419989,0,-0.00684466723219977
PstI.TP1059573,1, 3357749,120,-0.389235829661059,0,-0.00121386342303768
NsiI.TP504485,1, 3381640,120,0.763543975400807,0,0.00401988379746971
PstI.TP1244443,1, 3397749,120,0.226747722945913,0,0.000737189968643658
PstI.TP1199997,1, 3471828,120,3.18867526725904,0,0.021295808318173
PstI.TP757375,1, 3471897,120,-2.3443242858323,0,-0.0145582174552935
PstI.TP726521,1, 3535515,120,1.54768511476432,0,0.00616418477608701
PstI.TP374511,1, 3576636,120,2.54367888201712,0,0.00679995176109188
PstI.TP1267977,1, 3576713,120,0.274589251806182,0,0.000955274763536702
PstI.TP1155202,1, 3620639,120,-1.28904307581853,0,-0.00678651595935038
PstI.TP961085,1, 3705536,120,1.97884973292129,0,0.00407935181919308
PstI.TP21889,1, 3705780,120,-1.37749068529106,0,-0.00347536760573915
PstI.TP891020,1, 4033768,120,1.29974989530396,0,0.00519932998797963
PstI.TP629254,1, 4276045,120,-2.44397780238176,0,-0.0163222901208534
PstI.TP140451,1, 4460094,120,1.78958206811533,0,0.00523993395018582
NsiI.TP39399,1, 4465777,120,-0.192475548108691,0,-0.000654107891225928
PstI.TP403850,1, 4535788,120,-0.71055871488788,0,-0.0047455199801725
NsiI.TP468762,1, 4620729,120,1.62295470028057,0,0.00480542596137355
PstI.TP307588,1, 4762662,120,-2.26699269162284,0,-0.00868321879057198
PstI.TP920636,1, 4777048,120,-2.47392095094759,0,-0.00898784585554619
PstI.TP947391,1, 4891496,120,4.00190033762976,0,0.019091829155683
PstI.TP683907,1, 4900973,120,2.05771000418921,0,0.00566767334990028
PstI.TP402429,1, 4990016,120,-0.254995934968987,0,-0.00106341456088956
PstI.TP1126882,1, 5115206,120,-1.55343704113247,0,-0.0103747464666553
PstI.TP684655,1, 5379329,120,0.765568747808781,0,0.00155248688224522
NsiI.TP367540,1, 5460609,120,1.77271772287166,0,0.0143766282521572
PstI.TP291849,1, 5571398,120,1.06548919911978,0,0.00276524842256464
PstI.TP677745,1, 5751851,120,-2.4508626433399,0,-0.00532832683071899
PstI.TP356699,1, 5752437,120,-2.22204406909964,0,-0.0104005474207405
PstI.TP705967,1, 5858828,120,3.47460773049241,0,0.0116278019024288
PstI.TP1252197,1, 5912854,120,0.233370644246243,0,0.000637434878301732
PstI.TP116123,1, 5967108,120,1.89126144641058,0,0.00795202559806611
PstI.TP804275,1, 5979740,120,-0.937386669733533,0,-0.00517901003478695
PstI.TP523933,1, 6018181,120,1.46039609395844,0,0.00304601261556171
PstI.TP722242,1, 6187691,120,0.224152738350287,0,0.0018178644853535
NsiI.TP488601,1, 6409370,120,-0.0930382338012503,0,-0.000193391119208805
PstI.TP1015835,1, 6514843,120,1.96693826943843,0,0.00586129356754403
PstI.TP547229,1, 6574881,120,0.417665179300189,0,0.00195493265129698
PstI.TP1129801,1, 6608649,120,0.547981583378844,0,0.00130141319582181
PstI.TP1245357,1, 6748280,120,-0.535074585123287,0,-0.00176906426187052
PstI.TP1136661,1, 6752030,120,-1.4994208067242,0,-0.0100139949703084
PstI.TP444825,1, 6930877,120,-1.65302114645846,0,-0.00749015783657693
PstI.TP572285,1, 6947477,120,-0.765069445977943,0,-0.00713436305187728
NsiI.TP800074,1, 6979429,120,0.572171176673847,0,0.00316121442867549
