"","QTN=0.3","QTN=0.2","QTN=0.1","QTN=0.05","QTN=0.02","QTN=0.01","QTN=0"
"0",0,0,0,0,0,0,0
"0.01",0.00924295774647887,0.0096830985915493,0.0096830985915493,0.0110035211267606,0.0123239436619718,0.0167253521126761,0.0233274647887324
"0.05",0.0492957746478873,0.0497359154929577,0.0506161971830986,0.0558978873239437,0.0647007042253521,0.085387323943662,0.11443661971831
"0.1",0.0994718309859155,0.103433098591549,0.107834507042254,0.117077464788732,0.132042253521127,0.161531690140845,0.201584507042254
"0.2",0.199383802816901,0.203785211267606,0.206426056338028,0.221830985915493,0.241637323943662,0.300176056338028,0.353433098591549
"0.3",0.299295774647887,0.303257042253521,0.308538732394366,0.324383802816901,0.353433098591549,0.417253521126761,0.491637323943662
"0.4",0.399207746478873,0.40580985915493,0.412411971830986,0.434859154929577,0.469630281690141,0.548415492957746,0.637323943661972
"0.5",0.49955985915493,0.511443661971831,0.517605633802817,0.538292253521127,0.585387323943662,0.665492957746479,0.746038732394366
"0.6",0.599471830985915,0.606073943661972,0.611795774647887,0.64612676056338,0.684859154929577,0.771566901408451,0.858274647887324
"0.7",0.699383802816901,0.711267605633803,0.71830985915493,0.740757042253521,0.783010563380282,0.87544014084507,0.966989436619718
"0.8",0.799295774647887,0.808978873239437,0.815580985915493,0.84419014084507,0.889084507042254,0.986355633802817,1
"0.9",0.899207746478873,0.912411971830986,0.921214788732394,0.949823943661972,0.998679577464789,1,1
"1",0.99955985915493,1,1,1,1,1,1
