"","QTN=0.3","QTN=0.2","QTN=0.1","QTN=0.05","QTN=0.02","QTN=0.01","QTN=0"
"0",0,0,0,0,0,0,0
"0.01",0.00924295774647887,0.0096830985915493,0.0101232394366197,0.0110035211267606,0.0132042253521127,0.0180457746478873,0.0264084507042254
"0.05",0.0492957746478873,0.0506161971830986,0.051056338028169,0.0554577464788732,0.0695422535211268,0.090669014084507,0.113556338028169
"0.1",0.0994718309859155,0.100792253521127,0.102992957746479,0.109595070422535,0.121478873239437,0.159771126760563,0.19806338028169
"0.2",0.199383802816901,0.203345070422535,0.207746478873239,0.215228873239437,0.238116197183099,0.294014084507042,0.355193661971831
"0.3",0.299295774647887,0.308538732394366,0.311619718309859,0.331426056338028,0.358274647887324,0.419014084507042,0.492957746478873
"0.4",0.399207746478873,0.404489436619718,0.411971830985915,0.428257042253521,0.470510563380282,0.552816901408451,0.636003521126761
"0.5",0.49955985915493,0.508802816901408,0.518045774647887,0.545334507042254,0.585387323943662,0.661531690140845,0.746038732394366
"0.6",0.599471830985915,0.610035211267606,0.621478873239437,0.641725352112676,0.676056338028169,0.761443661971831,0.85387323943662
"0.7",0.699383802816901,0.707746478873239,0.717429577464789,0.746038732394366,0.789172535211268,0.883802816901408,0.977992957746479
"0.8",0.799295774647887,0.810299295774648,0.820422535211268,0.848591549295775,0.897887323943662,0.987676056338028,1
"0.9",0.899207746478873,0.907130281690141,0.919454225352113,0.945862676056338,0.991197183098592,1,1
"1",0.99955985915493,1,1,1,1,1,1
