SNP,Chromosome,Position,P.value,effect,maf,nobs
PstI.TP720017,11,4972,0.000664228523806475,NA,0.0655737704918032,122
NsiI.TP436966,3,208286,0.000979202331167806,NA,0.0983606557377049,122
PstI.TP360841,2,2832783,0.00105237539566133,NA,0.39344262295082,122
PstI.TP1100905,3,73743770,0.00112125046900373,NA,0.0737704918032787,122
PstI.TP820348,1,64116607,0.00133504579042053,NA,0.0163934426229508,122
NsiI.TP533643,3,471619,0.00182090511165581,NA,0.0737704918032787,122
PstI.TP1086009,9,47254131,0.00291406763238825,NA,0.0737704918032787,122
PstI.TP532669,4,3498516,0.00339615945973598,NA,0.491803278688525,122
PstI.TP569914,5,1262747,0.0034134155826524,NA,0.290983606557377,122
NsiI.TP66747,11,9923,0.00358124067224826,NA,0.0409836065573771,122
PstI.TP457393,1,60097068,0.00382502441564456,NA,0.233606557377049,122
PstI.TP288641,1,27158173,0.00435840107977072,NA,0.0532786885245902,122
PstI.TP308053,1,8330660,0.0055817000009979,NA,0.10655737704918,122
PstI.TP85647,10,60886778,0.00575798396014318,NA,0.0532786885245902,122
PstI.TP269566,3,63644939,0.0069319909330486,NA,0.290983606557377,122
PstI.TP576366,2,375350,0.00697513499276954,NA,0.0409836065573771,122
NsiI.TP179941,8,55948810,0.0071315389094026,NA,0.0491803278688525,122
PstI.TP1107519,9,3315165,0.00737370135478406,NA,0.0450819672131147,122
NsiI.TP529124,3,63127607,0.00790578685085897,NA,0.131147540983607,122
NsiI.TP550633,11,15924,0.00845301926127983,NA,0.0245901639344263,122
PstI.TP325958,3,54129415,0.00875239979590353,NA,0.327868852459016,122
PstI.TP935651,4,66370793,0.00918639689362949,NA,0.19672131147541,122
PstI.TP1124649,11,7892,0.0101578434001426,NA,0.0778688524590164,122
PstI.TP94114,1,68081418,0.0106358893988809,NA,0.0532786885245902,122
PstI.TP1199997,1,3471828,0.0106373236035608,NA,0.0245901639344262,122
PstI.TP762971,11,5268,0.0107976831670427,NA,0.0901639344262295,122
PstI.TP568461,3,74315454,0.0111085801503348,NA,0.0245901639344263,122
PstI.TP809778,10,8543510,0.0113574129219659,NA,0.0327868852459016,122
PstI.TP719659,10,54993631,0.0120592249086122,NA,0.405737704918033,122
PstI.TP644170,5,13189719,0.0128113192711361,NA,0.0286885245901639,122
PstI.TP504809,4,5155593,0.0130968415747274,NA,0.401639344262295,122
PstI.TP41440,3,59899767,0.0132177153675103,NA,0.0737704918032787,122
PstI.TP118856,3,37389858,0.0136209172417401,NA,0.0163934426229508,122
NsiI.TP457503,11,14566,0.0140813542969484,NA,0.040983606557377,122
