"Trait ID","Trait name","Method","RS#","Chromosome","Marker Position (bp)","QTN effect","LOD score","-log10(P)","r2 (%)","MAF","Genotype  for code 1","Var_Error","Var_phen (total)"
"23","Trait38","mrMLM","PstI.TP622176","3","65129470"," 0.0373","5.2787","6.085764"," 9.3817","0.3772","C","0.0035","0.009"
"23","Trait38","mrMLM","NsiI.TP825923","6","52448208"," 0.0438","6.2928","7.135537","16.4498","0.1842","C","",""
"23","Trait38","mrMLM","NsiI.TP607068","8"," 1666575","-0.0421","5.6138","6.433317","13.6775","0.1754","C","",""
"23","Trait38","mrMLM","NsiI.TP810192","8"," 2563502"," 0.0453","5.7832","6.608748","14.4655","0.2018","C","",""
"23","Trait38","mrMLM","NsiI.TP616446","9","56031936","-0.0414","3.0485","3.746854","14.5340","0.4649","C","",""
"23","Trait38","FASTmrMLM","NsiI.TP257077","1","6103539","0.005","6.4881","7.3371","0.2482","0.4353","C","0.0028","0.009"
"23","Trait38","FASTmrMLM","NsiI.TP102967","1","6105258","-4.1165e-05","98.7925","Inf","1.8547e-05","0.2284","A","",""
"23","Trait38","FASTmrMLM","PstI.TP662300","1","9383388","5e-04","57.9817","Inf","2e-04","0.0216","A","",""
"23","Trait38","FASTmrMLM","PstI.TP713933","1","25304804","-2e-04","52.4965","Inf","0","0.0905","A","",""
"23","Trait38","FASTmrMLM","NsiI.TP425431","1","29611471","-0.004","89.8921","Inf","0.1441","0.3836","A","",""
"23","Trait38","FASTmrMLM","NsiI.TP30868","1","51136397","-0.0015","69.8058","Inf","0.0047","0.0991","G","",""
"23","Trait38","FASTmrMLM","NsiI.TP413314","1","58050134","2.5402e-05","41.0557","Inf","4.3885e-06","0.1034","A","",""
"23","Trait38","FASTmrMLM","PstI.TP502131","1","59426545","1.9789e-05","148.3979","Inf","7.148e-07","0.0216","C","",""
"23","Trait38","FASTmrMLM","PstI.TP929267","1","63290479","-0.0014","8.956","9.8714","0.0087","0.1552","C","",""
"23","Trait38","FASTmrMLM","PstI.TP820348","1","64116607","-1.8862e-05","89.925","Inf","5.242e-07","0.0172","A","",""
"23","Trait38","FASTmrMLM","PstI.TP537292","1","78162057","-7.6677e-05","51.7187","Inf","6.4972e-05","0.2457","C","",""
"23","Trait38","FASTmrMLM","PstI.TP640960","1","80209769","7.6617e-05","49.6693","Inf","6.5448e-06","0.0388","C","",""
"23","Trait38","FASTmrMLM","PstI.TP360841","2","2832783","1e-04","4.67","5.4524","6.0512e-05","0.4095","C","",""
"23","Trait38","FASTmrMLM","NsiI.TP765685","2","16612091","-3.2831e-05","6.5269","7.3771","0","0.0302","A","",""
"23","Trait38","FASTmrMLM","NsiI.TP205114","2","58611885","-0.005","44.1065","Inf","0.1863","0.3147","G","",""
"23","Trait38","FASTmrMLM","PstI.TP210905","2","72650615","0.0098","12.9057","13.8977","0.8099","0.181","C","",""
"23","Trait38","FASTmrMLM","NsiI.TP777037","2","73985749","3.8931e-05","129.1811","Inf","5.7324e-07","0.0259","A","",""
"23","Trait38","FASTmrMLM","PstI.TP40160","2","77518912","9.1854e-05","92.4238","Inf","1.5401e-05","0.069","G","",""
"23","Trait38","FASTmrMLM","NsiI.TP436966","3","208286","1e-04","97.151","Inf","1e-04","0.0991","A","",""
"23","Trait38","FASTmrMLM","PstI.TP1264009","3","2578481","0.0057","52.4051","Inf","0.3362","0.4569","A","",""
"23","Trait38","FASTmrMLM","PstI.TP968973","3","2980616","3.0537e-05","67.872","Inf","9.5319e-06","0.0302","A","",""
"23","Trait38","FASTmrMLM","NsiI.TP775735","3","13550015","3.1583e-05","14.5318","15.4775","4.6848e-06","0.1336","C","",""
"23","Trait38","FASTmrMLM","PstI.TP661215","3","54129611","0.0084","19.7541","Inf","0.7668","0.2198","A","",""
"23","Trait38","FASTmrMLM","NsiI.TP299172","3","55365719","8.3326e-05","3.2425","3.9528","5.2064e-06","0.0302","C","",""
"23","Trait38","FASTmrMLM","NsiI.TP123780","3","55955099","-7.9515e-05","94.8624","Inf","2.7844e-05","0.25","C","",""
"23","Trait38","FASTmrMLM","NsiI.TP215974","3","56338222","1.8478e-05","114.8316","Inf","0","0.0172","C","",""
"23","Trait38","FASTmrMLM","NsiI.TP441453","3","57267022","-7.3725e-05","28.7259","Inf","5.0679e-05","0.1767","C","",""
"23","Trait38","FASTmrMLM","NsiI.TP496851","3","61267172","-4e-04","77.0023","Inf","4e-04","0.1164","C","",""
"23","Trait38","FASTmrMLM","PstI.TP513949","3","61369495","3.8051e-05","75.0743","Inf","1.6e-05","0.3448","A","",""
"23","Trait38","FASTmrMLM","PstI.TP964683","3","64769478","-5.2819e-05","93.6565","Inf","1.3901e-05","0.0302","C","",""
"23","Trait38","FASTmrMLM","PstI.TP622176","3","65129470","0.0023","29.9934","Inf","0.0446","0.3707","C","",""
"23","Trait38","FASTmrMLM","PstI.TP918301","3","66190813","-0.0032","115.8327","Inf","0.0996","0.1078","C","",""
"23","Trait38","FASTmrMLM","GFSSContig11128_893","3","69715214","7.7076e-05","47.9655","Inf","5.7111e-05","0.4267","T","",""
"23","Trait38","FASTmrMLM","PstI.TP621994","3","74383503","-1.0068e-05","49.7023","Inf","0","0.0129","G","",""
"23","Trait38","FASTmrMLM","PstI.TP532669","4","3498516","3e-04","51.8832","Inf","6e-04","0.4741","A","",""
"23","Trait38","FASTmrMLM","NsiI.TP34695","4","6508508","-2.5138e-05","43.9643","Inf","4.1461e-06","0.0474","A","",""
"23","Trait38","FASTmrMLM","PstI.TP876839","4","6887064","0.0054","113.6268","Inf","0.1437","0.0388","C","",""
"23","Trait38","FASTmrMLM","GFk45ctg179201_418","4","22559183","1e-04","48.3018","Inf","8.0366e-05","0.0733","A","",""
"23","Trait38","FASTmrMLM","NsiI.TP821811","4","48427329","-4e-04","82.5319","Inf","0.0012","0.1336","A","",""
"23","Trait38","FASTmrMLM","NsiI.TP324593","4","54954569","9.1418e-05","50.7058","Inf","2.0972e-05","0.0776","C","",""
"23","Trait38","FASTmrMLM","NsiI.TP205267","4","64749548","-1e-04","87.9237","Inf","2e-04","0.0776","C","",""
"23","Trait38","FASTmrMLM","PstI.TP133136","5","65324990","8e-04","57.0836","Inf","0.0028","0.194","C","",""
"23","Trait38","FASTmrMLM","PstI.TP1052140","6","19137861","7.7618e-05","3.1778","3.8842","8.8767e-06","0.1034","A","",""
"23","Trait38","FASTmrMLM","NsiI.TP211131","6","32284894","-7.32e-05","31.2802","Inf","7.8949e-06","0.0647","C","",""
"23","Trait38","FASTmrMLM","NsiI.TP614958","6","45639721","-0.0198","4.4437","5.2162","0.8475","0.0905","A","",""
"23","Trait38","FASTmrMLM","PstI.TP351899","6","46132630","-5.6147e-05","96.6333","Inf","3.3842e-05","0.2284","A","",""
"23","Trait38","FASTmrMLM","NsiI.TP825923","6","52448208","0.0176","62.658","Inf","3.2623","0.1897","C","",""
"23","Trait38","FASTmrMLM","PstI.TP109212","6","59782352","7.1323e-05","86.3296","Inf","1.2765e-05","0.0776","A","",""
"23","Trait38","FASTmrMLM","PstI.TP297547","7","5291285","-3.1672e-05","26.5521","Inf","3.7941e-07","0.0302","A","",""
"23","Trait38","FASTmrMLM","PstI.TP1278820","7","61813715","5.824e-05","54.5692","Inf","1.3922e-05","0.0388","C","",""
"23","Trait38","FASTmrMLM","NsiI.TP607068","8","1666575","-3e-04","53.6718","Inf","9e-04","0.1897","C","",""
"23","Trait38","FASTmrMLM","PstI.TP1282314","9","15059279","0.0074","54.3263","Inf","0.588","0.1595","A","",""
"23","Trait38","FASTmrMLM","PstI.TP1192081","9","48933732","0.0449","59.1461","Inf","7.0361","0.1034","G","",""
"23","Trait38","FASTmrMLM","NsiI.TP151058","9","52613984","3.2254e-05","43.2038","Inf","0","0.0259","C","",""
"23","Trait38","FASTmrMLM","NsiI.TP616446","9","56031936","-0.0077","36.4503","Inf","0.6257","0.4569","C","",""
"23","Trait38","FASTmrMLM","NsiI.TP90957","9","58754094","-5.0182e-05","105.7757","Inf","2.5468e-05","0.056","C","",""
"23","Trait38","FASTmrMLM","PstI.TP106347","10","268264","-4.0907e-05","34.3592","Inf","1.1381e-05","0.2672","A","",""
"23","Trait38","FASTmrMLM","NsiI.TP422808","10","5343480","3.3886e-05","41.9379","Inf","9.9511e-06","0.3319","A","",""
"23","Trait38","FASTmrMLM","PstI.TP1256552","10","47768031","-2e-04","3.446","4.1682","2e-04","0.0647","C","",""
"23","Trait38","FASTmrMLM","PstI.TP719659","10","54993631","2.9163e-05","42.7348","Inf","8.5034e-06","0.4224","A","",""
"23","Trait38","FASTmrMLM","PstI.TP68941","11","572","1e-04","32.4132","Inf","1.9143e-05","0.0517","A","",""
"23","Trait38","FASTmrMLM","PstI.TP108730","11","899","-2e-04","12.4519","13.4361","2e-04","0.2112","G","",""
"23","Trait38","FASTmrMLM","PstI.TP111598","11","919","9e-04","60.1945","Inf","0.0092","0.0948","C","",""
"23","Trait38","FASTmrMLM","PstI.TP118441","11","979","-4.1834e-05","39.3946","Inf","1.9513e-06","0.0345","G","",""
"23","Trait38","FASTmrMLM","PstI.TP187918","11","1532","0.0173","93.6993","Inf","2.8879","0.25","G","",""
"23","Trait38","FASTmrMLM","PstI.TP365432","11","2887","8.3547e-05","74.2056","Inf","2.64e-06","0.0388","C","",""
"23","Trait38","FASTmrMLM","PstI.TP393010","11","3057","-2.9093e-05","50.7659","Inf","3.2013e-07","0.0345","A","",""
"23","Trait38","FASTmrMLM","PstI.TP434247","11","3327","1e-04","67.9727","Inf","6.5913e-05","0.2198","C","",""
"23","Trait38","FASTmrMLM","PstI.TP511612","11","3858","1e-04","31.2778","Inf","1e-04","0.1207","A","",""
"23","Trait38","FASTmrMLM","PstI.TP607810","11","4293","-0.0025","43.875","Inf","0.0699","0.1422","C","",""
"23","Trait38","FASTmrMLM","PstI.TP641518","11","4507","3e-04","13.5105","14.5074","1e-04","0.0733","C","",""
"23","Trait38","FASTmrMLM","PstI.TP693499","11","4804","-8e-04","6.5112","7.3609","0.0014","0.0776","A","",""
"23","Trait38","FASTmrMLM","PstI.TP793039","11","5486","2e-04","69.0937","Inf","7.6388e-05","0.0905","A","",""
"23","Trait38","FASTmrMLM","PstI.TP874146","11","6098","0.0236","46.8431","Inf","2.4528","0.056","A","",""
"23","Trait38","FASTmrMLM","PstI.TP897332","11","6254","-2e-04","17.2613","Inf","8.1601e-05","0.0862","G","",""
"23","Trait38","FASTmrMLM","PstI.TP932850","11","6532","3e-04","21.774","Inf","4e-04","0.181","A","",""
"23","Trait38","FASTmrMLM","PstI.TP1009395","11","6997","-7.2275e-05","48.1134","Inf","2.1441e-05","0.0259","C","",""
"23","Trait38","FASTmrMLM","PstI.TP1020545","11","7078","0.0312","110.226","Inf","9.2212","0.3405","A","",""
"23","Trait38","FASTmrMLM","PstI.TP1046468","11","7261","-2e-04","121.4973","Inf","3e-04","0.1034","A","",""
"23","Trait38","FASTmrMLM","PstI.TP1075605","11","7505","-4.628e-05","126.7289","Inf","0","0.0388","A","",""
"23","Trait38","FASTmrMLM","PstI.TP1159423","11","8140","0.0063","49.6722","Inf","0.396","0.3922","C","",""
"23","Trait38","FASTmrMLM","NsiI.TP38649","11","9585","-4.6386e-05","15.3914","Inf","4.6706e-06","0.0603","C","",""
"23","Trait38","FASTmrMLM","NsiI.TP46117","11","9698","2e-04","47.4746","Inf","2e-04","0.0517","A","",""
"23","Trait38","FASTmrMLM","NsiI.TP59023","11","9822","6e-04","65.0435","Inf","0.0021","0.181","A","",""
"23","Trait38","FASTmrMLM","NsiI.TP109257","11","10284","4.629e-05","118.0413","Inf","1.6068e-06","0.0259","C","",""
"23","Trait38","FASTmrMLM","NsiI.TP130730","11","10568","0.001","22.2595","Inf","0.0101","0.0819","A","",""
"23","Trait38","FASTmrMLM","NsiI.TP293440","11","12365","-6.1115e-05","48.552","Inf","5.5033e-06","0.0517","C","",""
"23","Trait38","FASTmrMLM","NsiI.TP302373","11","12421","-8.5953e-05","68.2111","Inf","2.7943e-06","0.0345","A","",""
"23","Trait38","FASTmrMLM","NsiI.TP393109","11","13472","-4.9591e-05","54.461","Inf","2.4289e-05","0.0388","A","",""
"23","Trait38","FASTmrMLM","NsiI.TP416911","11","13756","0.0035","71.0311","Inf","0.0576","0.1466","C","",""
"23","Trait38","FASTmrMLM","NsiI.TP434835","11","14151","7e-04","6.1062","6.9428","0.0034","0.2931","A","",""
"23","Trait38","FASTmrMLM","NsiI.TP492468","11","15095","-7.9985e-05","102.0898","Inf","7.0592e-05","0.0647","C","",""
"23","Trait38","FASTmrMLM","NsiI.TP495572","11","15165","0.0132","83.3236","Inf","1.8019","0.2328","C","",""
"23","Trait38","FASTmrMLM","NsiI.TP578137","11","16313","-4e-04","72.2548","Inf","0.0017","0.4052","C","",""
"23","Trait38","FASTmrMLM","NsiI.TP646295","11","17132","-0.0121","6.5135","7.3633","1.4923","0.4267","A","",""
"23","Trait38","FASTmrMLM","NsiI.TP654668","11","17191","5.6427e-05","36.2915","Inf","3.4714e-05","0.2328","G","",""
"23","Trait38","FASTmrMLM","NsiI.TP685658","11","17582","1.5355e-05","64.3762","Inf","2.6288e-07","0.0345","A","",""
"23","Trait38","FASTmrMLM","NsiI.TP693683","11","17666","1.4361e-05","23.6936","Inf","1.4509e-06","0.0216","A","",""
"23","Trait38","FASTmrMLM","NsiI.TP705689","11","17810","0.0018","20.7939","Inf","0.006","0.1034","C","",""
"23","Trait38","FASTmrMLM","NsiI.TP709794","11","17871","1e-04","23.2345","Inf","1e-04","0.0733","C","",""
"23","Trait38","FASTmrMLM","NsiI.TP784220","11","18785","-2e-04","118.4384","Inf","3e-04","0.0517","C","",""
"23","Trait38","FASTmrMLM","NsiI.TP792425","11","18843","-7.609e-05","38.5273","Inf","6.1315e-05","0.1422","G","",""
"23","Trait38","FASTmrMLM","NsiI.TP832142","11","19332","-0.0046","85.7242","Inf","0.0735","0.1164","C","",""
"23","Trait38","ISIS EM-BLASSO","PstI.TP1020545","11","7078","0.0259","3.1981","3.9057","6.3341","0.3405","A","0.0029","0.009"
"23","Trait38","ISIS EM-BLASSO","NsiI.TP495572","11","15165","0.0163","3.8927","4.6389","2.7795","0.2328","C","",""
"23","Trait38","ISIS EM-BLASSO","NsiI.TP767179","11","18585","0.0362","3.3213","4.0363","14.3517","0.2328","A","",""
