"Trait ID","Trait name","Method","RS#","Chromosome","Marker Position (bp)","QTN effect","LOD score","-log10(P)","r2 (%)","MAF","Genotype  for code 1","Var_Error","Var_phen (total)"
"6","Trait21","mrMLM","NsiI.TP30868","1","51136397","-0.1558"," 3.6668"," 4.401195"," 4.6446","0.1009","G","0.0299","0.0858"
"6","Trait21","mrMLM","PstI.TP572438","3","71178778","-0.1735"," 7.7337"," 8.618721"," 8.3969","0.1272","A","",""
"6","Trait21","mrMLM","PstI.TP622176","3","65129470"," 0.1312"," 7.6207"," 8.502688","12.5766","0.3772","C","",""
"6","Trait21","mrMLM","NsiI.TP821811","4","48427329","-0.1562"," 6.8000"," 7.658583","20.0546","0.1360","A","",""
"6","Trait21","mrMLM","NsiI.TP825923","6","52448208"," 0.1648","12.0464","13.023641","25.1378","0.1842","C","",""
"6","Trait21","FASTmrMLM","PstI.TP210905","2","72650615","0.0726","3.6478","4.3812","4.7145","0.181","C","0.0249","0.0858"
"6","Trait21","FASTmrMLM","PstI.TP312198","3","8384639","0.1207","6.7781","7.636","14.976","0.1897","C","",""
"6","Trait21","FASTmrMLM","PstI.TP661215","3","54129611","0.0157","3.6895","4.4251","0.2843","0.2198","A","",""
"6","Trait21","FASTmrMLM","PstI.TP622176","3","65129470","0.0886","4.0308","4.7839","6.8669","0.3707","C","",""
"6","Trait21","FASTmrMLM","NsiI.TP821811","4","48427329","-0.1177","6.872","7.7327","13.6063","0.1336","A","",""
"6","Trait21","FASTmrMLM","NsiI.TP324593","4","54954569","0.1402","6.5149","7.3647","5.1956","0.0776","C","",""
"6","Trait21","FASTmrMLM","PstI.TP133136","5","65324990","0.0692","3.5137","4.2397","2.0725","0.194","C","",""
"6","Trait21","FASTmrMLM","PstI.TP125419","10","50424324","-0.0581","3.6816","4.4168","1.2404","0.2241","G","",""
"6","Trait21","FASTmrMLM","PstI.TP1020545","11","7078","0.0445","3.5423","4.2699","1.9757","0.3405","A","",""
"6","Trait21","pLARmEB","PstI.TP1295242","1","70821690","-0.1534","6.4834","7.3322","1.8605","0.0991","C","0.0239","0.0858"
"6","Trait21","pLARmEB","NsiI.TP324593","4","54954569","0.0971","3.2277","3.9371","2.4917","0.0776","C","",""
"6","Trait21","pLARmEB","PstI.TP133136","5","65324990","0.1091","6.956","7.8192","5.1524","0.194","C","",""
"6","Trait21","pLARmEB","PstI.TP1052140","6","19137861","0.14","4.0668","4.8216","3.044","0.1034","A","",""
"6","Trait21","pLARmEB","PstI.TP187918","11","1532","0.0833","4.9361","5.7296","7.0389","0.25","G","",""
"6","Trait21","pLARmEB","PstI.TP497572","11","3771","0.0866","5.331","6.1401","4.5893","0.3103","C","",""
"6","Trait21","pLARmEB","NsiI.TP705689","11","17810","0.1368","4.8256","5.6146","3.6004","0.1034","C","",""
"6","Trait21","pLARmEB","NsiI.TP767179","11","18585","0.0913","4.194","4.955","9.6241","0.2328","A","",""
