"Trait ID","Trait name","Method","RS#","Chromosome","Marker Position (bp)","QTN effect","LOD score","-log10(P)","r2 (%)","MAF","Genotype  for code 1","Var_Error","Var_phen (total)"
"2","Trait14","mrMLM","NsiI.TP67561"," 4","65452237"," 0.7183","3.1748","3.881026"," 8.1781","0.3839","A","1.1298","2.2344"
"2","Trait14","mrMLM","PstI.TP651320"," 5","35481232","-0.8334","3.5247","4.251332","19.0221","0.2589","A","",""
"2","Trait14","mrMLM","PstI.TP434866"," 6"," 3914949"," 0.7368","4.1917","4.952554","14.2139","0.1562","A","",""
"2","Trait14","mrMLM","PstI.TP20884","11","     164","-1.2724","5.1318","5.933169","27.6329","0.0625","A","",""
"2","Trait14","FASTmrMLM","NsiI.TP67561","4","65452237","0.5757","3.7971","4.5384","5.3461","0.3816","A","1.1795","2.2344"
"2","Trait14","FASTmrMLM","PstI.TP651320","5","35481232","-0.9509","5.1152","5.9159","25.1989","0.2588","A","",""
"2","Trait14","FASTmrMLM","PstI.TP360337","10","14458765","1.1351","4.6773","5.46","15.4785","0.0439","A","",""
"2","Trait14","FASTmrMLM","PstI.TP20884","11","164","-1.0708","4.3443","5.1123","19.9124","0.0614","A","",""
"2","Trait14","FASTmrMLM","PstI.TP860748","11","6002","-0.2965","3.2515","3.9624","1.1825","0.1974","C","",""
"2","Trait14","pLARmEB","PstI.TP651320","5","35481232","-0.7196","4.1931","4.954","12.1503","0.2588","A","1.5891","2.2344"
"2","Trait14","pLARmEB","NsiI.TP484341","11","14956","-1.0898","3.4825","4.2068","14.8274","0.0746","A","",""
"2","Trait14","ISIS EM-BLASSO","NsiI.TP67561","4","65452237","0.5359","3.1748","3.881","5.2188","0.3816","A","1.2699","2.2344"
"2","Trait14","ISIS EM-BLASSO","PstI.TP651320","5","35481232","-0.7134","3.5247","4.2513","15.9753","0.2588","A","",""
"2","Trait14","ISIS EM-BLASSO","PstI.TP434866","6","3914949","0.6464","4.1917","4.9526","12.5416","0.1579","A","",""
"2","Trait14","ISIS EM-BLASSO","PstI.TP20884","11","164","-1.1613","5.1318","5.9332","26.385","0.0614","A","",""
